μ	Permutation_Entropy	Pattern_Probabilities
1.8099995	0.6180401451802384	0.0,0.024120603015075376,0.1507537688442211,0.0,0.1507537688442211,0.2623115577889447,0.0,0.0,0.024120603015075376,0.12663316582914572,0.2613065326633166,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6109475624867601	0.0,0.024120603015075376,0.1407035175879397,0.0,0.14170854271356784,0.27638190954773867,0.0,0.0,0.024120603015075376,0.11658291457286432,0.27638190954773867,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6021404684830153	0.0,0.012060301507537688,0.15879396984924624,0.0,0.15879396984924624,0.2562814070351759,0.0,0.0,0.012060301507537688,0.1457286432160804,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6334104946081047	0.0,0.03015075376884422,0.16381909547738693,0.0,0.1628140703517588,0.24020100502512562,0.0,0.0,0.03015075376884422,0.13266331658291458,0.24020100502512562,0.0,0.0,0.0,0.0,0.0
1.8099995	0.5974839941880231	0.0,0.01306532663316583,0.14773869346733667,0.0,0.14773869346733667,0.2723618090452261,0.0,0.0,0.01306532663316583,0.13467336683417086,0.271356783919598,0.0,0.0,0.0,0.0,0.0
1.8099995	0.5994013463128757	0.0,0.01407035175879397,0.14773869346733667,0.0,0.14773869346733667,0.271356783919598,0.0,0.0,0.01407035175879397,0.13366834170854272,0.271356783919598,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6145068081803152	0.0,0.023115577889447236,0.14773869346733667,0.0,0.14773869346733667,0.2663316582914573,0.0,0.0,0.023115577889447236,0.12462311557788945,0.26733668341708544,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6155201813494644	0.0,0.017085427135678392,0.16683417085427135,0.0,0.1658291457286432,0.2422110552763819,0.0,0.0,0.017085427135678392,0.14974874371859295,0.24120603015075376,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6019248252581019	0.0,0.017085427135678392,0.14371859296482412,0.0,0.14371859296482412,0.27537688442211056,0.0,0.0,0.017085427135678392,0.12663316582914572,0.27638190954773867,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6102001472254286	0.0,0.01507537688442211,0.1628140703517588,0.0,0.1628140703517588,0.24824120603015076,0.0,0.0,0.01507537688442211,0.14773869346733667,0.24824120603015076,0.0,0.0,0.0,0.0,0.0
