β	Permutation_Entropy	Pattern_Probabilities
2.24	0.9518276033910248	0.09246231155778895,0.09045226130653267,0.1306532663316583,0.04321608040201005,0.12562814070351758,0.05125628140703518,0.03919597989949749,0.036180904522613064,0.09045226130653267,0.08341708542713568,0.04522613065326633,0.032160804020100506,0.04824120603015075,0.02613065326633166,0.035175879396984924,0.03015075376884422
2.24	0.9450148399320616	0.08944723618090453,0.08844221105527639,0.12964824120603016,0.0371859296482412,0.12864321608040202,0.07035175879396985,0.04221105527638191,0.02914572864321608,0.08844221105527639,0.07839195979899498,0.06934673366834171,0.034170854271356785,0.03819095477386935,0.033165829145728645,0.02914572864321608,0.01407035175879397
2.24	0.9402632061937257	0.09849246231155778,0.09949748743718594,0.1306532663316583,0.036180904522613064,0.12060301507537688,0.07336683417085427,0.0371859296482412,0.02914572864321608,0.09949748743718594,0.06733668341708543,0.06331658291457286,0.03015075376884422,0.04623115577889447,0.020100502512562814,0.02914572864321608,0.019095477386934675
2.24	0.9592584334186307	0.09849246231155778,0.07839195979899498,0.12663316582914572,0.035175879396984924,0.11557788944723618,0.06633165829145729,0.03015075376884422,0.04120603015075377,0.07939698492462312,0.08341708542713568,0.05527638190954774,0.036180904522613064,0.04623115577889447,0.02512562814070352,0.04120603015075377,0.04120603015075377
2.24	0.9587521974557306	0.08743718592964825,0.09346733668341708,0.12160804020100502,0.04221105527638191,0.11959798994974874,0.061306532663316586,0.04020100502512563,0.036180904522613064,0.09346733668341708,0.07035175879396985,0.0592964824120603,0.034170854271356785,0.04522613065326633,0.032160804020100506,0.0371859296482412,0.02613065326633166
2.24	0.9230737108507995	0.08542713567839195,0.09447236180904522,0.14673366834170853,0.0371859296482412,0.14673366834170853,0.061306532663316586,0.031155778894472363,0.02814070351758794,0.09447236180904522,0.08944723618090453,0.061306532663316586,0.022110552763819097,0.0371859296482412,0.023115577889447236,0.02814070351758794,0.01306532663316583
2.24	0.9463664261020587	0.07939698492462312,0.08743718592964825,0.13869346733668342,0.04221105527638191,0.13266331658291458,0.054271356783919596,0.0371859296482412,0.034170854271356785,0.08743718592964825,0.09346733668341708,0.04824120603015075,0.02914572864321608,0.04824120603015075,0.024120603015075376,0.035175879396984924,0.02814070351758794
2.24	0.9725197608054491	0.08040201005025126,0.07839195979899498,0.11758793969849246,0.04723618090452261,0.10552763819095477,0.05829145728643216,0.044221105527638194,0.044221105527638194,0.07839195979899498,0.0864321608040201,0.04623115577889447,0.04120603015075377,0.06030150753768844,0.02814070351758794,0.044221105527638194,0.03919597989949749
2.24	0.9310614864055199	0.11658291457286432,0.09849246231155778,0.13266331658291458,0.04321608040201005,0.12964824120603016,0.053266331658291456,0.04020100502512563,0.02613065326633166,0.09849246231155778,0.0763819095477387,0.05125628140703518,0.023115577889447236,0.04522613065326633,0.021105527638190954,0.02613065326633166,0.018090452261306532
2.24	0.9525823325164875	0.08542713567839195,0.08442211055276382,0.13366834170854272,0.032160804020100506,0.12964824120603016,0.06331658291457286,0.02814070351758794,0.03819095477386935,0.08442211055276382,0.0814070351758794,0.0592964824120603,0.035175879396984924,0.036180904522613064,0.031155778894472363,0.03819095477386935,0.03919597989949749
