β	Permutation_Entropy	Pattern_Probabilities
2.24	0.9618502599465161	0.08040201005025126,0.09045226130653267,0.12060301507537688,0.04321608040201005,0.11959798994974874,0.062311557788944726,0.05025125628140704,0.03015075376884422,0.08944723618090453,0.07336683417085427,0.061306532663316586,0.0371859296482412,0.04321608040201005,0.036180904522613064,0.03015075376884422,0.032160804020100506
2.24	0.9579257061859539	0.08944723618090453,0.09246231155778895,0.12261306532663317,0.04120603015075377,0.11658291457286432,0.06633165829145729,0.036180904522613064,0.036180904522613064,0.09246231155778895,0.07135678391959799,0.0592964824120603,0.031155778894472363,0.04824120603015075,0.024120603015075376,0.036180904522613064,0.036180904522613064
2.24	0.9399080609159207	0.09246231155778895,0.08844221105527639,0.13969849246231156,0.04020100502512563,0.13165829145728644,0.05628140703517588,0.03015075376884422,0.03819095477386935,0.08844221105527639,0.0914572864321608,0.04824120603015075,0.02814070351758794,0.04824120603015075,0.020100502512562814,0.03819095477386935,0.020100502512562814
2.24	0.9446180262370762	0.0763819095477387,0.07939698492462312,0.13768844221105528,0.03819095477386935,0.1306532663316583,0.0743718592964824,0.0371859296482412,0.03015075376884422,0.07939698492462312,0.0964824120603015,0.06733668341708543,0.02914572864321608,0.04522613065326633,0.022110552763819097,0.03015075376884422,0.02613065326633166
2.24	0.9213924724245083	0.13366834170854272,0.10150753768844221,0.1407035175879397,0.03015075376884422,0.13165829145728644,0.05025125628140704,0.031155778894472363,0.027135678391959798,0.10251256281407035,0.06934673366834171,0.04120603015075377,0.02814070351758794,0.03919597989949749,0.019095477386934675,0.027135678391959798,0.027135678391959798
2.24	0.9390133607099193	0.1035175879396985,0.10251256281407035,0.13768844221105528,0.032160804020100506,0.12763819095477386,0.054271356783919596,0.035175879396984924,0.032160804020100506,0.10251256281407035,0.06733668341708543,0.04522613065326633,0.034170854271356785,0.04221105527638191,0.02512562814070352,0.032160804020100506,0.02613065326633166
2.24	0.91980260672244	0.09346733668341708,0.08743718592964825,0.14673366834170853,0.02914572864321608,0.13969849246231156,0.07939698492462312,0.03819095477386935,0.019095477386934675,0.08743718592964825,0.08844221105527639,0.07236180904522613,0.02814070351758794,0.0371859296482412,0.020100502512562814,0.019095477386934675,0.01407035175879397
2.24	0.9522524919264688	0.09246231155778895,0.08944723618090453,0.13266331658291458,0.032160804020100506,0.12060301507537688,0.06331658291457286,0.04321608040201005,0.033165829145728645,0.08944723618090453,0.0763819095477387,0.05125628140703518,0.044221105527638194,0.04522613065326633,0.032160804020100506,0.034170854271356785,0.020100502512562814
2.24	0.9628375910422498	0.08542713567839195,0.07939698492462312,0.12060301507537688,0.04120603015075377,0.11557788944723618,0.07035175879396985,0.04020100502512563,0.04020100502512563,0.07839195979899498,0.08341708542713568,0.06532663316582915,0.03919597989949749,0.04623115577889447,0.034170854271356785,0.04020100502512563,0.020100502512562814
2.24	0.9403063796873231	0.10653266331658291,0.08944723618090453,0.135678391959799,0.031155778894472363,0.12361809045226131,0.06633165829145729,0.03919597989949749,0.031155778894472363,0.09045226130653267,0.07738693467336684,0.054271356783919596,0.03919597989949749,0.044221105527638194,0.027135678391959798,0.032160804020100506,0.012060301507537688
2.24	0.9513480457029555	0.08944723618090453,0.08542713567839195,0.12964824120603016,0.044221105527638194,0.12060301507537688,0.06331658291457286,0.044221105527638194,0.033165829145728645,0.08542713567839195,0.08844221105527639,0.054271356783919596,0.033165829145728645,0.053266331658291456,0.023115577889447236,0.032160804020100506,0.020100502512562814
2.24	0.9405525298587637	0.07336683417085427,0.09447236180904522,0.1407035175879397,0.04321608040201005,0.1306532663316583,0.05728643216080402,0.04723618090452261,0.02814070351758794,0.09447236180904522,0.08944723618090453,0.04723618090452261,0.032160804020100506,0.053266331658291456,0.022110552763819097,0.02814070351758794,0.018090452261306532
2.24	0.9497434371504879	0.08844221105527639,0.09246231155778895,0.135678391959799,0.035175879396984924,0.12562814070351758,0.05829145728643216,0.036180904522613064,0.034170854271356785,0.09346733668341708,0.07839195979899498,0.04824120603015075,0.035175879396984924,0.04623115577889447,0.02512562814070352,0.035175879396984924,0.032160804020100506
2.24	0.9303564112379106	0.10954773869346733,0.10050251256281408,0.14170854271356784,0.035175879396984924,0.12864321608040202,0.04623115577889447,0.04824120603015075,0.02613065326633166,0.09949748743718594,0.07738693467336684,0.033165829145728645,0.03919597989949749,0.04824120603015075,0.02613065326633166,0.02613065326633166,0.01407035175879397
2.24	0.9484419580493925	0.09246231155778895,0.09748743718592964,0.1306532663316583,0.0371859296482412,0.12160804020100502,0.06331658291457286,0.03919597989949749,0.034170854271356785,0.09748743718592964,0.07035175879396985,0.053266331658291456,0.036180904522613064,0.04623115577889447,0.027135678391959798,0.034170854271356785,0.019095477386934675
2.24	0.9620935973925008	0.09748743718592964,0.09045226130653267,0.12160804020100502,0.04020100502512563,0.11256281407035176,0.05728643216080402,0.04522613065326633,0.033165829145728645,0.09045226130653267,0.07035175879396985,0.04824120603015075,0.03819095477386935,0.04924623115577889,0.02914572864321608,0.033165829145728645,0.04321608040201005
2.24	0.9443122499066101	0.08743718592964825,0.09748743718592964,0.12864321608040202,0.04321608040201005,0.12562814070351758,0.06432160804020101,0.02914572864321608,0.03919597989949749,0.09748743718592964,0.07537688442211055,0.061306532663316586,0.02512562814070352,0.04623115577889447,0.022110552763819097,0.03919597989949749,0.018090452261306532
2.24	0.9259135197650604	0.10653266331658291,0.10050251256281408,0.13668341708542714,0.03819095477386935,0.12964824120603016,0.06733668341708543,0.03819095477386935,0.024120603015075376,0.10050251256281408,0.0743718592964824,0.0592964824120603,0.024120603015075376,0.04623115577889447,0.016080402010050253,0.024120603015075376,0.01407035175879397
2.24	0.9433117895103744	0.09246231155778895,0.0814070351758794,0.13668341708542714,0.034170854271356785,0.12864321608040202,0.0743718592964824,0.035175879396984924,0.02814070351758794,0.08040201005025126,0.08944723618090453,0.06633165829145729,0.03015075376884422,0.04120603015075377,0.022110552763819097,0.02814070351758794,0.031155778894472363
2.24	0.942262815564175	0.11658291457286432,0.0864321608040201,0.13366834170854272,0.033165829145728645,0.1306532663316583,0.05226130653266332,0.036180904522613064,0.033165829145728645,0.0864321608040201,0.0814070351758794,0.04824120603015075,0.036180904522613064,0.0371859296482412,0.032160804020100506,0.033165829145728645,0.023115577889447236
2.24	0.9128000186631148	0.09748743718592964,0.09346733668341708,0.15577889447236182,0.024120603015075376,0.1407035175879397,0.07537688442211055,0.02914572864321608,0.023115577889447236,0.09346733668341708,0.0864321608040201,0.061306532663316586,0.02814070351758794,0.03919597989949749,0.01306532663316583,0.023115577889447236,0.016080402010050253
2.24	0.9646355259053145	0.07738693467336684,0.08442211055276382,0.11758793969849246,0.044221105527638194,0.1135678391959799,0.07336683417085427,0.04522613065326633,0.034170854271356785,0.08542713567839195,0.07738693467336684,0.06834170854271357,0.035175879396984924,0.04924623115577889,0.03015075376884422,0.034170854271356785,0.03015075376884422
