β	Permutation_Entropy	Pattern_Probabilities
2.24	0.9442140477402378	0.08743718592964825,0.08341708542713568,0.13768844221105528,0.04221105527638191,0.12562814070351758,0.06331658291457286,0.035175879396984924,0.036180904522613064,0.08341708542713568,0.0964824120603015,0.05025125628140704,0.02914572864321608,0.054271356783919596,0.016080402010050253,0.036180904522613064,0.023115577889447236
2.24	0.9429648977654785	0.08542713567839195,0.0964824120603015,0.13366834170854272,0.04020100502512563,0.12562814070351758,0.06633165829145729,0.04020100502512563,0.03015075376884422,0.0964824120603015,0.07839195979899498,0.05829145728643216,0.03015075376884422,0.04824120603015075,0.022110552763819097,0.03015075376884422,0.018090452261306532
2.24	0.943901362817336	0.08341708542713568,0.10150753768844221,0.13165829145728644,0.04522613065326633,0.12964824120603016,0.054271356783919596,0.03819095477386935,0.032160804020100506,0.10150753768844221,0.0763819095477387,0.05125628140703518,0.02512562814070352,0.04824120603015075,0.022110552763819097,0.032160804020100506,0.027135678391959798
2.24	0.9523100621169469	0.10753768844221105,0.0964824120603015,0.12663316582914572,0.03819095477386935,0.1135678391959799,0.05728643216080402,0.034170854271356785,0.03919597989949749,0.09547738693467336,0.06834170854271357,0.044221105527638194,0.035175879396984924,0.05025125628140704,0.022110552763819097,0.03919597989949749,0.032160804020100506
2.24	0.9407573743853002	0.09447236180904522,0.08944723618090453,0.13668341708542714,0.03819095477386935,0.1306532663316583,0.06331658291457286,0.032160804020100506,0.033165829145728645,0.08944723618090453,0.0864321608040201,0.05728643216080402,0.027135678391959798,0.044221105527638194,0.021105527638190954,0.033165829145728645,0.023115577889447236
2.24	0.9401106335064479	0.06432160804020101,0.09045226130653267,0.14170854271356784,0.036180904522613064,0.12964824120603016,0.07738693467336684,0.035175879396984924,0.03015075376884422,0.0914572864321608,0.08743718592964825,0.06432160804020101,0.02914572864321608,0.04924623115577889,0.016080402010050253,0.03015075376884422,0.027135678391959798
2.24	0.9159340990116492	0.11658291457286432,0.10150753768844221,0.13768844221105528,0.03919597989949749,0.14371859296482412,0.05527638190954774,0.034170854271356785,0.023115577889447236,0.10150753768844221,0.07537688442211055,0.061306532663316586,0.018090452261306532,0.032160804020100506,0.024120603015075376,0.022110552763819097,0.01407035175879397
2.24	0.9391043936969853	0.10452261306532663,0.09447236180904522,0.13467336683417086,0.02914572864321608,0.12462311557788945,0.07236180904522613,0.02512562814070352,0.036180904522613064,0.09547738693467336,0.06834170854271357,0.062311557788944726,0.032160804020100506,0.03919597989949749,0.022110552763819097,0.036180904522613064,0.023115577889447236
2.24	0.9291261763772725	0.09849246231155778,0.09748743718592964,0.14673366834170853,0.035175879396984924,0.14170854271356784,0.04321608040201005,0.027135678391959798,0.035175879396984924,0.09748743718592964,0.08542713567839195,0.03819095477386935,0.02613065326633166,0.04120603015075377,0.021105527638190954,0.035175879396984924,0.03015075376884422
2.24	0.9490942721622416	0.0964824120603015,0.08442211055276382,0.12964824120603016,0.034170854271356785,0.11959798994974874,0.07839195979899498,0.0371859296482412,0.02814070351758794,0.08442211055276382,0.07839195979899498,0.06834170854271357,0.032160804020100506,0.04321608040201005,0.022110552763819097,0.02814070351758794,0.035175879396984924
2.24	0.9384812401695376	0.10854271356783919,0.08944723618090453,0.13366834170854272,0.036180904522613064,0.12562814070351758,0.06633165829145729,0.04321608040201005,0.02512562814070352,0.08944723618090453,0.08040201005025126,0.05829145728643216,0.032160804020100506,0.04522613065326633,0.023115577889447236,0.02512562814070352,0.018090452261306532
2.24	0.9363752228592741	0.09447236180904522,0.08844221105527639,0.1407035175879397,0.032160804020100506,0.12562814070351758,0.0763819095477387,0.032160804020100506,0.031155778894472363,0.08944723618090453,0.08341708542713568,0.061306532663316586,0.031155778894472363,0.04723618090452261,0.016080402010050253,0.031155778894472363,0.019095477386934675
2.24	0.9679346109203394	0.06532663316582915,0.08040201005025126,0.12462311557788945,0.04623115577889447,0.11557788944723618,0.054271356783919596,0.05728643216080402,0.035175879396984924,0.08040201005025126,0.08944723618090453,0.04522613065326633,0.04623115577889447,0.054271356783919596,0.0371859296482412,0.034170854271356785,0.034170854271356785
2.24	0.9552774005528636	0.08442211055276382,0.08241206030150754,0.13266331658291458,0.03819095477386935,0.11758793969849246,0.06834170854271357,0.044221105527638194,0.03015075376884422,0.08241206030150754,0.08743718592964825,0.053266331658291456,0.036180904522613064,0.053266331658291456,0.021105527638190954,0.03015075376884422,0.03819095477386935
2.24	0.9642637338021922	0.08040201005025126,0.08241206030150754,0.12462311557788945,0.04020100502512563,0.11457286432160804,0.06432160804020101,0.04623115577889447,0.03819095477386935,0.08341708542713568,0.0814070351758794,0.054271356783919596,0.044221105527638194,0.05025125628140704,0.034170854271356785,0.03819095477386935,0.023115577889447236
2.24	0.9319830751365705	0.08542713567839195,0.08442211055276382,0.1407035175879397,0.04020100502512563,0.13668341708542714,0.07236180904522613,0.034170854271356785,0.02613065326633166,0.08341708542713568,0.0964824120603015,0.06834170854271357,0.020100502512562814,0.04321608040201005,0.016080402010050253,0.02613065326633166,0.02613065326633166
2.24	0.9503030668736296	0.0964824120603015,0.08743718592964825,0.13366834170854272,0.031155778894472363,0.12562814070351758,0.06432160804020101,0.034170854271356785,0.033165829145728645,0.08743718592964825,0.07738693467336684,0.05628140703517588,0.035175879396984924,0.03919597989949749,0.02814070351758794,0.033165829145728645,0.0371859296482412
