μ	Permutation_Entropy	Pattern_Probabilities
1.8099995	0.6147198732096566	0.0,0.023115577889447236,0.1487437185929648,0.0,0.14773869346733667,0.2663316582914573,0.0,0.0,0.023115577889447236,0.12462311557788945,0.2663316582914573,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6163287592761252	0.0,0.019095477386934675,0.16180904522613065,0.0,0.16080402010050251,0.2492462311557789,0.0,0.0,0.019095477386934675,0.14170854271356784,0.24824120603015076,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6175809671569762	0.0,0.02914572864321608,0.1407035175879397,0.0,0.1407035175879397,0.2743718592964824,0.0,0.0,0.02914572864321608,0.11155778894472362,0.2743718592964824,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6062832586616556	0.0,0.019095477386934675,0.1457286432160804,0.0,0.14472361809045226,0.2733668341708543,0.0,0.0,0.019095477386934675,0.12562814070351758,0.2723618090452261,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6132058667960886	0.0,0.019095477386934675,0.15477386934673368,0.0,0.15577889447236182,0.25728643216080405,0.0,0.0,0.019095477386934675,0.13668341708542714,0.25728643216080405,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6189750067213653	0.0,0.020100502512562814,0.1628140703517588,0.0,0.16381909547738693,0.24522613065326634,0.0,0.0,0.020100502512562814,0.14271356783919598,0.24522613065326634,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6115778264140521	0.0,0.02512562814070352,0.13969849246231156,0.0,0.1407035175879397,0.27738693467336684,0.0,0.0,0.02512562814070352,0.11457286432160804,0.27738693467336684,0.0,0.0,0.0,0.0,0.0
1.8099995	0.621418677412603	0.0,0.02512562814070352,0.15376884422110554,0.0,0.15376884422110554,0.25728643216080405,0.0,0.0,0.02512562814070352,0.12864321608040202,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6173918265526405	0.0,0.022110552763819097,0.15376884422110554,0.0,0.15477386934673368,0.25728643216080405,0.0,0.0,0.022110552763819097,0.13266331658291458,0.25728643216080405,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6130528782043161	0.0,0.024120603015075376,0.14371859296482412,0.0,0.14371859296482412,0.2723618090452261,0.0,0.0,0.024120603015075376,0.11959798994974874,0.2723618090452261,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6195021447328694	0.0,0.022110552763819097,0.1577889447236181,0.0,0.15879396984924624,0.25125628140703515,0.0,0.0,0.022110552763819097,0.135678391959799,0.2522613065326633,0.0,0.0,0.0,0.0,0.0
1.8099995	0.5794794075922218	0.0,0.01306532663316583,0.12562814070351758,0.0,0.12663316582914572,0.3035175879396985,0.0,0.0,0.01306532663316583,0.1135678391959799,0.30452261306532663,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6091246854513115	0.0,0.01306532663316583,0.16884422110552763,0.0,0.16884422110552763,0.24020100502512562,0.0,0.0,0.01306532663316583,0.15577889447236182,0.24020100502512562,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6091410823954754	0.0,0.020100502512562814,0.14673366834170853,0.0,0.14673366834170853,0.27035175879396983,0.0,0.0,0.020100502512562814,0.12663316582914572,0.2693467336683417,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6128653715442396	0.0,0.018090452261306532,0.1577889447236181,0.0,0.1577889447236181,0.2542713567839196,0.0,0.0,0.018090452261306532,0.13969849246231156,0.2542713567839196,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6193646207157232	0.0,0.019095477386934675,0.16683417085427135,0.0,0.1678391959798995,0.23919597989949748,0.0,0.0,0.019095477386934675,0.1487437185929648,0.23919597989949748,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6091852470448331	0.0,0.01507537688442211,0.16080402010050251,0.0,0.16080402010050251,0.25125628140703515,0.0,0.0,0.01507537688442211,0.1457286432160804,0.25125628140703515,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6098788039451265	0.0,0.018090452261306532,0.1527638190954774,0.0,0.1527638190954774,0.2613065326633166,0.0,0.0,0.018090452261306532,0.13467336683417086,0.2623115577889447,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6177588628130553	0.0,0.022110552763819097,0.15477386934673368,0.0,0.15577889447236182,0.2562814070351759,0.0,0.0,0.022110552763819097,0.13266331658291458,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6214567505927362	0.0,0.019095477386934675,0.1728643216080402,0.0,0.1728643216080402,0.23115577889447236,0.0,0.0,0.019095477386934675,0.15376884422110554,0.23115577889447236,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6149930201943247	0.0,0.023115577889447236,0.1487437185929648,0.0,0.14773869346733667,0.2663316582914573,0.0,0.0,0.023115577889447236,0.12562814070351758,0.26532663316582916,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6048598114509135	0.0,0.016080402010050253,0.1507537688442211,0.0,0.1507537688442211,0.2663316582914573,0.0,0.0,0.016080402010050253,0.13366834170854272,0.2663316582914573,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6271682122383989	0.0,0.027135678391959798,0.15879396984924624,0.0,0.15879396984924624,0.24824120603015076,0.0,0.0,0.027135678391959798,0.13165829145728644,0.24824120603015076,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6150399653209796	0.0,0.022110552763819097,0.1507537688442211,0.0,0.1507537688442211,0.2623115577889447,0.0,0.0,0.022110552763819097,0.12864321608040202,0.2633165829145729,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6084362175924162	0.0,0.019095477386934675,0.14773869346733667,0.0,0.1487437185929648,0.26834170854271355,0.0,0.0,0.019095477386934675,0.12864321608040202,0.26834170854271355,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6093950506415385	0.0,0.017085427135678392,0.15477386934673368,0.0,0.15477386934673368,0.2592964824120603,0.0,0.0,0.017085427135678392,0.13768844221105528,0.2592964824120603,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6097608784675635	0.0,0.016080402010050253,0.1577889447236181,0.0,0.15879396984924624,0.2542713567839196,0.0,0.0,0.016080402010050253,0.14271356783919598,0.2542713567839196,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6159976469195346	0.0,0.018090452261306532,0.16381909547738693,0.0,0.16381909547738693,0.24522613065326634,0.0,0.0,0.018090452261306532,0.1457286432160804,0.24522613065326634,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6079099715820936	0.0,0.020100502512562814,0.14472361809045226,0.0,0.1457286432160804,0.2723618090452261,0.0,0.0,0.020100502512562814,0.12462311557788945,0.2723618090452261,0.0,0.0,0.0,0.0,0.0
1.8099995	0.612744025297313	0.0,0.020100502512562814,0.1527638190954774,0.0,0.15175879396984926,0.2623115577889447,0.0,0.0,0.020100502512562814,0.13165829145728644,0.2613065326633166,0.0,0.0,0.0,0.0,0.0
1.8099995	0.620107938159276	0.0,0.023115577889447236,0.15577889447236182,0.0,0.15678391959798996,0.25326633165829143,0.0,0.0,0.023115577889447236,0.13366834170854272,0.2542713567839196,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6152021750395333	0.0,0.020100502512562814,0.15577889447236182,0.0,0.15678391959798996,0.2552763819095477,0.0,0.0,0.020100502512562814,0.135678391959799,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8099995	0.5907382354463331	0.0,0.016080402010050253,0.13266331658291458,0.0,0.13165829145728644,0.29346733668341707,0.0,0.0,0.016080402010050253,0.11658291457286432,0.29346733668341707,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6217557317096031	0.0,0.02613065326633166,0.15175879396984926,0.0,0.1527638190954774,0.25829145728643216,0.0,0.0,0.02613065326633166,0.12562814070351758,0.2592964824120603,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6174401929187705	0.0,0.020100502512562814,0.16080402010050251,0.0,0.15979899497487438,0.25025125628140704,0.0,0.0,0.020100502512562814,0.13969849246231156,0.2492462311557789,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6045940989015047	0.0,0.020100502512562814,0.1407035175879397,0.0,0.1407035175879397,0.2793969849246231,0.0,0.0,0.020100502512562814,0.12060301507537688,0.27839195979899495,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6227441690818123	0.0,0.03015075376884422,0.1457286432160804,0.0,0.1457286432160804,0.2663316582914573,0.0,0.0,0.03015075376884422,0.11557788944723618,0.2663316582914573,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6077217369956953	0.0,0.017085427135678392,0.15175879396984926,0.0,0.1527638190954774,0.2633165829145729,0.0,0.0,0.017085427135678392,0.13467336683417086,0.2633165829145729,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6250487229497849	0.0,0.02613065326633166,0.1577889447236181,0.0,0.15678391959798996,0.25125628140703515,0.0,0.0,0.02613065326633166,0.13165829145728644,0.25025125628140704,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6065494624083105	0.0,0.018090452261306532,0.14773869346733667,0.0,0.14773869346733667,0.2693467336683417,0.0,0.0,0.018090452261306532,0.12964824120603016,0.2693467336683417,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6246453994644063	0.0,0.024120603015075376,0.1628140703517588,0.0,0.16180904522613065,0.24522613065326634,0.0,0.0,0.024120603015075376,0.13768844221105528,0.2442211055276382,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6129289787619866	0.0,0.017085427135678392,0.16180904522613065,0.0,0.16080402010050251,0.25025125628140704,0.0,0.0,0.017085427135678392,0.14371859296482412,0.2492462311557789,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6169635299705538	0.0,0.022110552763819097,0.15376884422110554,0.0,0.15376884422110554,0.25829145728643216,0.0,0.0,0.022110552763819097,0.13165829145728644,0.25829145728643216,0.0,0.0,0.0,0.0,0.0
1.8099995	0.5995974860174225	0.0,0.017085427135678392,0.1407035175879397,0.0,0.1407035175879397,0.2804020100502513,0.0,0.0,0.017085427135678392,0.12361809045226131,0.2804020100502513,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6143714567709233	0.0,0.022110552763819097,0.14974874371859295,0.0,0.14974874371859295,0.264321608040201,0.0,0.0,0.022110552763819097,0.12763819095477386,0.264321608040201,0.0,0.0,0.0,0.0,0.0
