μ	Permutation_Entropy	Pattern_Probabilities
1.8099995	0.602381111418358	0.0,0.01507537688442211,0.14974874371859295,0.0,0.14974874371859295,0.26834170854271355,0.0,0.0,0.01507537688442211,0.13366834170854272,0.26834170854271355,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6204362853105296	0.0,0.022110552763819097,0.15979899497487438,0.0,0.15979899497487438,0.2492462311557789,0.0,0.0,0.022110552763819097,0.13768844221105528,0.2492462311557789,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6263242729099321	0.0,0.02613065326633166,0.15979899497487438,0.0,0.15979899497487438,0.24723618090452262,0.0,0.0,0.02613065326633166,0.13366834170854272,0.24723618090452262,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6087006321571551	0.0,0.019095477386934675,0.1487437185929648,0.0,0.14773869346733667,0.26834170854271355,0.0,0.0,0.019095477386934675,0.12964824120603016,0.26733668341708544,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6190371834265529	0.0,0.021105527638190954,0.16080402010050251,0.0,0.15979899497487438,0.2492462311557789,0.0,0.0,0.021105527638190954,0.13869346733668342,0.2492462311557789,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6059255644701464	0.0,0.020100502512562814,0.14271356783919598,0.0,0.14170854271356784,0.27638190954773867,0.0,0.0,0.020100502512562814,0.12261306532663317,0.27638190954773867,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6191619795351342	0.0,0.022110552763819097,0.1577889447236181,0.0,0.15678391959798996,0.25326633165829143,0.0,0.0,0.022110552763819097,0.135678391959799,0.2522613065326633,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6159921904483686	0.0,0.02512562814070352,0.1457286432160804,0.0,0.1457286432160804,0.26834170854271355,0.0,0.0,0.02512562814070352,0.12060301507537688,0.2693467336683417,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6268019324824783	0.0,0.02814070351758794,0.15577889447236182,0.0,0.15577889447236182,0.2522613065326633,0.0,0.0,0.02814070351758794,0.12763819095477386,0.2522613065326633,0.0,0.0,0.0,0.0,0.0
1.8099995	0.600680293724745	0.0,0.016080402010050253,0.14472361809045226,0.0,0.14371859296482412,0.27537688442211056,0.0,0.0,0.016080402010050253,0.12864321608040202,0.27537688442211056,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6041582007291718	0.0,0.01507537688442211,0.15376884422110554,0.0,0.15376884422110554,0.2623115577889447,0.0,0.0,0.01407035175879397,0.13869346733668342,0.2623115577889447,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6166852943242693	0.0,0.024120603015075376,0.1487437185929648,0.0,0.1487437185929648,0.264321608040201,0.0,0.0,0.024120603015075376,0.12462311557788945,0.26532663316582916,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6076839252010425	0.0,0.01306532663316583,0.16482412060301507,0.0,0.1658291457286432,0.24522613065326634,0.0,0.0,0.01306532663316583,0.1527638190954774,0.24522613065326634,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6309403954318306	0.0,0.02914572864321608,0.16080402010050251,0.0,0.16080402010050251,0.2442211055276382,0.0,0.0,0.02914572864321608,0.13165829145728644,0.2442211055276382,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6117786920246295	0.0,0.022110552763819097,0.1457286432160804,0.0,0.14673366834170853,0.2693467336683417,0.0,0.0,0.022110552763819097,0.12361809045226131,0.27035175879396983,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6187617089718122	0.0,0.022110552763819097,0.15678391959798996,0.0,0.15678391959798996,0.25326633165829143,0.0,0.0,0.022110552763819097,0.13467336683417086,0.2542713567839196,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6084897498069737	0.0,0.01507537688442211,0.15879396984924624,0.0,0.15979899497487438,0.25326633165829143,0.0,0.0,0.01507537688442211,0.14472361809045226,0.25326633165829143,0.0,0.0,0.0,0.0,0.0
1.8099995	0.608195326751529	0.0,0.02613065326633166,0.135678391959799,0.0,0.13467336683417086,0.28442211055276384,0.0,0.0,0.02512562814070352,0.10954773869346733,0.28442211055276384,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6190601623693662	0.0,0.019095477386934675,0.16683417085427135,0.0,0.16683417085427135,0.24020100502512562,0.0,0.0,0.019095477386934675,0.14773869346733667,0.24020100502512562,0.0,0.0,0.0,0.0,0.0
1.8099995	0.6051209246391303	0.0,0.018090452261306532,0.1457286432160804,0.0,0.1457286432160804,0.2723618090452261,0.0,0.0,0.018090452261306532,0.12763819095477386,0.2723618090452261,0.0,0.0,0.0,0.0,0.0
