β	Permutation_Entropy	Pattern_Probabilities
2.24	0.9503202589309679	0.08040201005025126,0.09346733668341708,0.12964824120603016,0.04623115577889447,0.12160804020100502,0.06030150753768844,0.03015075376884422,0.04221105527638191,0.09346733668341708,0.08241206030150754,0.05226130653266332,0.02613065326633166,0.054271356783919596,0.018090452261306532,0.04221105527638191,0.027135678391959798
2.24	0.9584243243502042	0.08341708542713568,0.0914572864321608,0.12964824120603016,0.03819095477386935,0.1135678391959799,0.061306532663316586,0.05025125628140704,0.032160804020100506,0.0914572864321608,0.0763819095477387,0.04522613065326633,0.044221105527638194,0.054271356783919596,0.02814070351758794,0.032160804020100506,0.02814070351758794
2.24	0.9543506377262314	0.07738693467336684,0.07738693467336684,0.13366834170854272,0.03919597989949749,0.12864321608040202,0.06432160804020101,0.0371859296482412,0.0371859296482412,0.07839195979899498,0.09447236180904522,0.0592964824120603,0.035175879396984924,0.044221105527638194,0.03015075376884422,0.0371859296482412,0.02613065326633166
2.24	0.9353548767706422	0.08341708542713568,0.09246231155778895,0.14371859296482412,0.0371859296482412,0.14271356783919598,0.05628140703517588,0.032160804020100506,0.031155778894472363,0.09246231155778895,0.08743718592964825,0.05527638190954774,0.02613065326633166,0.03819095477386935,0.02512562814070352,0.031155778894472363,0.02512562814070352
2.24	0.9542713062216805	0.10954773869346733,0.0914572864321608,0.12160804020100502,0.04020100502512563,0.11155778894472362,0.06432160804020101,0.03919597989949749,0.035175879396984924,0.09246231155778895,0.07035175879396985,0.054271356783919596,0.034170854271356785,0.05025125628140704,0.024120603015075376,0.035175879396984924,0.02613065326633166
2.24	0.9452158700569627	0.08944723618090453,0.08944723618090453,0.12964824120603016,0.04321608040201005,0.12663316582914572,0.062311557788944726,0.05025125628140704,0.02613065326633166,0.08944723618090453,0.08442211055276382,0.0592964824120603,0.033165829145728645,0.04623115577889447,0.03015075376884422,0.02613065326633166,0.01407035175879397
2.24	0.9585718680385098	0.061306532663316586,0.08241206030150754,0.1306532663316583,0.04120603015075377,0.12462311557788945,0.06733668341708543,0.04723618090452261,0.032160804020100506,0.08341708542713568,0.08944723618090453,0.06030150753768844,0.03819095477386935,0.04824120603015075,0.031155778894472363,0.032160804020100506,0.03015075376884422
2.24	0.9465326666111781	0.13165829145728644,0.09547738693467336,0.12060301507537688,0.04120603015075377,0.1135678391959799,0.05125628140703518,0.04020100502512563,0.032160804020100506,0.09547738693467336,0.06633165829145729,0.044221105527638194,0.031155778894472363,0.04824120603015075,0.02512562814070352,0.033165829145728645,0.03015075376884422
2.24	0.9351866868815768	0.09547738693467336,0.09346733668341708,0.13768844221105528,0.036180904522613064,0.12964824120603016,0.07035175879396985,0.034170854271356785,0.02914572864321608,0.09447236180904522,0.07939698492462312,0.062311557788944726,0.027135678391959798,0.044221105527638194,0.019095477386934675,0.02914572864321608,0.018090452261306532
2.24	0.9511318027679815	0.07839195979899498,0.09246231155778895,0.13266331658291458,0.03919597989949749,0.12261306532663317,0.06733668341708543,0.03819095477386935,0.033165829145728645,0.09246231155778895,0.08040201005025126,0.05728643216080402,0.032160804020100506,0.04924623115577889,0.022110552763819097,0.033165829145728645,0.02914572864321608
2.24	0.9392862581352577	0.1135678391959799,0.09346733668341708,0.13266331658291458,0.034170854271356785,0.12763819095477386,0.0592964824120603,0.04321608040201005,0.024120603015075376,0.09346733668341708,0.07336683417085427,0.054271356783919596,0.033165829145728645,0.04020100502512563,0.027135678391959798,0.024120603015075376,0.02613065326633166
2.24	0.9476093244998283	0.09246231155778895,0.0964824120603015,0.1306532663316583,0.04120603015075377,0.12261306532663317,0.061306532663316586,0.03919597989949749,0.033165829145728645,0.09547738693467336,0.07537688442211055,0.054271356783919596,0.031155778894472363,0.04824120603015075,0.024120603015075376,0.033165829145728645,0.021105527638190954
2.24	0.9269292945566726	0.09246231155778895,0.08844221105527639,0.14472361809045226,0.033165829145728645,0.1407035175879397,0.06834170854271357,0.04120603015075377,0.021105527638190954,0.08844221105527639,0.08944723618090453,0.06432160804020101,0.02914572864321608,0.036180904522613064,0.02512562814070352,0.021105527638190954,0.016080402010050253
