β	Permutation_Entropy	Pattern_Probabilities
2.24	0.9385935493217828	0.08341708542713568,0.08542713567839195,0.13768844221105528,0.04321608040201005,0.1407035175879397,0.05728643216080402,0.031155778894472363,0.035175879396984924,0.08542713567839195,0.0964824120603015,0.0592964824120603,0.023115577889447236,0.04120603015075377,0.02512562814070352,0.035175879396984924,0.020100502512562814
2.24	0.9555926882919663	0.07738693467336684,0.08442211055276382,0.135678391959799,0.0371859296482412,0.12361809045226131,0.061306532663316586,0.03819095477386935,0.0371859296482412,0.08442211055276382,0.08844221105527639,0.04924623115577889,0.03819095477386935,0.04924623115577889,0.02613065326633166,0.0371859296482412,0.032160804020100506
2.24	0.9445594743698325	0.08944723618090453,0.09748743718592964,0.13869346733668342,0.036180904522613064,0.12964824120603016,0.05025125628140704,0.035175879396984924,0.034170854271356785,0.09748743718592964,0.07839195979899498,0.04120603015075377,0.033165829145728645,0.04623115577889447,0.024120603015075376,0.034170854271356785,0.034170854271356785
2.24	0.9470643255966944	0.08442211055276382,0.09246231155778895,0.13366834170854272,0.04020100502512563,0.12763819095477386,0.06331658291457286,0.03819095477386935,0.032160804020100506,0.09246231155778895,0.0814070351758794,0.05728643216080402,0.03015075376884422,0.04623115577889447,0.024120603015075376,0.032160804020100506,0.024120603015075376
2.24	0.9483379646013372	0.09748743718592964,0.08341708542713568,0.12864321608040202,0.04321608040201005,0.13266331658291458,0.053266331658291456,0.04221105527638191,0.032160804020100506,0.08241206030150754,0.08944723618090453,0.05728643216080402,0.031155778894472363,0.03919597989949749,0.035175879396984924,0.032160804020100506,0.020100502512562814
2.24	0.956314222895278	0.07537688442211055,0.08442211055276382,0.13165829145728644,0.044221105527638194,0.12160804020100502,0.0592964824120603,0.044221105527638194,0.033165829145728645,0.08542713567839195,0.0914572864321608,0.04924623115577889,0.033165829145728645,0.054271356783919596,0.023115577889447236,0.033165829145728645,0.036180904522613064
2.24	0.9459946758114884	0.09045226130653267,0.09045226130653267,0.135678391959799,0.0371859296482412,0.12562814070351758,0.06532663316582915,0.03819095477386935,0.032160804020100506,0.09045226130653267,0.0814070351758794,0.05527638190954774,0.033165829145728645,0.04723618090452261,0.023115577889447236,0.032160804020100506,0.022110552763819097
2.24	0.9498206985866057	0.08743718592964825,0.08844221105527639,0.13165829145728644,0.04321608040201005,0.12361809045226131,0.061306532663316586,0.03919597989949749,0.031155778894472363,0.08844221105527639,0.0864321608040201,0.053266331658291456,0.027135678391959798,0.05125628140703518,0.019095477386934675,0.031155778894472363,0.0371859296482412
2.24	0.9435868088765448	0.08341708542713568,0.09045226130653267,0.13768844221105528,0.04020100502512563,0.12763819095477386,0.062311557788944726,0.04824120603015075,0.02613065326633166,0.08944723618090453,0.08743718592964825,0.053266331658291456,0.034170854271356785,0.04924623115577889,0.02512562814070352,0.02613065326633166,0.019095477386934675
2.24	0.9593166444366336	0.09849246231155778,0.08743718592964825,0.12361809045226131,0.03819095477386935,0.11055276381909548,0.06733668341708543,0.035175879396984924,0.03819095477386935,0.08743718592964825,0.0743718592964824,0.05527638190954774,0.034170854271356785,0.05125628140703518,0.022110552763819097,0.03819095477386935,0.03819095477386935
2.24	0.9491571666545053	0.09346733668341708,0.0814070351758794,0.13467336683417086,0.04120603015075377,0.12261306532663317,0.061306532663316586,0.03819095477386935,0.036180904522613064,0.0814070351758794,0.09447236180904522,0.04924623115577889,0.033165829145728645,0.05226130653266332,0.021105527638190954,0.036180904522613064,0.023115577889447236
2.24	0.9693067847321988	0.08743718592964825,0.07537688442211055,0.11256281407035176,0.04723618090452261,0.10954773869346733,0.06733668341708543,0.05628140703517588,0.02914572864321608,0.07537688442211055,0.08442211055276382,0.06432160804020101,0.03819095477386935,0.05025125628140704,0.036180904522613064,0.02914572864321608,0.0371859296482412
2.24	0.9512100527351027	0.07537688442211055,0.07738693467336684,0.13768844221105528,0.034170854271356785,0.1185929648241206,0.07839195979899498,0.035175879396984924,0.035175879396984924,0.07738693467336684,0.09547738693467336,0.05829145728643216,0.036180904522613064,0.054271356783919596,0.016080402010050253,0.035175879396984924,0.035175879396984924
2.24	0.9302011327895257	0.11457286432160804,0.0914572864321608,0.14170854271356784,0.035175879396984924,0.13467336683417086,0.054271356783919596,0.02814070351758794,0.031155778894472363,0.0914572864321608,0.08442211055276382,0.04723618090452261,0.024120603015075376,0.04221105527638191,0.017085427135678392,0.031155778894472363,0.031155778894472363
2.24	0.9521082826372328	0.09849246231155778,0.08341708542713568,0.13467336683417086,0.03015075376884422,0.11758793969849246,0.06834170854271357,0.04321608040201005,0.03015075376884422,0.08341708542713568,0.0814070351758794,0.05226130653266332,0.04221105527638191,0.04723618090452261,0.02613065326633166,0.03015075376884422,0.031155778894472363
2.24	0.9266223743081105	0.09748743718592964,0.09949748743718594,0.14673366834170853,0.032160804020100506,0.13969849246231156,0.05829145728643216,0.02613065326633166,0.031155778894472363,0.09949748743718594,0.07939698492462312,0.05125628140703518,0.02512562814070352,0.03819095477386935,0.019095477386934675,0.031155778894472363,0.02512562814070352
2.24	0.9435653667476754	0.08542713567839195,0.0864321608040201,0.13969849246231156,0.033165829145728645,0.13165829145728644,0.06733668341708543,0.0371859296482412,0.031155778894472363,0.0864321608040201,0.0864321608040201,0.0592964824120603,0.035175879396984924,0.04120603015075377,0.027135678391959798,0.031155778894472363,0.021105527638190954
2.24	0.9434746673916272	0.08944723618090453,0.08542713567839195,0.13467336683417086,0.04020100502512563,0.13165829145728644,0.062311557788944726,0.04522613065326633,0.02814070351758794,0.08442211055276382,0.08944723618090453,0.0592964824120603,0.033165829145728645,0.04321608040201005,0.03015075376884422,0.02814070351758794,0.01507537688442211
2.24	0.9487687631045423	0.09849246231155778,0.08944723618090453,0.13165829145728644,0.04221105527638191,0.12361809045226131,0.05226130653266332,0.04522613065326633,0.032160804020100506,0.08944723618090453,0.08442211055276382,0.044221105527638194,0.035175879396984924,0.05025125628140704,0.02814070351758794,0.033165829145728645,0.020100502512562814
2.24	0.9490712500998412	0.09748743718592964,0.09949748743718594,0.12663316582914572,0.033165829145728645,0.11758793969849246,0.07035175879396985,0.02814070351758794,0.03919597989949749,0.09949748743718594,0.06030150753768844,0.061306532663316586,0.034170854271356785,0.04120603015075377,0.02512562814070352,0.03919597989949749,0.027135678391959798
2.24	0.9455909041807957	0.0814070351758794,0.09246231155778895,0.13768844221105528,0.0371859296482412,0.12361809045226131,0.06633165829145729,0.04221105527638191,0.03015075376884422,0.09346733668341708,0.08241206030150754,0.05226130653266332,0.035175879396984924,0.05226130653266332,0.021105527638190954,0.031155778894472363,0.021105527638190954
2.24	0.9494120275318971	0.08844221105527639,0.08944723618090453,0.13266331658291458,0.04120603015075377,0.12462311557788945,0.061306532663316586,0.034170854271356785,0.03819095477386935,0.08944723618090453,0.08341708542713568,0.053266331658291456,0.031155778894472363,0.04924623115577889,0.023115577889447236,0.03819095477386935,0.022110552763819097
2.24	0.943606581105001	0.09547738693467336,0.09346733668341708,0.13668341708542714,0.035175879396984924,0.12361809045226131,0.06532663316582915,0.03819095477386935,0.03015075376884422,0.09447236180904522,0.07738693467336684,0.05226130653266332,0.033165829145728645,0.04824120603015075,0.020100502512562814,0.03015075376884422,0.02613065326633166
2.24	0.9571810737177993	0.08341708542713568,0.07738693467336684,0.13366834170854272,0.02914572864321608,0.12060301507537688,0.07336683417085427,0.0371859296482412,0.0371859296482412,0.07738693467336684,0.08542713567839195,0.0592964824120603,0.04522613065326633,0.04321608040201005,0.031155778894472363,0.0371859296482412,0.02914572864321608
2.24	0.9547200173223892	0.11055276381909548,0.08442211055276382,0.12261306532663317,0.04020100502512563,0.11055276381909548,0.062311557788944726,0.054271356783919596,0.02914572864321608,0.08442211055276382,0.07839195979899498,0.04924623115577889,0.04321608040201005,0.05226130653266332,0.03015075376884422,0.02914572864321608,0.019095477386934675
2.24	0.9608646187315288	0.0914572864321608,0.08341708542713568,0.12160804020100502,0.04321608040201005,0.11256281407035176,0.06934673366834171,0.0371859296482412,0.0371859296482412,0.08341708542713568,0.0814070351758794,0.06030150753768844,0.032160804020100506,0.05226130653266332,0.023115577889447236,0.0371859296482412,0.034170854271356785
2.24	0.9478698629161693	0.08944723618090453,0.09346733668341708,0.13366834170854272,0.036180904522613064,0.12562814070351758,0.05829145728643216,0.044221105527638194,0.033165829145728645,0.09346733668341708,0.0763819095477387,0.05025125628140704,0.04120603015075377,0.044221105527638194,0.032160804020100506,0.033165829145728645,0.01507537688442211
2.24	0.9225724489993573	0.12864321608040202,0.09045226130653267,0.13768844221105528,0.031155778894472363,0.12964824120603016,0.06934673366834171,0.027135678391959798,0.02914572864321608,0.0914572864321608,0.07839195979899498,0.061306532663316586,0.02512562814070352,0.03919597989949749,0.017085427135678392,0.02914572864321608,0.01507537688442211
2.24	0.9283884411909088	0.11658291457286432,0.09045226130653267,0.13768844221105528,0.033165829145728645,0.135678391959799,0.06331658291457286,0.024120603015075376,0.033165829145728645,0.09045226130653267,0.08040201005025126,0.061306532663316586,0.024120603015075376,0.035175879396984924,0.022110552763819097,0.033165829145728645,0.019095477386934675
2.24	0.9399549019623789	0.1035175879396985,0.09949748743718594,0.13165829145728644,0.04522613065326633,0.13366834170854272,0.03819095477386935,0.04120603015075377,0.032160804020100506,0.09949748743718594,0.07738693467336684,0.03919597989949749,0.02814070351758794,0.044221105527638194,0.02914572864321608,0.032160804020100506,0.02512562814070352
2.24	0.9599036773377846	0.0964824120603015,0.07839195979899498,0.1185929648241206,0.05125628140703518,0.1185929648241206,0.05829145728643216,0.04623115577889447,0.033165829145728645,0.07839195979899498,0.09045226130653267,0.05829145728643216,0.02814070351758794,0.05025125628140704,0.02914572864321608,0.033165829145728645,0.031155778894472363
2.24	0.9449098908268981	0.0914572864321608,0.08241206030150754,0.13869346733668342,0.04120603015075377,0.1306532663316583,0.05527638190954774,0.036180904522613064,0.033165829145728645,0.0814070351758794,0.09748743718592964,0.04723618090452261,0.02814070351758794,0.04924623115577889,0.020100502512562814,0.033165829145728645,0.034170854271356785
2.24	0.950986619569443	0.08341708542713568,0.09045226130653267,0.1306532663316583,0.04020100502512563,0.12763819095477386,0.06432160804020101,0.03819095477386935,0.032160804020100506,0.08944723618090453,0.08040201005025126,0.061306532663316586,0.03015075376884422,0.04321608040201005,0.027135678391959798,0.032160804020100506,0.02914572864321608
2.24	0.9525239395115748	0.08944723618090453,0.08944723618090453,0.13266331658291458,0.036180904522613064,0.12462311557788945,0.0592964824120603,0.04221105527638191,0.03015075376884422,0.08944723618090453,0.08040201005025126,0.05125628140703518,0.036180904522613064,0.04522613065326633,0.02814070351758794,0.03015075376884422,0.035175879396984924
2.24	0.94340214607994	0.08542713567839195,0.09246231155778895,0.1407035175879397,0.035175879396984924,0.13165829145728644,0.0592964824120603,0.035175879396984924,0.032160804020100506,0.09246231155778895,0.08341708542713568,0.05125628140703518,0.032160804020100506,0.044221105527638194,0.024120603015075376,0.032160804020100506,0.02814070351758794
2.24	0.9622610140262003	0.07939698492462312,0.07939698492462312,0.12663316582914572,0.04522613065326633,0.11155778894472362,0.06331658291457286,0.03919597989949749,0.04120603015075377,0.08040201005025126,0.09246231155778895,0.04824120603015075,0.035175879396984924,0.06030150753768844,0.020100502512562814,0.04120603015075377,0.036180904522613064
2.24	0.9601931783151593	0.08040201005025126,0.08542713567839195,0.12361809045226131,0.03919597989949749,0.1135678391959799,0.0763819095477387,0.04522613065326633,0.033165829145728645,0.08542713567839195,0.07738693467336684,0.06633165829145729,0.03919597989949749,0.04824120603015075,0.02914572864321608,0.032160804020100506,0.02512562814070352
2.24	0.9385981018583162	0.0964824120603015,0.08844221105527639,0.13266331658291458,0.033165829145728645,0.1306532663316583,0.07738693467336684,0.032160804020100506,0.02914572864321608,0.08844221105527639,0.0763819095477387,0.07537688442211055,0.02814070351758794,0.035175879396984924,0.02613065326633166,0.02914572864321608,0.021105527638190954
2.24	0.9358228135057739	0.09045226130653267,0.09346733668341708,0.13768844221105528,0.034170854271356785,0.135678391959799,0.06834170854271357,0.021105527638190954,0.0371859296482412,0.09346733668341708,0.07738693467336684,0.06633165829145729,0.02512562814070352,0.035175879396984924,0.023115577889447236,0.0371859296482412,0.024120603015075376
2.24	0.9228731716050729	0.07236180904522613,0.09447236180904522,0.15175879396984926,0.03015075376884422,0.1457286432160804,0.07236180904522613,0.034170854271356785,0.023115577889447236,0.09447236180904522,0.08743718592964825,0.06633165829145729,0.027135678391959798,0.036180904522613064,0.021105527638190954,0.023115577889447236,0.020100502512562814
2.24	0.9335921526774623	0.1035175879396985,0.09849246231155778,0.13869346733668342,0.024120603015075376,0.12160804020100502,0.07839195979899498,0.03015075376884422,0.032160804020100506,0.09849246231155778,0.06532663316582915,0.06030150753768844,0.03819095477386935,0.04221105527638191,0.020100502512562814,0.032160804020100506,0.016080402010050253
2.24	0.9433061976810359	0.07537688442211055,0.0914572864321608,0.13266331658291458,0.04020100502512563,0.12663316582914572,0.0763819095477387,0.03919597989949749,0.03015075376884422,0.0914572864321608,0.0814070351758794,0.07035175879396985,0.03015075376884422,0.04522613065326633,0.024120603015075376,0.03015075376884422,0.01507537688442211
2.24	0.9208141225451252	0.10050251256281408,0.10150753768844221,0.1487437185929648,0.02814070351758794,0.13768844221105528,0.06432160804020101,0.023115577889447236,0.033165829145728645,0.10150753768844221,0.07537688442211055,0.053266331658291456,0.02814070351758794,0.03919597989949749,0.017085427135678392,0.033165829145728645,0.01507537688442211
2.24	0.9531036294582882	0.10954773869346733,0.09346733668341708,0.12060301507537688,0.044221105527638194,0.11758793969849246,0.05226130653266332,0.02914572864321608,0.04221105527638191,0.09346733668341708,0.07135678391959799,0.05025125628140704,0.02613065326633166,0.04723618090452261,0.024120603015075376,0.04221105527638191,0.036180904522613064
2.24	0.9429828326111973	0.08844221105527639,0.08341708542713568,0.13668341708542714,0.033165829145728645,0.12562814070351758,0.07738693467336684,0.04221105527638191,0.02613065326633166,0.08341708542713568,0.0864321608040201,0.06733668341708543,0.035175879396984924,0.04321608040201005,0.02512562814070352,0.02613065326633166,0.020100502512562814
2.24	0.9359425474933041	0.10552763819095477,0.09447236180904522,0.14371859296482412,0.027135678391959798,0.1306532663316583,0.05829145728643216,0.03015075376884422,0.033165829145728645,0.09547738693467336,0.0763819095477387,0.04522613065326633,0.036180904522613064,0.04020100502512563,0.023115577889447236,0.033165829145728645,0.027135678391959798
2.24	0.9340901388461263	0.09346733668341708,0.0914572864321608,0.13768844221105528,0.04522613065326633,0.12763819095477386,0.06030150753768844,0.04723618090452261,0.024120603015075376,0.0914572864321608,0.0914572864321608,0.05125628140703518,0.02613065326633166,0.05527638190954774,0.017085427135678392,0.02512562814070352,0.01507537688442211
2.24	0.949590245702383	0.0914572864321608,0.08341708542713568,0.13266331658291458,0.04020100502512563,0.12964824120603016,0.0592964824120603,0.031155778894472363,0.0371859296482412,0.08341708542713568,0.08944723618090453,0.05628140703517588,0.02814070351758794,0.04321608040201005,0.02512562814070352,0.0371859296482412,0.032160804020100506
2.24	0.9386324794742494	0.06432160804020101,0.09547738693467336,0.13869346733668342,0.03919597989949749,0.12964824120603016,0.0743718592964824,0.04020100502512563,0.03015075376884422,0.0964824120603015,0.08241206030150754,0.06432160804020101,0.031155778894472363,0.04924623115577889,0.021105527638190954,0.03015075376884422,0.01306532663316583
2.24	0.9570696297082755	0.12060301507537688,0.08844221105527639,0.11658291457286432,0.036180904522613064,0.10954773869346733,0.06532663316582915,0.04020100502512563,0.033165829145728645,0.08844221105527639,0.06532663316582915,0.05728643216080402,0.0371859296482412,0.044221105527638194,0.02914572864321608,0.033165829145728645,0.035175879396984924
2.24	0.9668141498926566	0.0763819095477387,0.0814070351758794,0.12261306532663317,0.04623115577889447,0.11758793969849246,0.05527638190954774,0.04723618090452261,0.03819095477386935,0.0814070351758794,0.08743718592964825,0.05025125628140704,0.03919597989949749,0.05125628140703518,0.034170854271356785,0.03819095477386935,0.033165829145728645
2.24	0.942690144326304	0.0814070351758794,0.08241206030150754,0.14170854271356784,0.0371859296482412,0.13869346733668342,0.05829145728643216,0.032160804020100506,0.034170854271356785,0.08341708542713568,0.0964824120603015,0.054271356783919596,0.02914572864321608,0.04120603015075377,0.02512562814070352,0.034170854271356785,0.03015075376884422
2.24	0.9597122865782427	0.09246231155778895,0.08241206030150754,0.12663316582914572,0.04221105527638191,0.11959798994974874,0.05628140703517588,0.0371859296482412,0.04120603015075377,0.08241206030150754,0.08542713567839195,0.04924623115577889,0.036180904522613064,0.04924623115577889,0.02914572864321608,0.04120603015075377,0.02914572864321608
2.24	0.9533391665214216	0.09447236180904522,0.08442211055276382,0.12964824120603016,0.034170854271356785,0.12160804020100502,0.06733668341708543,0.035175879396984924,0.031155778894472363,0.08442211055276382,0.07939698492462312,0.0592964824120603,0.032160804020100506,0.04221105527638191,0.024120603015075376,0.031155778894472363,0.04924623115577889
2.24	0.9532061296468188	0.06633165829145729,0.08442211055276382,0.12864321608040202,0.04924623115577889,0.13165829145728644,0.0592964824120603,0.04623115577889447,0.032160804020100506,0.08442211055276382,0.09346733668341708,0.061306532663316586,0.02914572864321608,0.04623115577889447,0.031155778894472363,0.032160804020100506,0.024120603015075376
2.24	0.9297652919113387	0.09246231155778895,0.0914572864321608,0.14371859296482412,0.033165829145728645,0.13467336683417086,0.07135678391959799,0.035175879396984924,0.02512562814070352,0.0914572864321608,0.0864321608040201,0.062311557788944726,0.027135678391959798,0.04221105527638191,0.018090452261306532,0.02512562814070352,0.020100502512562814
2.24	0.9516732693055271	0.09447236180904522,0.09748743718592964,0.13266331658291458,0.031155778894472363,0.1135678391959799,0.06432160804020101,0.04321608040201005,0.034170854271356785,0.09748743718592964,0.06633165829145729,0.04522613065326633,0.04522613065326633,0.05025125628140704,0.02613065326633166,0.033165829145728645,0.02512562814070352
2.24	0.9453137197964385	0.10050251256281408,0.08844221105527639,0.12964824120603016,0.034170854271356785,0.12864321608040202,0.06834170854271357,0.035175879396984924,0.03015075376884422,0.08844221105527639,0.0763819095477387,0.06733668341708543,0.03015075376884422,0.036180904522613064,0.02914572864321608,0.03015075376884422,0.027135678391959798
2.24	0.9583208046126643	0.07135678391959799,0.0743718592964824,0.13266331658291458,0.036180904522613064,0.12663316582914572,0.06834170854271357,0.036180904522613064,0.03919597989949749,0.0743718592964824,0.09447236180904522,0.062311557788944726,0.03919597989949749,0.04221105527638191,0.033165829145728645,0.03919597989949749,0.03015075376884422
2.24	0.9560002922853226	0.11658291457286432,0.08241206030150754,0.12060301507537688,0.04120603015075377,0.11457286432160804,0.061306532663316586,0.0371859296482412,0.036180904522613064,0.08241206030150754,0.07839195979899498,0.05628140703517588,0.032160804020100506,0.04623115577889447,0.027135678391959798,0.036180904522613064,0.031155778894472363
2.24	0.9452744337003981	0.09547738693467336,0.0964824120603015,0.13668341708542714,0.034170854271356785,0.12462311557788945,0.0592964824120603,0.03819095477386935,0.032160804020100506,0.0964824120603015,0.0743718592964824,0.04623115577889447,0.036180904522613064,0.04623115577889447,0.023115577889447236,0.032160804020100506,0.02814070351758794
2.24	0.9439341043308268	0.08542713567839195,0.0864321608040201,0.13768844221105528,0.04120603015075377,0.13266331658291458,0.05728643216080402,0.04723618090452261,0.02512562814070352,0.0864321608040201,0.09246231155778895,0.05125628140703518,0.031155778894472363,0.04623115577889447,0.02512562814070352,0.02512562814070352,0.02914572864321608
2.24	0.9349534086491091	0.10854271356783919,0.08844221105527639,0.13969849246231156,0.036180904522613064,0.13266331658291458,0.054271356783919596,0.04321608040201005,0.027135678391959798,0.08844221105527639,0.08743718592964825,0.04723618090452261,0.034170854271356785,0.04321608040201005,0.027135678391959798,0.027135678391959798,0.01507537688442211
2.24	0.9336498834355751	0.06733668341708543,0.10050251256281408,0.14773869346733667,0.031155778894472363,0.13668341708542714,0.06733668341708543,0.03819095477386935,0.02512562814070352,0.10050251256281408,0.07939698492462312,0.05628140703517588,0.031155778894472363,0.04321608040201005,0.020100502512562814,0.02512562814070352,0.03015075376884422
2.24	0.9657871571212793	0.06834170854271357,0.08241206030150754,0.12361809045226131,0.04623115577889447,0.11658291457286432,0.06030150753768844,0.04924623115577889,0.03819095477386935,0.08241206030150754,0.08743718592964825,0.053266331658291456,0.04120603015075377,0.053266331658291456,0.034170854271356785,0.03819095477386935,0.02512562814070352
2.24	0.923117029137049	0.07336683417085427,0.11457286432160804,0.14472361809045226,0.044221105527638194,0.14371859296482412,0.04321608040201005,0.034170854271356785,0.02814070351758794,0.11457286432160804,0.07537688442211055,0.04120603015075377,0.018090452261306532,0.04623115577889447,0.016080402010050253,0.02814070351758794,0.034170854271356785
2.24	0.9628487193791312	0.05025125628140704,0.07738693467336684,0.12562814070351758,0.03819095477386935,0.11457286432160804,0.08040201005025126,0.05829145728643216,0.03015075376884422,0.07738693467336684,0.0864321608040201,0.06934673366834171,0.05025125628140704,0.04824120603015075,0.03919597989949749,0.02914572864321608,0.02512562814070352
2.24	0.9540404339177135	0.08341708542713568,0.08844221105527639,0.13366834170854272,0.03919597989949749,0.12261306532663317,0.05025125628140704,0.053266331658291456,0.031155778894472363,0.08844221105527639,0.08442211055276382,0.04020100502512563,0.04522613065326633,0.05025125628140704,0.035175879396984924,0.031155778894472363,0.023115577889447236
2.24	0.937061979471094	0.09346733668341708,0.08944723618090453,0.13668341708542714,0.033165829145728645,0.13266331658291458,0.07336683417085427,0.02914572864321608,0.033165829145728645,0.08844221105527639,0.08040201005025126,0.06934673366834171,0.02914572864321608,0.036180904522613064,0.02613065326633166,0.033165829145728645,0.016080402010050253
2.24	0.9171169127190736	0.09447236180904522,0.09748743718592964,0.1527638190954774,0.031155778894472363,0.1487437185929648,0.05527638190954774,0.035175879396984924,0.024120603015075376,0.09849246231155778,0.0864321608040201,0.05125628140703518,0.02814070351758794,0.035175879396984924,0.024120603015075376,0.024120603015075376,0.01306532663316583
2.24	0.9599357397112354	0.06733668341708543,0.07839195979899498,0.12763819095477386,0.0371859296482412,0.12261306532663317,0.07537688442211055,0.04522613065326633,0.032160804020100506,0.07738693467336684,0.0864321608040201,0.07135678391959799,0.04020100502512563,0.04120603015075377,0.036180904522613064,0.032160804020100506,0.02914572864321608
2.24	0.9381084031893617	0.1035175879396985,0.09849246231155778,0.13366834170854272,0.034170854271356785,0.13266331658291458,0.0592964824120603,0.035175879396984924,0.03015075376884422,0.09849246231155778,0.06934673366834171,0.05829145728643216,0.03015075376884422,0.036180904522613064,0.02914572864321608,0.03015075376884422,0.021105527638190954
2.24	0.9484275950249483	0.09045226130653267,0.0814070351758794,0.1306532663316583,0.04221105527638191,0.12462311557788945,0.06934673366834171,0.035175879396984924,0.032160804020100506,0.08241206030150754,0.09045226130653267,0.06331658291457286,0.02512562814070352,0.04824120603015075,0.019095477386934675,0.032160804020100506,0.033165829145728645
2.24	0.9496067409501553	0.07135678391959799,0.09346733668341708,0.13366834170854272,0.04020100502512563,0.13266331658291458,0.0592964824120603,0.02914572864321608,0.03819095477386935,0.09346733668341708,0.08040201005025126,0.05829145728643216,0.027135678391959798,0.04120603015075377,0.02613065326633166,0.03819095477386935,0.0371859296482412
