β	Permutation_Entropy	Pattern_Probabilities
2.115	0.9667739155527023	0.10854271356783919,0.09748743718592964,0.11055276381909548,0.04020100502512563,0.09748743718592964,0.05829145728643216,0.04723618090452261,0.03819095477386935,0.0964824120603015,0.053266331658291456,0.04623115577889447,0.04522613065326633,0.05226130653266332,0.033165829145728645,0.03819095477386935,0.0371859296482412
2.115	0.9516620275121638	0.11959798994974874,0.10753768844221105,0.1135678391959799,0.044221105527638194,0.10452261306532663,0.05025125628140704,0.04824120603015075,0.035175879396984924,0.10653266331658291,0.05025125628140704,0.04120603015075377,0.03919597989949749,0.05226130653266332,0.03015075376884422,0.034170854271356785,0.023115577889447236
2.115	0.9737172565897055	0.1135678391959799,0.09447236180904522,0.09346733668341708,0.053266331658291456,0.09447236180904522,0.04824120603015075,0.05226130653266332,0.04020100502512563,0.09346733668341708,0.05226130653266332,0.04924623115577889,0.03919597989949749,0.05226130653266332,0.04020100502512563,0.04020100502512563,0.04321608040201005
2.115	0.9733559237659266	0.12964824120603016,0.08542713567839195,0.09547738693467336,0.04321608040201005,0.08341708542713568,0.06331658291457286,0.05025125628140704,0.04020100502512563,0.08442211055276382,0.053266331658291456,0.05125628140703518,0.04824120603015075,0.054271356783919596,0.036180904522613064,0.04020100502512563,0.04120603015075377
2.115	0.9679442614031144	0.11256281407035176,0.09949748743718594,0.09949748743718594,0.04924623115577889,0.10050251256281408,0.04120603015075377,0.05527638190954774,0.036180904522613064,0.09849246231155778,0.05025125628140704,0.04221105527638191,0.04221105527638191,0.04824120603015075,0.04321608040201005,0.036180904522613064,0.04522613065326633
2.115	0.9606280091062278	0.11959798994974874,0.09246231155778895,0.10954773869346733,0.04924623115577889,0.10452261306532663,0.05226130653266332,0.04020100502512563,0.04221105527638191,0.09246231155778895,0.06633165829145729,0.04623115577889447,0.033165829145728645,0.054271356783919596,0.027135678391959798,0.04120603015075377,0.02914572864321608
2.115	0.9658974660166396	0.12160804020100502,0.10150753768844221,0.09547738693467336,0.04924623115577889,0.09949748743718594,0.04522613065326633,0.04321608040201005,0.04321608040201005,0.10050251256281408,0.044221105527638194,0.04924623115577889,0.0371859296482412,0.04522613065326633,0.04120603015075377,0.04321608040201005,0.04020100502512563
2.115	0.9662595774967595	0.09949748743718594,0.09547738693467336,0.1135678391959799,0.04120603015075377,0.09346733668341708,0.06030150753768844,0.05628140703517588,0.03819095477386935,0.09547738693467336,0.0592964824120603,0.04020100502512563,0.05226130653266332,0.061306532663316586,0.032160804020100506,0.0371859296482412,0.024120603015075376
2.115	0.9730865731455549	0.1035175879396985,0.09346733668341708,0.10753768844221105,0.0371859296482412,0.09346733668341708,0.05728643216080402,0.04321608040201005,0.044221105527638194,0.09346733668341708,0.05125628140703518,0.04321608040201005,0.05025125628140704,0.05125628140703518,0.036180904522613064,0.044221105527638194,0.05025125628140704
2.115	0.974041754989939	0.08341708542713568,0.08844221105527639,0.11055276381909548,0.04522613065326633,0.10653266331658291,0.05527638190954774,0.035175879396984924,0.05025125628140704,0.08944723618090453,0.06733668341708543,0.05125628140703518,0.03919597989949749,0.05025125628140704,0.035175879396984924,0.05025125628140704,0.04221105527638191
2.115	0.9771618097833844	0.10050251256281408,0.0914572864321608,0.09748743718592964,0.044221105527638194,0.09849246231155778,0.054271356783919596,0.04522613065326633,0.04623115577889447,0.09246231155778895,0.05025125628140704,0.054271356783919596,0.04723618090452261,0.044221105527638194,0.04723618090452261,0.04623115577889447,0.04020100502512563
2.115	0.9718875822002178	0.10452261306532663,0.09045226130653267,0.10653266331658291,0.036180904522613064,0.09949748743718594,0.062311557788944726,0.0371859296482412,0.044221105527638194,0.0914572864321608,0.05226130653266332,0.05527638190954774,0.04522613065326633,0.04321608040201005,0.03819095477386935,0.044221105527638194,0.04924623115577889
2.115	0.9484463792497511	0.1035175879396985,0.10753768844221105,0.12562814070351758,0.04120603015075377,0.11256281407035176,0.053266331658291456,0.04120603015075377,0.033165829145728645,0.10653266331658291,0.0592964824120603,0.04020100502512563,0.033165829145728645,0.053266331658291456,0.021105527638190954,0.033165829145728645,0.035175879396984924
2.115	0.979478329914989	0.08542713567839195,0.09045226130653267,0.10653266331658291,0.04321608040201005,0.08844221105527639,0.0592964824120603,0.05527638190954774,0.04120603015075377,0.08944723618090453,0.0592964824120603,0.04221105527638191,0.053266331658291456,0.06030150753768844,0.036180904522613064,0.04120603015075377,0.04824120603015075
2.115	0.9534631914090103	0.13165829145728644,0.09949748743718594,0.1135678391959799,0.03819095477386935,0.10251256281407035,0.054271356783919596,0.035175879396984924,0.03919597989949749,0.09949748743718594,0.05226130653266332,0.04321608040201005,0.036180904522613064,0.04924623115577889,0.02512562814070352,0.03919597989949749,0.04120603015075377
2.115	0.9714096940751766	0.11658291457286432,0.09447236180904522,0.09849246231155778,0.04522613065326633,0.09246231155778895,0.04321608040201005,0.04221105527638191,0.04723618090452261,0.09547738693467336,0.04924623115577889,0.0371859296482412,0.044221105527638194,0.05125628140703518,0.03819095477386935,0.04723618090452261,0.05728643216080402
2.115	0.9817259198169254	0.08241206030150754,0.09246231155778895,0.09447236180904522,0.05829145728643216,0.09246231155778895,0.053266331658291456,0.04824120603015075,0.04924623115577889,0.09246231155778895,0.0592964824120603,0.05125628140703518,0.04020100502512563,0.0592964824120603,0.03819095477386935,0.04924623115577889,0.03919597989949749
2.115	0.967622649897773	0.08442211055276382,0.09949748743718594,0.11256281407035176,0.05125628140703518,0.10251256281407035,0.044221105527638194,0.04623115577889447,0.044221105527638194,0.10050251256281408,0.06432160804020101,0.034170854271356785,0.03919597989949749,0.062311557788944726,0.02914572864321608,0.04522613065326633,0.04020100502512563
2.115	0.9559927493588264	0.11256281407035176,0.11256281407035176,0.1035175879396985,0.04924623115577889,0.10150753768844221,0.04824120603015075,0.05125628140703518,0.033165829145728645,0.1135678391959799,0.04020100502512563,0.04623115577889447,0.035175879396984924,0.05125628140703518,0.033165829145728645,0.033165829145728645,0.035175879396984924
2.115	0.9487298551027125	0.12964824120603016,0.10150753768844221,0.11758793969849246,0.04221105527638191,0.10452261306532663,0.04924623115577889,0.04522613065326633,0.035175879396984924,0.10150753768844221,0.05829145728643216,0.0371859296482412,0.03819095477386935,0.054271356783919596,0.02613065326633166,0.035175879396984924,0.024120603015075376
2.115	0.9858972863646245	0.08040201005025126,0.09246231155778895,0.08743718592964825,0.05226130653266332,0.08241206030150754,0.061306532663316586,0.061306532663316586,0.044221105527638194,0.09246231155778895,0.04723618090452261,0.05628140703517588,0.053266331658291456,0.05728643216080402,0.04824120603015075,0.044221105527638194,0.03919597989949749
2.115	0.9686305322605228	0.10954773869346733,0.09849246231155778,0.10050251256281408,0.04221105527638191,0.10050251256281408,0.05527638190954774,0.04623115577889447,0.04120603015075377,0.09849246231155778,0.044221105527638194,0.05628140703517588,0.04522613065326633,0.04120603015075377,0.04623115577889447,0.04120603015075377,0.033165829145728645
2.115	0.9682146580639212	0.09949748743718594,0.09547738693467336,0.10150753768844221,0.05226130653266332,0.10452261306532663,0.05125628140703518,0.05125628140703518,0.04221105527638191,0.09547738693467336,0.05829145728643216,0.053266331658291456,0.04120603015075377,0.04924623115577889,0.044221105527638194,0.04221105527638191,0.018090452261306532
2.115	0.9325056249295268	0.1135678391959799,0.1185929648241206,0.12964824120603016,0.04020100502512563,0.11658291457286432,0.044221105527638194,0.04120603015075377,0.033165829145728645,0.1185929648241206,0.05125628140703518,0.031155778894472363,0.034170854271356785,0.05226130653266332,0.021105527638190954,0.033165829145728645,0.021105527638190954
2.115	0.9605992497997393	0.1185929648241206,0.10653266331658291,0.09748743718592964,0.054271356783919596,0.10050251256281408,0.035175879396984924,0.054271356783919596,0.03819095477386935,0.10753768844221105,0.04522613065326633,0.03819095477386935,0.03819095477386935,0.05125628140703518,0.04120603015075377,0.03819095477386935,0.035175879396984924
2.115	0.953560681344284	0.10854271356783919,0.10854271356783919,0.11557788944723618,0.04321608040201005,0.10854271356783919,0.05226130653266332,0.04723618090452261,0.032160804020100506,0.10753768844221105,0.05125628140703518,0.04522613065326633,0.036180904522613064,0.05025125628140704,0.02914572864321608,0.032160804020100506,0.032160804020100506
2.115	0.9531587221062447	0.12060301507537688,0.10653266331658291,0.11457286432160804,0.03919597989949749,0.1035175879396985,0.05025125628140704,0.04221105527638191,0.036180904522613064,0.10753768844221105,0.04723618090452261,0.03819095477386935,0.03919597989949749,0.05125628140703518,0.027135678391959798,0.036180904522613064,0.04020100502512563
2.115	0.9593501545526977	0.10753768844221105,0.10251256281407035,0.11256281407035176,0.04321608040201005,0.10854271356783919,0.05226130653266332,0.04623115577889447,0.035175879396984924,0.1035175879396985,0.053266331658291456,0.04723618090452261,0.03819095477386935,0.04824120603015075,0.033165829145728645,0.035175879396984924,0.033165829145728645
2.115	0.9775991228337101	0.09045226130653267,0.09949748743718594,0.09547738693467336,0.053266331658291456,0.09246231155778895,0.04321608040201005,0.04824120603015075,0.04924623115577889,0.09949748743718594,0.05025125628140704,0.04020100502512563,0.044221105527638194,0.05728643216080402,0.04120603015075377,0.04924623115577889,0.04623115577889447
2.115	0.9866517729065002	0.06633165829145729,0.08743718592964825,0.09246231155778895,0.05125628140703518,0.09447236180904522,0.04824120603015075,0.044221105527638194,0.053266331658291456,0.08743718592964825,0.05628140703517588,0.05125628140703518,0.04623115577889447,0.04924623115577889,0.04824120603015075,0.053266331658291456,0.07035175879396985
2.115	0.9733807969932894	0.09547738693467336,0.09849246231155778,0.1035175879396985,0.044221105527638194,0.0964824120603015,0.05025125628140704,0.0371859296482412,0.05125628140703518,0.09849246231155778,0.04924623115577889,0.04221105527638191,0.044221105527638194,0.05226130653266332,0.036180904522613064,0.05125628140703518,0.04924623115577889
2.115	0.9747712530245254	0.1035175879396985,0.0964824120603015,0.09447236180904522,0.04824120603015075,0.0964824120603015,0.05728643216080402,0.044221105527638194,0.04321608040201005,0.09547738693467336,0.04623115577889447,0.06030150753768844,0.03919597989949749,0.04522613065326633,0.04221105527638191,0.04321608040201005,0.044221105527638194
2.115	0.976833685595277	0.10050251256281408,0.09045226130653267,0.09547738693467336,0.0592964824120603,0.0914572864321608,0.04623115577889447,0.054271356783919596,0.044221105527638194,0.0914572864321608,0.06331658291457286,0.04221105527638191,0.03919597989949749,0.06331658291457286,0.035175879396984924,0.044221105527638194,0.03919597989949749
2.115	0.9732604669274203	0.10653266331658291,0.09849246231155778,0.09447236180904522,0.053266331658291456,0.09447236180904522,0.05025125628140704,0.05025125628140704,0.04120603015075377,0.09849246231155778,0.04924623115577889,0.04924623115577889,0.03819095477386935,0.053266331658291456,0.03819095477386935,0.04120603015075377,0.04321608040201005
2.115	0.9693588299501203	0.09547738693467336,0.10050251256281408,0.10653266331658291,0.04623115577889447,0.10050251256281408,0.054271356783919596,0.04221105527638191,0.04522613065326633,0.10150753768844221,0.05226130653266332,0.04824120603015075,0.04120603015075377,0.05226130653266332,0.035175879396984924,0.04522613065326633,0.033165829145728645
2.115	0.9722246744668535	0.09949748743718594,0.09447236180904522,0.10753768844221105,0.03919597989949749,0.09849246231155778,0.054271356783919596,0.044221105527638194,0.04723618090452261,0.09447236180904522,0.05226130653266332,0.04623115577889447,0.05226130653266332,0.04824120603015075,0.04321608040201005,0.04723618090452261,0.031155778894472363
2.115	0.957444931064945	0.11457286432160804,0.10854271356783919,0.10753768844221105,0.04824120603015075,0.09849246231155778,0.04120603015075377,0.03919597989949749,0.04522613065326633,0.10854271356783919,0.04723618090452261,0.032160804020100506,0.035175879396984924,0.05728643216080402,0.02613065326633166,0.04522613065326633,0.04522613065326633
2.115	0.985876968744691	0.09045226130653267,0.08442211055276382,0.08944723618090453,0.05226130653266332,0.08241206030150754,0.06331658291457286,0.05527638190954774,0.04824120603015075,0.08442211055276382,0.05829145728643216,0.05628140703517588,0.05125628140703518,0.06030150753768844,0.04321608040201005,0.04824120603015075,0.032160804020100506
2.115	0.9685503767759427	0.11155778894472362,0.09748743718592964,0.10251256281407035,0.04623115577889447,0.09246231155778895,0.05226130653266332,0.05025125628140704,0.044221105527638194,0.09748743718592964,0.05226130653266332,0.04120603015075377,0.04824120603015075,0.05728643216080402,0.0371859296482412,0.044221105527638194,0.02512562814070352
2.115	0.959581011509433	0.09849246231155778,0.11155778894472362,0.10854271356783919,0.05025125628140704,0.10150753768844221,0.04824120603015075,0.04924623115577889,0.03919597989949749,0.11055276381909548,0.04824120603015075,0.04120603015075377,0.03819095477386935,0.05728643216080402,0.031155778894472363,0.03919597989949749,0.027135678391959798
2.115	0.9834560564598914	0.09045226130653267,0.09547738693467336,0.08341708542713568,0.054271356783919596,0.0814070351758794,0.054271356783919596,0.04020100502512563,0.05829145728643216,0.0964824120603015,0.04221105527638191,0.05226130653266332,0.044221105527638194,0.05728643216080402,0.04221105527638191,0.0592964824120603,0.04824120603015075
2.115	0.9596521476072113	0.10753768844221105,0.10552763819095477,0.10854271356783919,0.04522613065326633,0.10452261306532663,0.05728643216080402,0.04120603015075377,0.0371859296482412,0.10552763819095477,0.04824120603015075,0.053266331658291456,0.033165829145728645,0.04924623115577889,0.02914572864321608,0.0371859296482412,0.0371859296482412
2.115	0.9641538352163482	0.12562814070351758,0.09949748743718594,0.09748743718592964,0.05226130653266332,0.09849246231155778,0.03919597989949749,0.04924623115577889,0.04120603015075377,0.09949748743718594,0.05025125628140704,0.04020100502512563,0.03819095477386935,0.05125628140703518,0.03919597989949749,0.04120603015075377,0.0371859296482412
2.115	0.9795755863450779	0.10452261306532663,0.08542713567839195,0.09547738693467336,0.04824120603015075,0.09447236180904522,0.05829145728643216,0.05025125628140704,0.04120603015075377,0.08542713567839195,0.05829145728643216,0.05628140703517588,0.04321608040201005,0.04924623115577889,0.04221105527638191,0.04120603015075377,0.04623115577889447
2.115	0.9614842108663209	0.11457286432160804,0.10452261306532663,0.10753768844221105,0.044221105527638194,0.10050251256281408,0.04522613065326633,0.05025125628140704,0.0371859296482412,0.10452261306532663,0.04723618090452261,0.03819095477386935,0.04321608040201005,0.05125628140703518,0.036180904522613064,0.0371859296482412,0.03819095477386935
2.115	0.9751379467744744	0.06834170854271357,0.09748743718592964,0.10251256281407035,0.04924623115577889,0.10050251256281408,0.06834170854271357,0.05226130653266332,0.0371859296482412,0.09748743718592964,0.054271356783919596,0.06633165829145729,0.04020100502512563,0.05125628140703518,0.03819095477386935,0.0371859296482412,0.03919597989949749
2.115	0.984664877234745	0.10150753768844221,0.08442211055276382,0.09246231155778895,0.04824120603015075,0.08241206030150754,0.054271356783919596,0.05125628140703518,0.04924623115577889,0.08442211055276382,0.05628140703517588,0.044221105527638194,0.05226130653266332,0.0592964824120603,0.04221105527638191,0.05025125628140704,0.04723618090452261
2.115	0.9713712142050146	0.09748743718592964,0.09045226130653267,0.10954773869346733,0.032160804020100506,0.09246231155778895,0.07336683417085427,0.05527638190954774,0.034170854271356785,0.08944723618090453,0.05226130653266332,0.05628140703517588,0.05728643216080402,0.04924623115577889,0.04020100502512563,0.034170854271356785,0.036180904522613064
2.115	0.9792133385632683	0.10452261306532663,0.09849246231155778,0.08743718592964825,0.04924623115577889,0.07939698492462312,0.05125628140703518,0.05025125628140704,0.04924623115577889,0.09849246231155778,0.03819095477386935,0.04321608040201005,0.05025125628140704,0.05628140703517588,0.04321608040201005,0.04924623115577889,0.05125628140703518
2.115	0.9635842042773018	0.09849246231155778,0.10251256281407035,0.11457286432160804,0.036180904522613064,0.09949748743718594,0.06331658291457286,0.04120603015075377,0.04221105527638191,0.10251256281407035,0.04824120603015075,0.04824120603015075,0.04723618090452261,0.05125628140703518,0.032160804020100506,0.04221105527638191,0.03015075376884422
2.115	0.9690710906966926	0.0914572864321608,0.10552763819095477,0.1035175879396985,0.05226130653266332,0.09045226130653267,0.05226130653266332,0.04321608040201005,0.05025125628140704,0.10552763819095477,0.04924623115577889,0.04020100502512563,0.04120603015075377,0.06432160804020101,0.02914572864321608,0.05025125628140704,0.031155778894472363
2.115	0.9674393233394943	0.1185929648241206,0.0964824120603015,0.0964824120603015,0.05628140703517588,0.09547738693467336,0.036180904522613064,0.05628140703517588,0.04221105527638191,0.0964824120603015,0.05527638190954774,0.035175879396984924,0.04321608040201005,0.05628140703517588,0.04221105527638191,0.04221105527638191,0.031155778894472363
2.115	0.9671187194904853	0.10653266331658291,0.10452261306532663,0.10150753768844221,0.04824120603015075,0.0914572864321608,0.05226130653266332,0.05226130653266332,0.03919597989949749,0.10552763819095477,0.04522613065326633,0.04221105527638191,0.04321608040201005,0.0592964824120603,0.033165829145728645,0.04020100502512563,0.035175879396984924
2.115	0.9656127451063956	0.09346733668341708,0.08743718592964825,0.11658291457286432,0.035175879396984924,0.10552763819095477,0.07035175879396985,0.05226130653266332,0.033165829145728645,0.08743718592964825,0.06532663316582915,0.0592964824120603,0.05025125628140704,0.04723618090452261,0.03919597989949749,0.033165829145728645,0.024120603015075376
2.115	0.9733673218356238	0.09346733668341708,0.0964824120603015,0.10150753768844221,0.04924623115577889,0.10150753768844221,0.05728643216080402,0.04020100502512563,0.044221105527638194,0.09547738693467336,0.054271356783919596,0.05829145728643216,0.035175879396984924,0.04824120603015075,0.036180904522613064,0.044221105527638194,0.044221105527638194
2.115	0.9515700621506284	0.1185929648241206,0.10552763819095477,0.11155778894472362,0.04924623115577889,0.11055276381909548,0.04824120603015075,0.04221105527638191,0.034170854271356785,0.10552763819095477,0.05527638190954774,0.04723618090452261,0.02814070351758794,0.04924623115577889,0.027135678391959798,0.034170854271356785,0.033165829145728645
2.115	0.9524514054107845	0.135678391959799,0.10050251256281408,0.11055276381909548,0.04321608040201005,0.10552763819095477,0.04522613065326633,0.04020100502512563,0.04020100502512563,0.09949748743718594,0.053266331658291456,0.04120603015075377,0.0371859296482412,0.04723618090452261,0.033165829145728645,0.04020100502512563,0.027135678391959798
2.115	0.9491954939488356	0.12562814070351758,0.11155778894472362,0.10251256281407035,0.04321608040201005,0.11055276381909548,0.04824120603015075,0.044221105527638194,0.034170854271356785,0.11155778894472362,0.034170854271356785,0.05628140703517588,0.035175879396984924,0.035175879396984924,0.04321608040201005,0.034170854271356785,0.03015075376884422
2.115	0.9659940076648481	0.08844221105527639,0.10050251256281408,0.11256281407035176,0.04321608040201005,0.10653266331658291,0.05527638190954774,0.053266331658291456,0.036180904522613064,0.10050251256281408,0.05527638190954774,0.05025125628140704,0.04623115577889447,0.04824120603015075,0.04120603015075377,0.036180904522613064,0.02613065326633166
2.115	0.9645987218841704	0.11256281407035176,0.10653266331658291,0.10150753768844221,0.044221105527638194,0.09346733668341708,0.05025125628140704,0.05226130653266332,0.03919597989949749,0.10653266331658291,0.03919597989949749,0.04221105527638191,0.04723618090452261,0.05226130653266332,0.03919597989949749,0.03919597989949749,0.034170854271356785
2.115	0.9522208773603972	0.12060301507537688,0.10552763819095477,0.10653266331658291,0.04924623115577889,0.11055276381909548,0.05125628140703518,0.035175879396984924,0.03819095477386935,0.10552763819095477,0.05025125628140704,0.054271356783919596,0.024120603015075376,0.04623115577889447,0.027135678391959798,0.03819095477386935,0.0371859296482412
2.115	0.9601384124470822	0.1185929648241206,0.10251256281407035,0.10854271356783919,0.04120603015075377,0.10050251256281408,0.04623115577889447,0.054271356783919596,0.033165829145728645,0.10251256281407035,0.04824120603015075,0.0371859296482412,0.04623115577889447,0.05025125628140704,0.0371859296482412,0.033165829145728645,0.04020100502512563
2.115	0.9730848411945796	0.1135678391959799,0.09246231155778895,0.09748743718592964,0.053266331658291456,0.0914572864321608,0.04723618090452261,0.04924623115577889,0.04522613065326633,0.09246231155778895,0.05829145728643216,0.04120603015075377,0.04120603015075377,0.0592964824120603,0.035175879396984924,0.04522613065326633,0.0371859296482412
2.115	0.9672042675741482	0.12663316582914572,0.09849246231155778,0.09547738693467336,0.04321608040201005,0.09246231155778895,0.04522613065326633,0.04020100502512563,0.04623115577889447,0.09849246231155778,0.04020100502512563,0.04221105527638191,0.04321608040201005,0.04723618090452261,0.03919597989949749,0.04623115577889447,0.05527638190954774
2.115	0.9721963206368143	0.09246231155778895,0.09547738693467336,0.10552763819095477,0.044221105527638194,0.10050251256281408,0.0592964824120603,0.054271356783919596,0.036180904522613064,0.09547738693467336,0.05527638190954774,0.054271356783919596,0.04623115577889447,0.05025125628140704,0.04120603015075377,0.0371859296482412,0.032160804020100506
2.115	0.9765852480882012	0.08341708542713568,0.09447236180904522,0.10251256281407035,0.04924623115577889,0.10050251256281408,0.05829145728643216,0.04924623115577889,0.04321608040201005,0.09447236180904522,0.05728643216080402,0.05527638190954774,0.04321608040201005,0.05125628140703518,0.04020100502512563,0.04321608040201005,0.034170854271356785
2.115	0.974078557417129	0.09547738693467336,0.09949748743718594,0.10050251256281408,0.05125628140703518,0.0914572864321608,0.054271356783919596,0.04522613065326633,0.04623115577889447,0.09949748743718594,0.05125628140703518,0.04522613065326633,0.04020100502512563,0.0592964824120603,0.031155778894472363,0.04522613065326633,0.044221105527638194
2.115	0.9726220617188709	0.10150753768844221,0.09748743718592964,0.1035175879396985,0.04522613065326633,0.09547738693467336,0.05226130653266332,0.04723618090452261,0.044221105527638194,0.09849246231155778,0.05025125628140704,0.044221105527638194,0.04623115577889447,0.053266331658291456,0.03819095477386935,0.044221105527638194,0.03819095477386935
2.115	0.9693702269229463	0.10251256281407035,0.10251256281407035,0.10050251256281408,0.053266331658291456,0.09748743718592964,0.04824120603015075,0.04824120603015075,0.04221105527638191,0.10150753768844221,0.05125628140703518,0.04623115577889447,0.0371859296482412,0.05527638190954774,0.035175879396984924,0.04221105527638191,0.036180904522613064
2.115	0.970325987151589	0.10452261306532663,0.09346733668341708,0.10050251256281408,0.04824120603015075,0.10150753768844221,0.0592964824120603,0.05125628140703518,0.036180904522613064,0.09346733668341708,0.05527638190954774,0.061306532663316586,0.03919597989949749,0.04723618090452261,0.04120603015075377,0.036180904522613064,0.031155778894472363
2.115	0.966978878629373	0.08844221105527639,0.10753768844221105,0.10552763819095477,0.05125628140703518,0.10050251256281408,0.05025125628140704,0.054271356783919596,0.036180904522613064,0.10753768844221105,0.04824120603015075,0.04623115577889447,0.03919597989949749,0.05527638190954774,0.035175879396984924,0.036180904522613064,0.03819095477386935
2.115	0.9662250720308027	0.12562814070351758,0.10150753768844221,0.0964824120603015,0.04221105527638191,0.08743718592964825,0.05628140703517588,0.044221105527638194,0.04221105527638191,0.10150753768844221,0.0371859296482412,0.04623115577889447,0.044221105527638194,0.05125628140703518,0.035175879396984924,0.04221105527638191,0.04623115577889447
2.115	0.9697495008002774	0.10452261306532663,0.0964824120603015,0.10653266331658291,0.04221105527638191,0.09447236180904522,0.05628140703517588,0.05829145728643216,0.034170854271356785,0.0964824120603015,0.05125628140703518,0.044221105527638194,0.05025125628140704,0.054271356783919596,0.03819095477386935,0.034170854271356785,0.03819095477386935
2.115	0.9599222283167433	0.1035175879396985,0.10050251256281408,0.11155778894472362,0.04020100502512563,0.10452261306532663,0.0592964824120603,0.03819095477386935,0.04623115577889447,0.10150753768844221,0.05125628140703518,0.05226130653266332,0.044221105527638194,0.04824120603015075,0.036180904522613064,0.04623115577889447,0.016080402010050253
2.115	0.981508828177708	0.10854271356783919,0.08944723618090453,0.08844221105527639,0.05125628140703518,0.0864321608040201,0.04924623115577889,0.04723618090452261,0.04924623115577889,0.08944723618090453,0.05025125628140704,0.04824120603015075,0.04522613065326633,0.05226130653266332,0.044221105527638194,0.04924623115577889,0.05125628140703518
2.115	0.9798762224287141	0.09246231155778895,0.0964824120603015,0.09346733668341708,0.054271356783919596,0.0864321608040201,0.05226130653266332,0.054271356783919596,0.04321608040201005,0.0964824120603015,0.05025125628140704,0.04623115577889447,0.04321608040201005,0.06030150753768844,0.0371859296482412,0.04321608040201005,0.05025125628140704
2.115	0.9829431749757788	0.11055276381909548,0.08844221105527639,0.0814070351758794,0.04824120603015075,0.08040201005025126,0.04522613065326633,0.05125628140703518,0.053266331658291456,0.08944723618090453,0.04020100502512563,0.044221105527638194,0.05628140703517588,0.04924623115577889,0.05527638190954774,0.053266331658291456,0.053266331658291456
