μ	Permutation_Entropy	Pattern_Probabilities
1.8049997500000001	0.6121789187305754	0.0,0.019095477386934675,0.15376884422110554,0.0,0.15376884422110554,0.26030150753768844,0.0,0.0,0.019095477386934675,0.13467336683417086,0.2592964824120603,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6228574802341402	0.0,0.021105527638190954,0.1678391959798995,0.0,0.16884422110552763,0.2371859296482412,0.0,0.0,0.021105527638190954,0.14673366834170853,0.2371859296482412,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6025147983059324	0.0,0.012060301507537688,0.15879396984924624,0.0,0.15979899497487438,0.2552763819095477,0.0,0.0,0.012060301507537688,0.14673366834170853,0.2552763819095477,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.615607815207413	0.0,0.020100502512562814,0.15678391959798996,0.0,0.15678391959798996,0.2552763819095477,0.0,0.0,0.020100502512562814,0.13668341708542714,0.2542713567839196,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6100652062725591	0.0,0.022110552763819097,0.14371859296482412,0.0,0.14371859296482412,0.2733668341708543,0.0,0.0,0.022110552763819097,0.12160804020100502,0.2733668341708543,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6105451352724818	0.0,0.020100502512562814,0.1487437185929648,0.0,0.1487437185929648,0.26733668341708544,0.0,0.0,0.020100502512562814,0.12864321608040202,0.2663316582914573,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.627886016626596	0.0,0.031155778894472363,0.1527638190954774,0.0,0.15175879396984926,0.2562814070351759,0.0,0.0,0.03015075376884422,0.12160804020100502,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.607681357318596	0.0,0.020100502512562814,0.14472361809045226,0.0,0.14472361809045226,0.2733668341708543,0.0,0.0,0.020100502512562814,0.12462311557788945,0.2723618090452261,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6309991366086611	0.0,0.03015075376884422,0.1577889447236181,0.0,0.15879396984924624,0.24723618090452262,0.0,0.0,0.03015075376884422,0.12864321608040202,0.24723618090452262,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6058326395248381	0.0,0.022110552763819097,0.13869346733668342,0.0,0.13768844221105528,0.2814070351758794,0.0,0.0,0.022110552763819097,0.11658291457286432,0.2814070351758794,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6063298585413291	0.0,0.018090452261306532,0.14673366834170853,0.0,0.14773869346733667,0.2693467336683417,0.0,0.0,0.018090452261306532,0.12964824120603016,0.27035175879396983,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.5985969126891741	0.0,0.011055276381909548,0.15577889447236182,0.0,0.15577889447236182,0.2613065326633166,0.0,0.0,0.011055276381909548,0.14472361809045226,0.26030150753768844,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6229060382967537	0.0,0.021105527638190954,0.1678391959798995,0.0,0.1678391959798995,0.2371859296482412,0.0,0.0,0.021105527638190954,0.14773869346733667,0.2371859296482412,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.5967807533737136	0.0,0.01306532663316583,0.14673366834170853,0.0,0.14673366834170853,0.2733668341708543,0.0,0.0,0.01306532663316583,0.13366834170854272,0.2733668341708543,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6043487669052413	0.0,0.017085427135678392,0.14673366834170853,0.0,0.14773869346733667,0.27035175879396983,0.0,0.0,0.017085427135678392,0.12964824120603016,0.271356783919598,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6035003256422711	0.0,0.01507537688442211,0.1507537688442211,0.0,0.15175879396984926,0.26532663316582916,0.0,0.0,0.01507537688442211,0.135678391959799,0.2663316582914573,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6169635299705538	0.0,0.022110552763819097,0.15376884422110554,0.0,0.15376884422110554,0.25829145728643216,0.0,0.0,0.022110552763819097,0.13165829145728644,0.25829145728643216,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.607042050523585	0.0,0.01306532663316583,0.16482412060301507,0.0,0.16381909547738693,0.24723618090452262,0.0,0.0,0.01306532663316583,0.1507537688442211,0.24723618090452262,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6314250480349481	0.0,0.02512562814070352,0.1748743718592965,0.0,0.1748743718592965,0.22512562814070353,0.0,0.0,0.02512562814070352,0.14974874371859295,0.22512562814070353,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.6208557115564712	0.0,0.023115577889447236,0.1577889447236181,0.0,0.1577889447236181,0.25125628140703515,0.0,0.0,0.023115577889447236,0.13467336683417086,0.2522613065326633,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.600511123540009	0.0,0.019095477386934675,0.13768844221105528,0.0,0.13768844221105528,0.2834170854271357,0.0,0.0,0.019095477386934675,0.1185929648241206,0.28442211055276384,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.5981742377634905	0.0,0.01306532663316583,0.1487437185929648,0.0,0.1487437185929648,0.27035175879396983,0.0,0.0,0.01306532663316583,0.135678391959799,0.27035175879396983,0.0,0.0,0.0,0.0,0.0
1.8049997500000001	0.623978631074411	0.0,0.024120603015075376,0.16080402010050251,0.0,0.16080402010050251,0.24623115577889448,0.0,0.0,0.024120603015075376,0.13668341708542714,0.24723618090452262,0.0,0.0,0.0,0.0,0.0
