β	Permutation_Entropy	Pattern_Probabilities
2.115	0.9841270508219865	0.08040201005025126,0.08743718592964825,0.09949748743718594,0.04321608040201005,0.09246231155778895,0.053266331658291456,0.04020100502512563,0.05527638190954774,0.08743718592964825,0.05527638190954774,0.04623115577889447,0.05226130653266332,0.04924623115577889,0.04623115577889447,0.05527638190954774,0.05628140703517588
2.115	0.983218497684861	0.07537688442211055,0.0864321608040201,0.10050251256281408,0.05226130653266332,0.0914572864321608,0.05728643216080402,0.04623115577889447,0.04824120603015075,0.08743718592964825,0.06532663316582915,0.04824120603015075,0.04221105527638191,0.061306532663316586,0.033165829145728645,0.04824120603015075,0.05628140703517588
2.115	0.9554971148136062	0.12964824120603016,0.1035175879396985,0.10552763819095477,0.044221105527638194,0.10753768844221105,0.04120603015075377,0.04321608040201005,0.03819095477386935,0.1035175879396985,0.04623115577889447,0.04321608040201005,0.036180904522613064,0.04221105527638191,0.03819095477386935,0.0371859296482412,0.04020100502512563
2.115	0.974244342132378	0.1035175879396985,0.0964824120603015,0.09748743718592964,0.04221105527638191,0.0914572864321608,0.0592964824120603,0.053266331658291456,0.036180904522613064,0.0964824120603015,0.04321608040201005,0.053266331658291456,0.04723618090452261,0.04824120603015075,0.04120603015075377,0.036180904522613064,0.054271356783919596
2.115	0.9773553652323674	0.09547738693467336,0.09748743718592964,0.09346733668341708,0.04723618090452261,0.09045226130653267,0.05628140703517588,0.04924623115577889,0.04020100502512563,0.09748743718592964,0.04321608040201005,0.053266331658291456,0.04321608040201005,0.04924623115577889,0.04020100502512563,0.04020100502512563,0.06331658291457286
2.115	0.9737348872864516	0.10050251256281408,0.10452261306532663,0.0914572864321608,0.04824120603015075,0.08040201005025126,0.05829145728643216,0.03919597989949749,0.05226130653266332,0.10452261306532663,0.035175879396984924,0.04623115577889447,0.04321608040201005,0.0592964824120603,0.032160804020100506,0.05226130653266332,0.05226130653266332
2.115	0.9718049250959341	0.10753768844221105,0.08944723618090453,0.08844221105527639,0.04824120603015075,0.08442211055276382,0.07537688442211055,0.06030150753768844,0.0371859296482412,0.08944723618090453,0.04723618090452261,0.07236180904522613,0.04824120603015075,0.05226130653266332,0.04522613065326633,0.0371859296482412,0.017085427135678392
2.115	0.9704358466845033	0.10150753768844221,0.10050251256281408,0.10552763819095477,0.044221105527638194,0.0914572864321608,0.054271356783919596,0.05527638190954774,0.0371859296482412,0.09949748743718594,0.04924623115577889,0.04020100502512563,0.04924623115577889,0.05728643216080402,0.035175879396984924,0.0371859296482412,0.04221105527638191
2.115	0.9690103259589589	0.11155778894472362,0.09547738693467336,0.10653266331658291,0.0371859296482412,0.09949748743718594,0.053266331658291456,0.03919597989949749,0.04522613065326633,0.09547738693467336,0.04824120603015075,0.04623115577889447,0.04723618090452261,0.044221105527638194,0.04020100502512563,0.04522613065326633,0.04522613065326633
2.115	0.9670981496250725	0.08944723618090453,0.09849246231155778,0.11055276381909548,0.04120603015075377,0.10854271356783919,0.061306532663316586,0.04824120603015075,0.036180904522613064,0.09849246231155778,0.053266331658291456,0.05829145728643216,0.04321608040201005,0.04321608040201005,0.04120603015075377,0.036180904522613064,0.032160804020100506
