β	Permutation_Entropy	Pattern_Probabilities
2.115	0.9661559391514996	0.12562814070351758,0.09849246231155778,0.09748743718592964,0.04824120603015075,0.09246231155778895,0.04924623115577889,0.04020100502512563,0.04723618090452261,0.09849246231155778,0.04824120603015075,0.044221105527638194,0.03919597989949749,0.054271356783919596,0.034170854271356785,0.04723618090452261,0.035175879396984924
2.115	0.9385090193915951	0.12663316582914572,0.11457286432160804,0.11959798994974874,0.04321608040201005,0.10552763819095477,0.04924623115577889,0.04321608040201005,0.033165829145728645,0.11457286432160804,0.04824120603015075,0.035175879396984924,0.034170854271356785,0.05628140703517588,0.020100502512562814,0.033165829145728645,0.023115577889447236
2.115	0.9633533835847263	0.11959798994974874,0.09246231155778895,0.11155778894472362,0.0371859296482412,0.1035175879396985,0.04924623115577889,0.033165829145728645,0.044221105527638194,0.09246231155778895,0.05628140703517588,0.04221105527638191,0.04020100502512563,0.04522613065326633,0.033165829145728645,0.044221105527638194,0.05527638190954774
2.115	0.9643017046275776	0.11758793969849246,0.09748743718592964,0.10753768844221105,0.044221105527638194,0.09346733668341708,0.05025125628140704,0.04623115577889447,0.04522613065326633,0.09748743718592964,0.054271356783919596,0.036180904522613064,0.04723618090452261,0.05829145728643216,0.033165829145728645,0.04522613065326633,0.02613065326633166
2.115	0.9732219140065766	0.10854271356783919,0.09748743718592964,0.09547738693467336,0.04522613065326633,0.0864321608040201,0.06532663316582915,0.04623115577889447,0.044221105527638194,0.09748743718592964,0.04321608040201005,0.05628140703517588,0.04522613065326633,0.054271356783919596,0.036180904522613064,0.044221105527638194,0.034170854271356785
2.115	0.9691007118930348	0.1035175879396985,0.09748743718592964,0.10150753768844221,0.05527638190954774,0.1035175879396985,0.033165829145728645,0.04924623115577889,0.044221105527638194,0.0964824120603015,0.0592964824120603,0.035175879396984924,0.03819095477386935,0.05226130653266332,0.04020100502512563,0.04321608040201005,0.04723618090452261
2.115	0.9755435965954717	0.10452261306532663,0.09447236180904522,0.0964824120603015,0.05125628140703518,0.08844221105527639,0.0371859296482412,0.05226130653266332,0.04824120603015075,0.09346733668341708,0.053266331658291456,0.02914572864321608,0.04924623115577889,0.05829145728643216,0.04120603015075377,0.04824120603015075,0.054271356783919596
2.115	0.9512809522162979	0.135678391959799,0.09949748743718594,0.11055276381909548,0.04221105527638191,0.11055276381909548,0.04723618090452261,0.04020100502512563,0.036180904522613064,0.09949748743718594,0.053266331658291456,0.04723618090452261,0.034170854271356785,0.04120603015075377,0.034170854271356785,0.035175879396984924,0.033165829145728645
2.115	0.9581495858078651	0.10653266331658291,0.09949748743718594,0.11457286432160804,0.04623115577889447,0.11055276381909548,0.04020100502512563,0.04120603015075377,0.0371859296482412,0.10050251256281408,0.061306532663316586,0.036180904522613064,0.032160804020100506,0.05025125628140704,0.02814070351758794,0.0371859296482412,0.05829145728643216
2.115	0.9803839483985001	0.08040201005025126,0.09246231155778895,0.10251256281407035,0.04824120603015075,0.09246231155778895,0.0592964824120603,0.04924623115577889,0.04723618090452261,0.09246231155778895,0.05829145728643216,0.04824120603015075,0.04824120603015075,0.05829145728643216,0.0371859296482412,0.04623115577889447,0.03919597989949749
