ρ	Permutation_Entropy	Pattern_Probabilities
28.49	0.9573256745477678	0.012060301507537688,0.06633165829145729,0.06030150753768844,0.08944723618090453,0.06834170854271357,0.02914572864321608,0.10854271356783919,0.061306532663316586,0.06633165829145729,0.08341708542713568,0.036180904522613064,0.08040201005025126,0.0814070351758794,0.08743718592964825,0.061306532663316586,0.008040201005025126
28.49	0.9524785702565983	0.010050251256281407,0.05628140703517588,0.0743718592964824,0.0914572864321608,0.06934673366834171,0.034170854271356785,0.10452261306532663,0.0592964824120603,0.05628140703517588,0.10954773869346733,0.02914572864321608,0.07336683417085427,0.09547738693467336,0.06834170854271357,0.0592964824120603,0.009045226130653266
28.49	0.9585762881993525	0.01306532663316583,0.06532663316582915,0.06633165829145729,0.09547738693467336,0.06934673366834171,0.02512562814070352,0.09849246231155778,0.06532663316582915,0.06532663316582915,0.0964824120603015,0.02814070351758794,0.06834170854271357,0.09246231155778895,0.07135678391959799,0.06532663316582915,0.01407035175879397
28.49	0.9489715400417619	0.01306532663316583,0.05527638190954774,0.07035175879396985,0.09547738693467336,0.06834170854271357,0.02814070351758794,0.10854271356783919,0.0592964824120603,0.05527638190954774,0.11055276381909548,0.027135678391959798,0.07236180904522613,0.09748743718592964,0.07135678391959799,0.06030150753768844,0.007035175879396985
28.49	0.9479376124013967	0.011055276381909548,0.06030150753768844,0.07035175879396985,0.10050251256281408,0.06733668341708543,0.031155778894472363,0.11155778894472362,0.054271356783919596,0.06030150753768844,0.11155778894472362,0.02814070351758794,0.06432160804020101,0.10452261306532663,0.061306532663316586,0.054271356783919596,0.009045226130653266
28.49	0.9546568007782319	0.012060301507537688,0.062311557788944726,0.062311557788944726,0.10050251256281408,0.06733668341708543,0.02613065326633166,0.10452261306532663,0.06331658291457286,0.062311557788944726,0.10050251256281408,0.031155778894472363,0.06633165829145729,0.09547738693467336,0.07135678391959799,0.06331658291457286,0.011055276381909548
28.49	0.9566694651937659	0.01306532663316583,0.05527638190954774,0.07035175879396985,0.08944723618090453,0.07236180904522613,0.036180904522613064,0.11457286432160804,0.05025125628140704,0.05527638190954774,0.10452261306532663,0.0371859296482412,0.07537688442211055,0.08844221105527639,0.0763819095477387,0.05025125628140704,0.011055276381909548
28.49	0.9572121956334619	0.01306532663316583,0.06532663316582915,0.0814070351758794,0.0914572864321608,0.0814070351758794,0.02512562814070352,0.07839195979899498,0.07135678391959799,0.06532663316582915,0.10753768844221105,0.02512562814070352,0.0592964824120603,0.09045226130653267,0.0592964824120603,0.07135678391959799,0.01407035175879397
28.49	0.9505370126609869	0.016080402010050253,0.06432160804020101,0.07035175879396985,0.0914572864321608,0.07035175879396985,0.027135678391959798,0.1135678391959799,0.054271356783919596,0.06432160804020101,0.09849246231155778,0.027135678391959798,0.07537688442211055,0.09246231155778895,0.07537688442211055,0.054271356783919596,0.005025125628140704
28.49	0.957469606665025	0.01507537688442211,0.06432160804020101,0.06532663316582915,0.09346733668341708,0.06432160804020101,0.02914572864321608,0.10251256281407035,0.06432160804020101,0.06432160804020101,0.09547738693467336,0.027135678391959798,0.07336683417085427,0.09547738693467336,0.07135678391959799,0.06432160804020101,0.010050251256281407
