ρ	Permutation_Entropy	Pattern_Probabilities
28.49	0.953488503169206	0.01407035175879397,0.07336683417085427,0.07135678391959799,0.09547738693467336,0.07035175879396985,0.02613065326633166,0.09748743718592964,0.06331658291457286,0.07336683417085427,0.09346733668341708,0.02512562814070352,0.06532663316582915,0.0964824120603015,0.06432160804020101,0.06331658291457286,0.007035175879396985
28.49	0.9459170244124461	0.009045226130653266,0.05728643216080402,0.06432160804020101,0.09748743718592964,0.06532663316582915,0.02613065326633166,0.11457286432160804,0.0592964824120603,0.05728643216080402,0.10552763819095477,0.027135678391959798,0.07537688442211055,0.09748743718592964,0.0763819095477387,0.0592964824120603,0.008040201005025126
28.49	0.9595424503400738	0.01507537688442211,0.062311557788944726,0.06532663316582915,0.09547738693467336,0.07135678391959799,0.02512562814070352,0.10452261306532663,0.0592964824120603,0.062311557788944726,0.09949748743718594,0.031155778894472363,0.06834170854271357,0.09045226130653267,0.0743718592964824,0.06030150753768844,0.01507537688442211
28.49	0.9620575373732577	0.016080402010050253,0.06432160804020101,0.05829145728643216,0.09346733668341708,0.06432160804020101,0.027135678391959798,0.10452261306532663,0.06432160804020101,0.06532663316582915,0.08743718592964825,0.032160804020100506,0.07537688442211055,0.08844221105527639,0.08040201005025126,0.06432160804020101,0.01407035175879397
28.49	0.9539787861321757	0.010050251256281407,0.062311557788944726,0.07236180904522613,0.0914572864321608,0.07236180904522613,0.02613065326633166,0.09849246231155778,0.06532663316582915,0.062311557788944726,0.10050251256281408,0.027135678391959798,0.07236180904522613,0.09045226130653267,0.07336683417085427,0.06532663316582915,0.010050251256281407
28.49	0.9563241940778503	0.009045226130653266,0.061306532663316586,0.06934673366834171,0.08542713567839195,0.06532663316582915,0.02914572864321608,0.09849246231155778,0.06934673366834171,0.061306532663316586,0.09447236180904522,0.02512562814070352,0.0814070351758794,0.09045226130653267,0.07738693467336684,0.06934673366834171,0.01306532663316583
28.49	0.9531156678776391	0.007035175879396985,0.06030150753768844,0.07537688442211055,0.08944723618090453,0.07537688442211055,0.023115577889447236,0.09547738693467336,0.06733668341708543,0.06030150753768844,0.10452261306532663,0.023115577889447236,0.07236180904522613,0.08944723618090453,0.07236180904522613,0.06733668341708543,0.017085427135678392
28.49	0.9452721715144803	0.006030150753768844,0.06030150753768844,0.06331658291457286,0.10050251256281408,0.06934673366834171,0.019095477386934675,0.10954773869346733,0.06331658291457286,0.06030150753768844,0.1035175879396985,0.02512562814070352,0.07135678391959799,0.09447236180904522,0.07738693467336684,0.06331658291457286,0.01306532663316583
28.49	0.9603418040096215	0.018090452261306532,0.0592964824120603,0.07939698492462312,0.0914572864321608,0.07939698492462312,0.033165829145728645,0.09045226130653267,0.061306532663316586,0.0592964824120603,0.11155778894472362,0.033165829145728645,0.06030150753768844,0.0914572864321608,0.06030150753768844,0.061306532663316586,0.010050251256281407
28.49	0.9590212906329334	0.01306532663316583,0.06030150753768844,0.07336683417085427,0.08844221105527639,0.06834170854271357,0.04020100502512563,0.10150753768844221,0.05829145728643216,0.06030150753768844,0.10251256281407035,0.035175879396984924,0.07135678391959799,0.09447236180904522,0.06633165829145729,0.05829145728643216,0.008040201005025126
28.49	0.9649350362280178	0.01407035175879397,0.06834170854271357,0.06532663316582915,0.09045226130653267,0.06834170854271357,0.02814070351758794,0.09246231155778895,0.06834170854271357,0.06834170854271357,0.08743718592964825,0.031155778894472363,0.07135678391959799,0.08743718592964825,0.0743718592964824,0.06834170854271357,0.016080402010050253
28.49	0.9517003719911975	0.009045226130653266,0.05226130653266332,0.0814070351758794,0.09346733668341708,0.0763819095477387,0.033165829145728645,0.09246231155778895,0.06331658291457286,0.05226130653266332,0.12261306532663317,0.02814070351758794,0.062311557788944726,0.09849246231155778,0.05728643216080402,0.06331658291457286,0.01407035175879397
28.49	0.9555930190853721	0.008040201005025126,0.06834170854271357,0.06532663316582915,0.0964824120603015,0.06733668341708543,0.024120603015075376,0.09346733668341708,0.07135678391959799,0.06834170854271357,0.09246231155778895,0.02613065326633166,0.06834170854271357,0.09346733668341708,0.07035175879396985,0.07135678391959799,0.01507537688442211
28.49	0.9618676691492963	0.01507537688442211,0.061306532663316586,0.05728643216080402,0.09849246231155778,0.05728643216080402,0.036180904522613064,0.10251256281407035,0.06532663316582915,0.061306532663316586,0.09346733668341708,0.036180904522613064,0.07035175879396985,0.09748743718592964,0.07035175879396985,0.06532663316582915,0.012060301507537688
28.49	0.9612890024478741	0.007035175879396985,0.05226130653266332,0.08341708542713568,0.07839195979899498,0.08241206030150754,0.04522613065326633,0.09346733668341708,0.05728643216080402,0.05226130653266332,0.10854271356783919,0.044221105527638194,0.07336683417085427,0.07839195979899498,0.07236180904522613,0.05728643216080402,0.01407035175879397
28.49	0.9545001676559188	0.01306532663316583,0.06432160804020101,0.05728643216080402,0.09748743718592964,0.062311557788944726,0.023115577889447236,0.1135678391959799,0.06030150753768844,0.06532663316582915,0.09045226130653267,0.02814070351758794,0.0763819095477387,0.09346733668341708,0.08040201005025126,0.06030150753768844,0.01407035175879397
28.49	0.9607155090352784	0.010050251256281407,0.061306532663316586,0.08542713567839195,0.08341708542713568,0.07839195979899498,0.035175879396984924,0.09045226130653267,0.06030150753768844,0.061306532663316586,0.10753768844221105,0.02914572864321608,0.06733668341708543,0.09045226130653267,0.061306532663316586,0.061306532663316586,0.017085427135678392
28.49	0.9638125472004059	0.01507537688442211,0.06532663316582915,0.0592964824120603,0.0914572864321608,0.06733668341708543,0.03015075376884422,0.10452261306532663,0.061306532663316586,0.06532663316582915,0.0864321608040201,0.03819095477386935,0.0743718592964824,0.08442211055276382,0.08241206030150754,0.061306532663316586,0.01306532663316583
28.49	0.9582727290078269	0.009045226130653266,0.06532663316582915,0.06733668341708543,0.09547738693467336,0.0743718592964824,0.02613065326633166,0.09547738693467336,0.06532663316582915,0.06532663316582915,0.09748743718592964,0.033165829145728645,0.06532663316582915,0.08844221105527639,0.07236180904522613,0.06532663316582915,0.01407035175879397
28.49	0.9454008553753617	0.010050251256281407,0.0592964824120603,0.06331658291457286,0.0964824120603015,0.062311557788944726,0.021105527638190954,0.11557788944723618,0.061306532663316586,0.0592964824120603,0.10050251256281408,0.020100502512562814,0.08040201005025126,0.09748743718592964,0.07939698492462312,0.061306532663316586,0.012060301507537688
28.49	0.9547490374296095	0.017085427135678392,0.07035175879396985,0.06030150753768844,0.10050251256281408,0.06432160804020101,0.019095477386934675,0.09849246231155778,0.06934673366834171,0.07035175879396985,0.09045226130653267,0.023115577889447236,0.06733668341708543,0.0964824120603015,0.07135678391959799,0.06934673366834171,0.012060301507537688
28.49	0.9568841564935651	0.016080402010050253,0.07336683417085427,0.07035175879396985,0.09246231155778895,0.062311557788944726,0.02914572864321608,0.08743718592964825,0.07336683417085427,0.07336683417085427,0.08944723618090453,0.021105527638190954,0.06834170854271357,0.09949748743718594,0.061306532663316586,0.07336683417085427,0.009045226130653266
28.49	0.9497840817179294	0.011055276381909548,0.07135678391959799,0.06030150753768844,0.09748743718592964,0.05728643216080402,0.023115577889447236,0.10150753768844221,0.07135678391959799,0.07135678391959799,0.0864321608040201,0.020100502512562814,0.0743718592964824,0.10050251256281408,0.07236180904522613,0.07135678391959799,0.010050251256281407
28.49	0.9589818912390423	0.011055276381909548,0.06733668341708543,0.06633165829145729,0.09447236180904522,0.06432160804020101,0.03015075376884422,0.09849246231155778,0.06532663316582915,0.06733668341708543,0.09346733668341708,0.02814070351758794,0.07035175879396985,0.0964824120603015,0.06733668341708543,0.06532663316582915,0.01407035175879397
28.49	0.9608440908541661	0.017085427135678392,0.06934673366834171,0.05829145728643216,0.09547738693467336,0.061306532663316586,0.02814070351758794,0.09949748743718594,0.06834170854271357,0.06934673366834171,0.08442211055276382,0.031155778894472363,0.07236180904522613,0.09246231155778895,0.0743718592964824,0.06834170854271357,0.010050251256281407
28.49	0.9602488794081306	0.010050251256281407,0.0592964824120603,0.0743718592964824,0.08542713567839195,0.07939698492462312,0.02914572864321608,0.0964824120603015,0.06331658291457286,0.0592964824120603,0.10050251256281408,0.034170854271356785,0.07336683417085427,0.08040201005025126,0.07839195979899498,0.062311557788944726,0.01407035175879397
28.49	0.957769662011057	0.009045226130653266,0.05829145728643216,0.06934673366834171,0.09246231155778895,0.0743718592964824,0.02613065326633166,0.10653266331658291,0.05728643216080402,0.05829145728643216,0.10452261306532663,0.031155778894472363,0.07035175879396985,0.08844221105527639,0.07537688442211055,0.05728643216080402,0.021105527638190954
28.49	0.9452886281141257	0.008040201005025126,0.05527638190954774,0.08040201005025126,0.0914572864321608,0.07738693467336684,0.02512562814070352,0.1035175879396985,0.06030150753768844,0.05527638190954774,0.11557788944723618,0.022110552763819097,0.07236180904522613,0.09346733668341708,0.06934673366834171,0.06030150753768844,0.010050251256281407
28.49	0.9579017013302481	0.010050251256281407,0.061306532663316586,0.07236180904522613,0.09045226130653267,0.07035175879396985,0.03015075376884422,0.1035175879396985,0.0592964824120603,0.062311557788944726,0.10150753768844221,0.02814070351758794,0.07236180904522613,0.09246231155778895,0.07035175879396985,0.0592964824120603,0.016080402010050253
28.49	0.9523176280091409	0.005025125628140704,0.06633165829145729,0.06934673366834171,0.10050251256281408,0.0743718592964824,0.027135678391959798,0.09246231155778895,0.06633165829145729,0.06633165829145729,0.1035175879396985,0.032160804020100506,0.05829145728643216,0.09547738693467336,0.06331658291457286,0.06633165829145729,0.01306532663316583
28.49	0.9519657291323742	0.010050251256281407,0.07336683417085427,0.06934673366834171,0.09748743718592964,0.06432160804020101,0.02613065326633166,0.09547738693467336,0.06733668341708543,0.07336683417085427,0.09346733668341708,0.022110552763819097,0.06532663316582915,0.10251256281407035,0.061306532663316586,0.06733668341708543,0.011055276381909548
28.49	0.9528492435010804	0.007035175879396985,0.06030150753768844,0.07336683417085427,0.09447236180904522,0.07035175879396985,0.02914572864321608,0.09447236180904522,0.06733668341708543,0.06030150753768844,0.10653266331658291,0.02613065326633166,0.06834170854271357,0.0964824120603015,0.06532663316582915,0.06733668341708543,0.01306532663316583
28.49	0.9532157265043745	0.01306532663316583,0.05226130653266332,0.0864321608040201,0.08743718592964825,0.07939698492462312,0.036180904522613064,0.09949748743718594,0.05527638190954774,0.05226130653266332,0.12160804020100502,0.02814070351758794,0.06733668341708543,0.09447236180904522,0.0592964824120603,0.05527638190954774,0.012060301507537688
28.49	0.953041187112931	0.01306532663316583,0.06030150753768844,0.06532663316582915,0.09849246231155778,0.07035175879396985,0.020100502512562814,0.10854271356783919,0.06030150753768844,0.06030150753768844,0.1035175879396985,0.02512562814070352,0.07035175879396985,0.09246231155778895,0.07537688442211055,0.06030150753768844,0.016080402010050253
28.49	0.948240550818094	0.007035175879396985,0.06432160804020101,0.06934673366834171,0.09849246231155778,0.07035175879396985,0.021105527638190954,0.09849246231155778,0.06733668341708543,0.06432160804020101,0.1035175879396985,0.022110552763819097,0.06733668341708543,0.0964824120603015,0.06934673366834171,0.06733668341708543,0.01306532663316583
28.49	0.9525104533099628	0.012060301507537688,0.06733668341708543,0.06030150753768844,0.09447236180904522,0.062311557788944726,0.023115577889447236,0.10854271356783919,0.06532663316582915,0.06733668341708543,0.0864321608040201,0.02512562814070352,0.07939698492462312,0.0914572864321608,0.0814070351758794,0.06532663316582915,0.010050251256281407
28.49	0.9590290882318818	0.008040201005025126,0.061306532663316586,0.07839195979899498,0.08442211055276382,0.0814070351758794,0.027135678391959798,0.08944723618090453,0.06633165829145729,0.061306532663316586,0.10150753768844221,0.03015075376884422,0.07236180904522613,0.0814070351758794,0.0743718592964824,0.06633165829145729,0.016080402010050253
28.49	0.9538493181517539	0.011055276381909548,0.06532663316582915,0.061306532663316586,0.09547738693467336,0.06532663316582915,0.03015075376884422,0.11055276381909548,0.0592964824120603,0.06532663316582915,0.0914572864321608,0.034170854271356785,0.0743718592964824,0.0914572864321608,0.07839195979899498,0.0592964824120603,0.007035175879396985
28.49	0.9569115358478408	0.018090452261306532,0.06633165829145729,0.07135678391959799,0.09447236180904522,0.07537688442211055,0.023115577889447236,0.10050251256281408,0.06030150753768844,0.06633165829145729,0.09949748743718594,0.027135678391959798,0.06633165829145729,0.09045226130653267,0.07035175879396985,0.06030150753768844,0.010050251256281407
28.49	0.954378075953364	0.010050251256281407,0.062311557788944726,0.07939698492462312,0.09447236180904522,0.07738693467336684,0.03015075376884422,0.09346733668341708,0.061306532663316586,0.062311557788944726,0.11155778894472362,0.02814070351758794,0.06030150753768844,0.0964824120603015,0.05829145728643216,0.061306532663316586,0.01306532663316583
28.49	0.95991171997202	0.011055276381909548,0.0592964824120603,0.07537688442211055,0.08542713567839195,0.07336683417085427,0.044221105527638194,0.10050251256281408,0.05628140703517588,0.0592964824120603,0.10150753768844221,0.04221105527638191,0.07135678391959799,0.08743718592964825,0.06934673366834171,0.05628140703517588,0.007035175879396985
28.49	0.9537248687356834	0.010050251256281407,0.0592964824120603,0.07035175879396985,0.09748743718592964,0.06633165829145729,0.03015075376884422,0.09849246231155778,0.06532663316582915,0.0592964824120603,0.10753768844221105,0.02613065326633166,0.06733668341708543,0.10050251256281408,0.06331658291457286,0.06532663316582915,0.01306532663316583
28.49	0.9575951274122483	0.012060301507537688,0.05226130653266332,0.07035175879396985,0.08241206030150754,0.07135678391959799,0.035175879396984924,0.1135678391959799,0.054271356783919596,0.05226130653266332,0.10050251256281408,0.035175879396984924,0.08542713567839195,0.08241206030150754,0.08542713567839195,0.054271356783919596,0.01306532663316583
28.49	0.9587123754703174	0.006030150753768844,0.07135678391959799,0.07336683417085427,0.09246231155778895,0.07336683417085427,0.033165829145728645,0.08442211055276382,0.06934673366834171,0.07236180904522613,0.09346733668341708,0.033165829145728645,0.061306532663316586,0.09246231155778895,0.061306532663316586,0.06934673366834171,0.01306532663316583
28.49	0.9518898735808264	0.008040201005025126,0.062311557788944726,0.07537688442211055,0.09246231155778895,0.07537688442211055,0.03015075376884422,0.10251256281407035,0.05829145728643216,0.062311557788944726,0.10552763819095477,0.03015075376884422,0.06834170854271357,0.09246231155778895,0.06834170854271357,0.0592964824120603,0.009045226130653266
28.49	0.9574162332585532	0.011055276381909548,0.05829145728643216,0.06934673366834171,0.0914572864321608,0.07035175879396985,0.035175879396984924,0.10753768844221105,0.05628140703517588,0.05829145728643216,0.10251256281407035,0.0371859296482412,0.07236180904522613,0.08944723618090453,0.0743718592964824,0.05628140703517588,0.010050251256281407
28.49	0.9600886190273968	0.01306532663316583,0.05628140703517588,0.07537688442211055,0.08743718592964825,0.0763819095477387,0.027135678391959798,0.09849246231155778,0.062311557788944726,0.05628140703517588,0.10653266331658291,0.02814070351758794,0.07336683417085427,0.08542713567839195,0.0743718592964824,0.061306532663316586,0.018090452261306532
28.49	0.9584396475397191	0.01306532663316583,0.07035175879396985,0.06633165829145729,0.09447236180904522,0.06834170854271357,0.02512562814070352,0.09447236180904522,0.06834170854271357,0.07035175879396985,0.09045226130653267,0.027135678391959798,0.06834170854271357,0.09246231155778895,0.07035175879396985,0.06834170854271357,0.012060301507537688
28.49	0.9438640555384441	0.01306532663316583,0.062311557788944726,0.05527638190954774,0.10150753768844221,0.061306532663316586,0.017085427135678392,0.12361809045226131,0.05728643216080402,0.062311557788944726,0.09447236180904522,0.023115577889447236,0.07939698492462312,0.09547738693467336,0.08542713567839195,0.05728643216080402,0.011055276381909548
28.49	0.9520980551410406	0.01407035175879397,0.06532663316582915,0.07135678391959799,0.09748743718592964,0.06934673366834171,0.023115577889447236,0.0964824120603015,0.06633165829145729,0.06532663316582915,0.1035175879396985,0.021105527638190954,0.06532663316582915,0.09949748743718594,0.06331658291457286,0.06733668341708543,0.011055276381909548
28.49	0.9510850069114883	0.009045226130653266,0.054271356783919596,0.07939698492462312,0.0914572864321608,0.07839195979899498,0.03015075376884422,0.09849246231155778,0.061306532663316586,0.054271356783919596,0.11557788944723618,0.02914572864321608,0.06834170854271357,0.0914572864321608,0.06733668341708543,0.061306532663316586,0.010050251256281407
28.49	0.9479029080146159	0.008040201005025126,0.05829145728643216,0.07839195979899498,0.08944723618090453,0.07839195979899498,0.02814070351758794,0.11055276381909548,0.053266331658291456,0.05829145728643216,0.10854271356783919,0.02814070351758794,0.0743718592964824,0.08944723618090453,0.0743718592964824,0.053266331658291456,0.009045226130653266
28.49	0.9563113554208399	0.010050251256281407,0.06834170854271357,0.07135678391959799,0.09547738693467336,0.07035175879396985,0.03015075376884422,0.0914572864321608,0.06733668341708543,0.06834170854271357,0.09849246231155778,0.02814070351758794,0.06331658291457286,0.09748743718592964,0.061306532663316586,0.06733668341708543,0.011055276381909548
28.49	0.9497810244909037	0.011055276381909548,0.0592964824120603,0.07336683417085427,0.08944723618090453,0.0763819095477387,0.02613065326633166,0.10954773869346733,0.05628140703517588,0.0592964824120603,0.10452261306532663,0.02914572864321608,0.0763819095477387,0.08743718592964825,0.07839195979899498,0.05628140703517588,0.007035175879396985
28.49	0.9510043713055705	0.004020100502512563,0.06633165829145729,0.06733668341708543,0.09949748743718594,0.07236180904522613,0.02814070351758794,0.09849246231155778,0.06432160804020101,0.06532663316582915,0.10050251256281408,0.033165829145728645,0.06331658291457286,0.09346733668341708,0.06834170854271357,0.06432160804020101,0.011055276381909548
28.49	0.9541017559390572	0.009045226130653266,0.062311557788944726,0.06834170854271357,0.09547738693467336,0.0743718592964824,0.027135678391959798,0.10552763819095477,0.05829145728643216,0.062311557788944726,0.10150753768844221,0.033165829145728645,0.06834170854271357,0.08944723618090453,0.0743718592964824,0.0592964824120603,0.011055276381909548
28.49	0.9505585405216502	0.011055276381909548,0.06331658291457286,0.07939698492462312,0.09045226130653267,0.0763819095477387,0.02914572864321608,0.10150753768844221,0.05829145728643216,0.062311557788944726,0.10753768844221105,0.02613065326633166,0.06934673366834171,0.09346733668341708,0.06633165829145729,0.05829145728643216,0.007035175879396985
28.49	0.9539676649873166	0.007035175879396985,0.05829145728643216,0.06532663316582915,0.09045226130653267,0.06733668341708543,0.02613065326633166,0.10150753768844221,0.06834170854271357,0.05829145728643216,0.09748743718592964,0.02814070351758794,0.07939698492462312,0.08844221105527639,0.0814070351758794,0.06834170854271357,0.01407035175879397
28.49	0.9577236580853525	0.012060301507537688,0.05527638190954774,0.07839195979899498,0.08442211055276382,0.07537688442211055,0.035175879396984924,0.10150753768844221,0.05829145728643216,0.05527638190954774,0.10854271356783919,0.032160804020100506,0.0743718592964824,0.08844221105527639,0.07135678391959799,0.05829145728643216,0.011055276381909548
28.49	0.9641856208633938	0.012060301507537688,0.06331658291457286,0.07236180904522613,0.08341708542713568,0.07135678391959799,0.032160804020100506,0.09949748743718594,0.061306532663316586,0.06331658291457286,0.09246231155778895,0.031155778894472363,0.07839195979899498,0.08442211055276382,0.0763819095477387,0.061306532663316586,0.017085427135678392
28.49	0.9584931176160995	0.005025125628140704,0.04924623115577889,0.06331658291457286,0.08844221105527639,0.06532663316582915,0.04020100502512563,0.10854271356783919,0.0592964824120603,0.04924623115577889,0.1035175879396985,0.04120603015075377,0.07939698492462312,0.08743718592964825,0.08040201005025126,0.0592964824120603,0.020100502512562814
28.49	0.9575924088312495	0.008040201005025126,0.06030150753768844,0.06733668341708543,0.08844221105527639,0.06633165829145729,0.027135678391959798,0.09849246231155778,0.06834170854271357,0.06030150753768844,0.09547738693467336,0.027135678391959798,0.07839195979899498,0.08944723618090453,0.07839195979899498,0.06934673366834171,0.017085427135678392
28.49	0.9570200783244103	0.009045226130653266,0.0592964824120603,0.07236180904522613,0.0914572864321608,0.0743718592964824,0.02814070351758794,0.10050251256281408,0.061306532663316586,0.0592964824120603,0.10452261306532663,0.031155778894472363,0.07035175879396985,0.08944723618090453,0.07236180904522613,0.061306532663316586,0.01507537688442211
28.49	0.9514164098731572	0.011055276381909548,0.06834170854271357,0.08040201005025126,0.09246231155778895,0.0743718592964824,0.02914572864321608,0.08743718592964825,0.06733668341708543,0.06834170854271357,0.10552763819095477,0.023115577889447236,0.062311557788944726,0.09949748743718594,0.05527638190954774,0.06733668341708543,0.008040201005025126
28.49	0.9458293265543671	0.008040201005025126,0.05527638190954774,0.06432160804020101,0.09346733668341708,0.07035175879396985,0.024120603015075376,0.12060301507537688,0.05527638190954774,0.05527638190954774,0.10251256281407035,0.03015075376884422,0.0814070351758794,0.08743718592964825,0.08743718592964825,0.054271356783919596,0.010050251256281407
28.49	0.9489708155210439	0.010050251256281407,0.06532663316582915,0.06834170854271357,0.09849246231155778,0.07035175879396985,0.02512562814070352,0.11055276381909548,0.05628140703517588,0.06633165829145729,0.10150753768844221,0.027135678391959798,0.06834170854271357,0.0964824120603015,0.07035175879396985,0.05628140703517588,0.009045226130653266
28.49	0.9480023762395838	0.009045226130653266,0.0592964824120603,0.0763819095477387,0.09246231155778895,0.07537688442211055,0.02512562814070352,0.10452261306532663,0.0592964824120603,0.0592964824120603,0.10954773869346733,0.02512562814070352,0.07135678391959799,0.09346733668341708,0.07135678391959799,0.0592964824120603,0.009045226130653266
28.49	0.9543792627842573	0.008040201005025126,0.06030150753768844,0.0743718592964824,0.09246231155778895,0.07135678391959799,0.03015075376884422,0.09246231155778895,0.06834170854271357,0.06030150753768844,0.10552763819095477,0.027135678391959798,0.06834170854271357,0.09547738693467336,0.06532663316582915,0.06834170854271357,0.012060301507537688
28.49	0.9633064214700076	0.016080402010050253,0.06030150753768844,0.07336683417085427,0.08844221105527639,0.07035175879396985,0.031155778894472363,0.09949748743718594,0.061306532663316586,0.06030150753768844,0.10150753768844221,0.02814070351758794,0.07236180904522613,0.09045226130653267,0.06934673366834171,0.06030150753768844,0.017085427135678392
28.49	0.9547959659393653	0.004020100502512563,0.061306532663316586,0.07135678391959799,0.09346733668341708,0.07939698492462312,0.024120603015075376,0.09547738693467336,0.06432160804020101,0.061306532663316586,0.1035175879396985,0.031155778894472363,0.06633165829145729,0.0864321608040201,0.07336683417085427,0.06432160804020101,0.020100502512562814
28.49	0.952486582227887	0.007035175879396985,0.062311557788944726,0.06934673366834171,0.09346733668341708,0.06633165829145729,0.02512562814070352,0.09246231155778895,0.07236180904522613,0.062311557788944726,0.10050251256281408,0.022110552763819097,0.07236180904522613,0.0964824120603015,0.06934673366834171,0.07336683417085427,0.01507537688442211
28.49	0.9459017534955996	0.006030150753768844,0.06030150753768844,0.07336683417085427,0.09748743718592964,0.07035175879396985,0.03015075376884422,0.10653266331658291,0.05829145728643216,0.06030150753768844,0.11055276381909548,0.02814070351758794,0.06733668341708543,0.09949748743718594,0.06532663316582915,0.05829145728643216,0.008040201005025126
28.49	0.9481180845942753	0.010050251256281407,0.06030150753768844,0.0743718592964824,0.09849246231155778,0.07738693467336684,0.019095477386934675,0.09849246231155778,0.06331658291457286,0.061306532663316586,0.11256281407035176,0.022110552763819097,0.06331658291457286,0.09547738693467336,0.06633165829145729,0.06331658291457286,0.01407035175879397
28.49	0.9660574330159464	0.019095477386934675,0.06331658291457286,0.06532663316582915,0.08542713567839195,0.061306532663316586,0.035175879396984924,0.09949748743718594,0.06633165829145729,0.06331658291457286,0.0864321608040201,0.031155778894472363,0.08040201005025126,0.08844221105527639,0.0763819095477387,0.06633165829145729,0.012060301507537688
28.49	0.9567175605435401	0.009045226130653266,0.05527638190954774,0.08040201005025126,0.08341708542713568,0.08743718592964825,0.02914572864321608,0.09849246231155778,0.05728643216080402,0.05527638190954774,0.10854271356783919,0.035175879396984924,0.07336683417085427,0.0763819095477387,0.07939698492462312,0.05728643216080402,0.01407035175879397
28.49	0.9453003724665648	0.005025125628140704,0.05728643216080402,0.0763819095477387,0.09246231155778895,0.07537688442211055,0.02512562814070352,0.10050251256281408,0.06432160804020101,0.05728643216080402,0.11155778894472362,0.024120603015075376,0.07135678391959799,0.09447236180904522,0.07035175879396985,0.06432160804020101,0.010050251256281407
