β	Permutation_Entropy	Pattern_Probabilities
2.49	0.9262389851033561	0.07336683417085427,0.0763819095477387,0.11758793969849246,0.04120603015075377,0.12160804020100502,0.10954773869346733,0.04924623115577889,0.019095477386934675,0.07738693467336684,0.08241206030150754,0.1135678391959799,0.027135678391959798,0.03819095477386935,0.031155778894472363,0.019095477386934675,0.003015075376884422
2.49	0.9506844241425432	0.04522613065326633,0.06733668341708543,0.11155778894472362,0.053266331658291456,0.11758793969849246,0.08743718592964825,0.07135678391959799,0.022110552763819097,0.06633165829145729,0.09748743718592964,0.09447236180904522,0.04020100502512563,0.04623115577889447,0.04723618090452261,0.022110552763819097,0.010050251256281407
2.49	0.9717275949074095	0.0592964824120603,0.0743718592964824,0.09447236180904522,0.05728643216080402,0.09949748743718594,0.08442211055276382,0.07236180904522613,0.02613065326633166,0.0743718592964824,0.07738693467336684,0.08944723618090453,0.04020100502512563,0.053266331658291456,0.04522613065326633,0.02613065326633166,0.02613065326633166
2.49	0.9256583556075282	0.08040201005025126,0.09246231155778895,0.12361809045226131,0.04824120603015075,0.13969849246231156,0.0743718592964824,0.04824120603015075,0.019095477386934675,0.09246231155778895,0.07939698492462312,0.09045226130653267,0.019095477386934675,0.032160804020100506,0.035175879396984924,0.019095477386934675,0.006030150753768844
2.49	0.9460777823361756	0.07537688442211055,0.08341708542713568,0.11457286432160804,0.04522613065326633,0.1185929648241206,0.0914572864321608,0.054271356783919596,0.021105527638190954,0.08442211055276382,0.07537688442211055,0.09547738693467336,0.03015075376884422,0.04120603015075377,0.034170854271356785,0.021105527638190954,0.01407035175879397
2.49	0.9529927504317486	0.07135678391959799,0.07738693467336684,0.1185929648241206,0.04623115577889447,0.12361809045226131,0.07939698492462312,0.054271356783919596,0.024120603015075376,0.07738693467336684,0.08743718592964825,0.08542713567839195,0.032160804020100506,0.04120603015075377,0.03819095477386935,0.024120603015075376,0.019095477386934675
2.49	0.9449722877734941	0.0864321608040201,0.08442211055276382,0.10653266331658291,0.05728643216080402,0.11457286432160804,0.08442211055276382,0.0592964824120603,0.019095477386934675,0.08341708542713568,0.07939698492462312,0.09246231155778895,0.021105527638190954,0.04824120603015075,0.03015075376884422,0.019095477386934675,0.01407035175879397
2.49	0.9472727263517914	0.08743718592964825,0.0814070351758794,0.11959798994974874,0.04522613065326633,0.12864321608040202,0.06733668341708543,0.05728643216080402,0.022110552763819097,0.08241206030150754,0.08341708542713568,0.0763819095477387,0.034170854271356785,0.036180904522613064,0.04321608040201005,0.022110552763819097,0.01306532663316583
2.49	0.936883831624679	0.0743718592964824,0.07738693467336684,0.12060301507537688,0.04020100502512563,0.13165829145728644,0.09346733668341708,0.04522613065326633,0.018090452261306532,0.07738693467336684,0.08341708542713568,0.10552763819095477,0.023115577889447236,0.02814070351758794,0.035175879396984924,0.018090452261306532,0.02814070351758794
2.49	0.9504029712449475	0.08040201005025126,0.08743718592964825,0.11256281407035176,0.05025125628140704,0.12060301507537688,0.08040201005025126,0.04924623115577889,0.02512562814070352,0.08743718592964825,0.07537688442211055,0.08844221105527639,0.024120603015075376,0.04221105527638191,0.032160804020100506,0.02512562814070352,0.019095477386934675
2.49	0.9328455624414442	0.06934673366834171,0.08442211055276382,0.10452261306532663,0.053266331658291456,0.12060301507537688,0.09346733668341708,0.06633165829145729,0.01407035175879397,0.08442211055276382,0.07336683417085427,0.11055276381909548,0.02613065326633166,0.0371859296482412,0.04321608040201005,0.01407035175879397,0.005025125628140704
2.49	0.9556802634174556	0.0814070351758794,0.07839195979899498,0.10753768844221105,0.04723618090452261,0.11256281407035176,0.08944723618090453,0.05628140703517588,0.023115577889447236,0.07839195979899498,0.0763819095477387,0.09447236180904522,0.032160804020100506,0.04221105527638191,0.0371859296482412,0.023115577889447236,0.020100502512562814
2.49	0.940457114951419	0.06532663316582915,0.0864321608040201,0.12261306532663317,0.04824120603015075,0.135678391959799,0.07236180904522613,0.053266331658291456,0.023115577889447236,0.0864321608040201,0.08442211055276382,0.08542713567839195,0.02814070351758794,0.035175879396984924,0.04120603015075377,0.023115577889447236,0.009045226130653266
2.49	0.9343302478014108	0.08040201005025126,0.09045226130653267,0.1135678391959799,0.05125628140703518,0.12160804020100502,0.08341708542713568,0.06030150753768844,0.017085427135678392,0.0914572864321608,0.0743718592964824,0.0914572864321608,0.02613065326633166,0.04321608040201005,0.034170854271356785,0.017085427135678392,0.004020100502512563
2.49	0.9534444416333299	0.07738693467336684,0.07839195979899498,0.0964824120603015,0.054271356783919596,0.10653266331658291,0.0964824120603015,0.061306532663316586,0.023115577889447236,0.07738693467336684,0.07236180904522613,0.10653266331658291,0.03015075376884422,0.04321608040201005,0.04120603015075377,0.023115577889447236,0.012060301507537688
2.49	0.9324990046983221	0.08040201005025126,0.08241206030150754,0.10854271356783919,0.044221105527638194,0.11959798994974874,0.10653266331658291,0.05025125628140704,0.017085427135678392,0.08241206030150754,0.07035175879396985,0.11758793969849246,0.023115577889447236,0.033165829145728645,0.034170854271356785,0.017085427135678392,0.01306532663316583
2.49	0.9340498385246913	0.0743718592964824,0.07939698492462312,0.11457286432160804,0.04824120603015075,0.12562814070351758,0.09045226130653267,0.061306532663316586,0.01507537688442211,0.07939698492462312,0.08341708542713568,0.10150753768844221,0.02814070351758794,0.0371859296482412,0.03919597989949749,0.01507537688442211,0.007035175879396985
2.49	0.9423136159919147	0.0743718592964824,0.07236180904522613,0.11256281407035176,0.054271356783919596,0.12261306532663317,0.08542713567839195,0.06030150753768844,0.020100502512562814,0.07236180904522613,0.09547738693467336,0.09547738693467336,0.02512562814070352,0.04522613065326633,0.035175879396984924,0.020100502512562814,0.009045226130653266
2.49	0.9549113919979239	0.07537688442211055,0.08743718592964825,0.10150753768844221,0.04924623115577889,0.10552763819095477,0.09246231155778895,0.061306532663316586,0.024120603015075376,0.08743718592964825,0.062311557788944726,0.0964824120603015,0.036180904522613064,0.044221105527638194,0.04120603015075377,0.024120603015075376,0.011055276381909548
2.49	0.9548281211391992	0.07336683417085427,0.08241206030150754,0.10653266331658291,0.044221105527638194,0.10452261306532663,0.10050251256281408,0.05628140703517588,0.02512562814070352,0.08241206030150754,0.06733668341708543,0.09949748743718594,0.0371859296482412,0.04522613065326633,0.036180904522613064,0.02512562814070352,0.01407035175879397
2.49	0.9528409122456387	0.06432160804020101,0.08040201005025126,0.10452261306532663,0.053266331658291456,0.11557788944723618,0.09045226130653267,0.0592964824120603,0.023115577889447236,0.08040201005025126,0.07738693467336684,0.10150753768844221,0.02914572864321608,0.04221105527638191,0.04020100502512563,0.023115577889447236,0.01507537688442211
2.49	0.9503315759856655	0.0763819095477387,0.0864321608040201,0.11457286432160804,0.04723618090452261,0.11557788944723618,0.08341708542713568,0.061306532663316586,0.019095477386934675,0.08542713567839195,0.07537688442211055,0.08542713567839195,0.033165829145728645,0.04522613065326633,0.035175879396984924,0.019095477386934675,0.017085427135678392
2.49	0.9560355775671001	0.06432160804020101,0.0743718592964824,0.1035175879396985,0.05527638190954774,0.10954773869346733,0.08442211055276382,0.07336683417085427,0.021105527638190954,0.07336683417085427,0.08442211055276382,0.0914572864321608,0.03919597989949749,0.04824120603015075,0.04623115577889447,0.021105527638190954,0.010050251256281407
2.49	0.9476751549370668	0.062311557788944726,0.08442211055276382,0.11658291457286432,0.04723618090452261,0.11658291457286432,0.09346733668341708,0.05728643216080402,0.020100502512562814,0.08442211055276382,0.07839195979899498,0.09346733668341708,0.03015075376884422,0.04623115577889447,0.031155778894472363,0.020100502512562814,0.018090452261306532
2.49	0.9623409761688391	0.0592964824120603,0.07738693467336684,0.09849246231155778,0.04522613065326633,0.09849246231155778,0.10753768844221105,0.05728643216080402,0.02814070351758794,0.07738693467336684,0.06733668341708543,0.10753768844221105,0.04020100502512563,0.04623115577889447,0.04020100502512563,0.02814070351758794,0.021105527638190954
2.49	0.9569701157358664	0.06331658291457286,0.07537688442211055,0.09949748743718594,0.044221105527638194,0.09447236180904522,0.1135678391959799,0.06432160804020101,0.021105527638190954,0.07537688442211055,0.06834170854271357,0.10954773869346733,0.04120603015075377,0.04924623115577889,0.0371859296482412,0.022110552763819097,0.021105527638190954
2.49	0.9497595297316787	0.061306532663316586,0.07738693467336684,0.11557788944723618,0.04824120603015075,0.12361809045226131,0.08743718592964825,0.054271356783919596,0.024120603015075376,0.07738693467336684,0.0864321608040201,0.09547738693467336,0.031155778894472363,0.03919597989949749,0.03919597989949749,0.024120603015075376,0.01507537688442211
2.49	0.945024829809339	0.0763819095477387,0.0814070351758794,0.11155778894472362,0.04924623115577889,0.12462311557788945,0.08341708542713568,0.05628140703517588,0.021105527638190954,0.0814070351758794,0.07939698492462312,0.0964824120603015,0.02814070351758794,0.0371859296482412,0.04120603015075377,0.021105527638190954,0.011055276381909548
2.49	0.9517525492570676	0.06633165829145729,0.07537688442211055,0.1185929648241206,0.05025125628140704,0.11055276381909548,0.08743718592964825,0.06532663316582915,0.018090452261306532,0.07537688442211055,0.09346733668341708,0.07939698492462312,0.034170854271356785,0.05829145728643216,0.02613065326633166,0.018090452261306532,0.023115577889447236
2.49	0.9609572877544431	0.07537688442211055,0.07236180904522613,0.10251256281407035,0.04522613065326633,0.1035175879396985,0.09849246231155778,0.0592964824120603,0.02613065326633166,0.07236180904522613,0.0763819095477387,0.09949748743718594,0.03919597989949749,0.04522613065326633,0.04020100502512563,0.02613065326633166,0.018090452261306532
2.49	0.9437616045982663	0.05829145728643216,0.08442211055276382,0.10050251256281408,0.05125628140703518,0.11457286432160804,0.1035175879396985,0.0592964824120603,0.019095477386934675,0.08542713567839195,0.06733668341708543,0.11658291457286432,0.027135678391959798,0.03819095477386935,0.04020100502512563,0.019095477386934675,0.01507537688442211
2.49	0.9504847768433914	0.1035175879396985,0.07135678391959799,0.0964824120603015,0.044221105527638194,0.10954773869346733,0.09748743718592964,0.053266331658291456,0.023115577889447236,0.07135678391959799,0.06834170854271357,0.11055276381909548,0.032160804020100506,0.03015075376884422,0.04623115577889447,0.023115577889447236,0.019095477386934675
2.49	0.9441512140093439	0.07035175879396985,0.08944723618090453,0.11055276381909548,0.053266331658291456,0.11457286432160804,0.08944723618090453,0.061306532663316586,0.017085427135678392,0.08944723618090453,0.0743718592964824,0.09346733668341708,0.02512562814070352,0.04924623115577889,0.02914572864321608,0.017085427135678392,0.016080402010050253
2.49	0.9382724442510987	0.08040201005025126,0.08442211055276382,0.11557788944723618,0.04723618090452261,0.12160804020100502,0.08944723618090453,0.05829145728643216,0.016080402010050253,0.08442211055276382,0.07738693467336684,0.09547738693467336,0.02814070351758794,0.04020100502512563,0.034170854271356785,0.016080402010050253,0.011055276381909548
2.49	0.9416234669309883	0.07738693467336684,0.08442211055276382,0.11658291457286432,0.05025125628140704,0.12060301507537688,0.08542713567839195,0.05728643216080402,0.020100502512562814,0.08442211055276382,0.08241206030150754,0.08844221105527639,0.027135678391959798,0.04623115577889447,0.03015075376884422,0.020100502512562814,0.009045226130653266
2.49	0.9482605246638237	0.05728643216080402,0.07939698492462312,0.1135678391959799,0.053266331658291456,0.12361809045226131,0.0814070351758794,0.06432160804020101,0.021105527638190954,0.07839195979899498,0.08743718592964825,0.0914572864321608,0.032160804020100506,0.04221105527638191,0.04221105527638191,0.021105527638190954,0.011055276381909548
2.49	0.9493387259370805	0.08040201005025126,0.0814070351758794,0.1185929648241206,0.0371859296482412,0.11758793969849246,0.09447236180904522,0.04723618090452261,0.023115577889447236,0.0814070351758794,0.0743718592964824,0.09346733668341708,0.033165829145728645,0.03819095477386935,0.032160804020100506,0.023115577889447236,0.024120603015075376
2.49	0.9426179045007967	0.0864321608040201,0.08341708542713568,0.1135678391959799,0.044221105527638194,0.12261306532663317,0.08844221105527639,0.05025125628140704,0.021105527638190954,0.08341708542713568,0.07537688442211055,0.09748743718592964,0.027135678391959798,0.035175879396984924,0.036180904522613064,0.021105527638190954,0.01407035175879397
2.49	0.9385048046691358	0.05226130653266332,0.0814070351758794,0.12361809045226131,0.044221105527638194,0.12562814070351758,0.09346733668341708,0.05829145728643216,0.018090452261306532,0.0814070351758794,0.08743718592964825,0.09547738693467336,0.032160804020100506,0.04221105527638191,0.034170854271356785,0.018090452261306532,0.012060301507537688
2.49	0.9337895491819669	0.061306532663316586,0.07939698492462312,0.11256281407035176,0.04723618090452261,0.12763819095477386,0.09949748743718594,0.053266331658291456,0.020100502512562814,0.07839195979899498,0.08040201005025126,0.11457286432160804,0.02613065326633166,0.031155778894472363,0.04120603015075377,0.019095477386934675,0.008040201005025126
2.49	0.9317483332737969	0.0743718592964824,0.09547738693467336,0.11758793969849246,0.044221105527638194,0.12462311557788945,0.09547738693467336,0.04723618090452261,0.019095477386934675,0.09447236180904522,0.06633165829145729,0.10251256281407035,0.022110552763819097,0.036180904522613064,0.02914572864321608,0.019095477386934675,0.012060301507537688
2.49	0.947178774559436	0.07939698492462312,0.08542713567839195,0.1185929648241206,0.05226130653266332,0.1185929648241206,0.07537688442211055,0.06030150753768844,0.020100502512562814,0.08442211055276382,0.0864321608040201,0.07537688442211055,0.02814070351758794,0.05226130653266332,0.02814070351758794,0.020100502512562814,0.01507537688442211
2.49	0.9553178590606278	0.053266331658291456,0.06030150753768844,0.10150753768844221,0.05025125628140704,0.11557788944723618,0.10150753768844221,0.05728643216080402,0.027135678391959798,0.06030150753768844,0.0914572864321608,0.11457286432160804,0.034170854271356785,0.036180904522613064,0.04824120603015075,0.027135678391959798,0.021105527638190954
2.49	0.9480135970874498	0.07135678391959799,0.07939698492462312,0.10753768844221105,0.04623115577889447,0.1135678391959799,0.0964824120603015,0.061306532663316586,0.020100502512562814,0.07839195979899498,0.07537688442211055,0.10251256281407035,0.035175879396984924,0.04020100502512563,0.04120603015075377,0.020100502512562814,0.011055276381909548
2.49	0.9556944949498336	0.05527638190954774,0.06532663316582915,0.10854271356783919,0.04623115577889447,0.11055276381909548,0.0964824120603015,0.06834170854271357,0.023115577889447236,0.06633165829145729,0.08944723618090453,0.09748743718592964,0.04522613065326633,0.04522613065326633,0.04623115577889447,0.023115577889447236,0.01306532663316583
2.49	0.9239572704012327	0.08341708542713568,0.0864321608040201,0.12663316582914572,0.04321608040201005,0.12663316582914572,0.08743718592964825,0.0592964824120603,0.012060301507537688,0.0864321608040201,0.08341708542713568,0.08844221105527639,0.02814070351758794,0.04321608040201005,0.02814070351758794,0.012060301507537688,0.005025125628140704
2.49	0.9503445155148426	0.07035175879396985,0.07738693467336684,0.1135678391959799,0.04723618090452261,0.12060301507537688,0.08542713567839195,0.05829145728643216,0.023115577889447236,0.07839195979899498,0.08341708542713568,0.09246231155778895,0.033165829145728645,0.04120603015075377,0.04020100502512563,0.023115577889447236,0.012060301507537688
2.49	0.952708864421901	0.054271356783919596,0.07738693467336684,0.10050251256281408,0.04924623115577889,0.11658291457286432,0.09447236180904522,0.061306532663316586,0.02512562814070352,0.07738693467336684,0.07236180904522613,0.11055276381909548,0.0371859296482412,0.033165829145728645,0.053266331658291456,0.02512562814070352,0.012060301507537688
2.49	0.9394032052381006	0.07939698492462312,0.08844221105527639,0.11155778894472362,0.04924623115577889,0.12562814070351758,0.08944723618090453,0.044221105527638194,0.022110552763819097,0.08944723618090453,0.07135678391959799,0.1035175879396985,0.017085427135678392,0.035175879396984924,0.031155778894472363,0.022110552763819097,0.020100502512562814
2.49	0.9364498802898247	0.062311557788944726,0.0864321608040201,0.10552763819095477,0.05125628140703518,0.11557788944723618,0.10251256281407035,0.061306532663316586,0.017085427135678392,0.0864321608040201,0.06934673366834171,0.11256281407035176,0.027135678391959798,0.04120603015075377,0.0371859296482412,0.017085427135678392,0.007035175879396985
2.49	0.9400337120835656	0.06532663316582915,0.08341708542713568,0.12160804020100502,0.0371859296482412,0.11959798994974874,0.09949748743718594,0.05628140703517588,0.019095477386934675,0.08341708542713568,0.07537688442211055,0.0964824120603015,0.03819095477386935,0.04020100502512563,0.035175879396984924,0.019095477386934675,0.010050251256281407
2.49	0.9457660527335413	0.07135678391959799,0.06934673366834171,0.10452261306532663,0.05527638190954774,0.11959798994974874,0.08743718592964825,0.06633165829145729,0.020100502512562814,0.06934673366834171,0.08944723618090453,0.10251256281407035,0.031155778894472363,0.03919597989949749,0.04723618090452261,0.020100502512562814,0.007035175879396985
2.49	0.9529075198306565	0.07537688442211055,0.08241206030150754,0.09346733668341708,0.05628140703517588,0.11457286432160804,0.08743718592964825,0.061306532663316586,0.021105527638190954,0.08241206030150754,0.06733668341708543,0.10854271356783919,0.027135678391959798,0.035175879396984924,0.04824120603015075,0.022110552763819097,0.017085427135678392
2.49	0.9439890344208282	0.07236180904522613,0.0864321608040201,0.10653266331658291,0.04522613065326633,0.12160804020100502,0.0914572864321608,0.05125628140703518,0.02512562814070352,0.0864321608040201,0.06633165829145729,0.10653266331658291,0.031155778894472363,0.03015075376884422,0.04623115577889447,0.02512562814070352,0.008040201005025126
2.49	0.9482105651434135	0.07336683417085427,0.08040201005025126,0.1035175879396985,0.04221105527638191,0.10753768844221105,0.10854271356783919,0.05728643216080402,0.018090452261306532,0.0814070351758794,0.06432160804020101,0.11256281407035176,0.033165829145728645,0.03819095477386935,0.0371859296482412,0.018090452261306532,0.024120603015075376
2.49	0.9410834916227285	0.07236180904522613,0.09045226130653267,0.10954773869346733,0.053266331658291456,0.12261306532663317,0.0763819095477387,0.06834170854271357,0.016080402010050253,0.0914572864321608,0.07236180904522613,0.08844221105527639,0.031155778894472363,0.04120603015075377,0.04321608040201005,0.016080402010050253,0.007035175879396985
2.49	0.9573195293839107	0.08040201005025126,0.08040201005025126,0.0964824120603015,0.04924623115577889,0.10653266331658291,0.09447236180904522,0.0592964824120603,0.02512562814070352,0.08040201005025126,0.06432160804020101,0.10452261306532663,0.035175879396984924,0.03819095477386935,0.04522613065326633,0.02512562814070352,0.01507537688442211
2.49	0.9291473770587445	0.06633165829145729,0.08743718592964825,0.1306532663316583,0.033165829145728645,0.12663316582914572,0.09547738693467336,0.05829145728643216,0.01407035175879397,0.08743718592964825,0.07537688442211055,0.0914572864321608,0.03919597989949749,0.036180904522613064,0.036180904522613064,0.01407035175879397,0.008040201005025126
2.49	0.9464043076605297	0.08040201005025126,0.07738693467336684,0.11557788944723618,0.03919597989949749,0.11758793969849246,0.09849246231155778,0.04824120603015075,0.024120603015075376,0.07738693467336684,0.07738693467336684,0.10050251256281408,0.033165829145728645,0.036180904522613064,0.035175879396984924,0.024120603015075376,0.01507537688442211
2.49	0.946452270011068	0.08241206030150754,0.07939698492462312,0.1135678391959799,0.044221105527638194,0.11557788944723618,0.09246231155778895,0.05527638190954774,0.022110552763819097,0.07839195979899498,0.07939698492462312,0.09447236180904522,0.033165829145728645,0.04221105527638191,0.035175879396984924,0.022110552763819097,0.010050251256281407
2.49	0.9274100928419265	0.061306532663316586,0.08341708542713568,0.11758793969849246,0.04020100502512563,0.11658291457286432,0.10954773869346733,0.061306532663316586,0.01507537688442211,0.08341708542713568,0.07336683417085427,0.10854271356783919,0.036180904522613064,0.04120603015075377,0.035175879396984924,0.01507537688442211,0.0020100502512562816
2.49	0.9414734563735371	0.07738693467336684,0.07236180904522613,0.09849246231155778,0.04623115577889447,0.10854271356783919,0.11457286432160804,0.05527638190954774,0.020100502512562814,0.07236180904522613,0.07236180904522613,0.12462311557788945,0.03015075376884422,0.036180904522613064,0.03919597989949749,0.020100502512562814,0.012060301507537688
2.49	0.9403269722472475	0.06934673366834171,0.09045226130653267,0.12060301507537688,0.044221105527638194,0.12562814070351758,0.08944723618090453,0.04924623115577889,0.020100502512562814,0.09045226130653267,0.0743718592964824,0.09346733668341708,0.02512562814070352,0.03919597989949749,0.03015075376884422,0.020100502512562814,0.018090452261306532
2.49	0.96269428969514	0.06834170854271357,0.08341708542713568,0.10854271356783919,0.04924623115577889,0.11758793969849246,0.0743718592964824,0.05829145728643216,0.027135678391959798,0.08341708542713568,0.07537688442211055,0.08341708542713568,0.036180904522613064,0.04020100502512563,0.04522613065326633,0.027135678391959798,0.022110552763819097
2.49	0.943474823084643	0.06532663316582915,0.0763819095477387,0.11155778894472362,0.04321608040201005,0.11457286432160804,0.10150753768844221,0.05829145728643216,0.022110552763819097,0.0763819095477387,0.07939698492462312,0.10452261306532663,0.0371859296482412,0.04120603015075377,0.04020100502512563,0.023115577889447236,0.005025125628140704
2.49	0.9435216097161138	0.061306532663316586,0.07939698492462312,0.10452261306532663,0.04924623115577889,0.1185929648241206,0.09849246231155778,0.061306532663316586,0.019095477386934675,0.07939698492462312,0.0743718592964824,0.11256281407035176,0.031155778894472363,0.035175879396984924,0.04522613065326633,0.019095477386934675,0.011055276381909548
2.49	0.9354614054014482	0.06532663316582915,0.0763819095477387,0.1185929648241206,0.036180904522613064,0.12160804020100502,0.10753768844221105,0.054271356783919596,0.017085427135678392,0.0763819095477387,0.07839195979899498,0.11155778894472362,0.035175879396984924,0.033165829145728645,0.03819095477386935,0.017085427135678392,0.01306532663316583
2.49	0.9456696960785352	0.0763819095477387,0.07738693467336684,0.11055276381909548,0.053266331658291456,0.12562814070351758,0.07839195979899498,0.061306532663316586,0.019095477386934675,0.07738693467336684,0.0864321608040201,0.09447236180904522,0.027135678391959798,0.0371859296482412,0.04321608040201005,0.019095477386934675,0.01306532663316583
2.49	0.9451615534704396	0.08944723618090453,0.08341708542713568,0.11557788944723618,0.04120603015075377,0.11959798994974874,0.08542713567839195,0.05728643216080402,0.017085427135678392,0.08341708542713568,0.07336683417085427,0.09045226130653267,0.033165829145728645,0.0371859296482412,0.0371859296482412,0.017085427135678392,0.019095477386934675
2.49	0.9570407998358731	0.06331658291457286,0.0743718592964824,0.10552763819095477,0.04321608040201005,0.09949748743718594,0.10552763819095477,0.06733668341708543,0.021105527638190954,0.07537688442211055,0.0743718592964824,0.09849246231155778,0.04522613065326633,0.05025125628140704,0.03819095477386935,0.021105527638190954,0.017085427135678392
2.49	0.9412829326960224	0.06733668341708543,0.08241206030150754,0.10150753768844221,0.05226130653266332,0.10653266331658291,0.09849246231155778,0.07537688442211055,0.01407035175879397,0.08241206030150754,0.07135678391959799,0.10251256281407035,0.0371859296482412,0.04824120603015075,0.04120603015075377,0.01407035175879397,0.005025125628140704
