μ	Permutation_Entropy	Pattern_Probabilities
1.8199990000000001	0.6035490425148603	0.0,0.016080402010050253,0.14773869346733667,0.0,0.1487437185929648,0.2693467336683417,0.0,0.0,0.016080402010050253,0.13266331658291458,0.2693467336683417,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6285277059261555	0.0,0.02814070351758794,0.15879396984924624,0.0,0.15879396984924624,0.24723618090452262,0.0,0.0,0.02814070351758794,0.1306532663316583,0.24824120603015076,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6362330884142966	0.0,0.036180904522613064,0.15577889447236182,0.0,0.15477386934673368,0.2492462311557789,0.0,0.0,0.036180904522613064,0.1185929648241206,0.2492462311557789,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6149180087114203	0.0,0.020100502512562814,0.15376884422110554,0.0,0.15477386934673368,0.25829145728643216,0.0,0.0,0.021105527638190954,0.13366834170854272,0.25829145728643216,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6138072595978332	0.0,0.024120603015075376,0.14472361809045226,0.0,0.14472361809045226,0.27035175879396983,0.0,0.0,0.024120603015075376,0.12060301507537688,0.271356783919598,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6152047173480001	0.0,0.023115577889447236,0.1487437185929648,0.0,0.1487437185929648,0.26532663316582916,0.0,0.0,0.023115577889447236,0.12562814070351758,0.26532663316582916,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6121005646701964	0.0,0.023115577889447236,0.14371859296482412,0.0,0.14472361809045226,0.271356783919598,0.0,0.0,0.023115577889447236,0.12160804020100502,0.2723618090452261,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6164376898726802	0.0,0.021105527638190954,0.15577889447236182,0.0,0.15477386934673368,0.2562814070351759,0.0,0.0,0.021105527638190954,0.13467336683417086,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6226767611315864	0.0,0.024120603015075376,0.15879396984924624,0.0,0.15879396984924624,0.25025125628140704,0.0,0.0,0.024120603015075376,0.13366834170854272,0.25025125628140704,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.5994058214791803	0.0,0.016080402010050253,0.14271356783919598,0.0,0.14271356783919598,0.27839195979899495,0.0,0.0,0.016080402010050253,0.12663316582914572,0.27738693467336684,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6299786577743428	0.0,0.02814070351758794,0.16180904522613065,0.0,0.16080402010050251,0.2442211055276382,0.0,0.0,0.02814070351758794,0.13366834170854272,0.24321608040201004,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6304889816056998	0.0,0.02814070351758794,0.16180904522613065,0.0,0.1628140703517588,0.2422110552763819,0.0,0.0,0.02814070351758794,0.13467336683417086,0.2422110552763819,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6088077162807867	0.0,0.016080402010050253,0.15678391959798996,0.0,0.15678391959798996,0.25728643216080405,0.0,0.0,0.016080402010050253,0.1407035175879397,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.626690356770366	0.0,0.024120603015075376,0.16683417085427135,0.0,0.16683417085427135,0.23819095477386934,0.0,0.0,0.024120603015075376,0.14170854271356784,0.23819095477386934,0.0,0.0,0.0,0.0,0.0
