β	Permutation_Entropy	Pattern_Probabilities
2.49	0.9467889206622492	0.06934673366834171,0.07738693467336684,0.10753768844221105,0.053266331658291456,0.1135678391959799,0.08944723618090453,0.07035175879396985,0.016080402010050253,0.07738693467336684,0.08341708542713568,0.09547738693467336,0.033165829145728645,0.04723618090452261,0.03919597989949749,0.016080402010050253,0.011055276381909548
2.49	0.951103821709578	0.07236180904522613,0.07336683417085427,0.1135678391959799,0.05628140703517588,0.12361809045226131,0.07738693467336684,0.054271356783919596,0.02613065326633166,0.07336683417085427,0.09547738693467336,0.08844221105527639,0.024120603015075376,0.04522613065326633,0.035175879396984924,0.02613065326633166,0.01507537688442211
2.49	0.9430358183313184	0.08442211055276382,0.08040201005025126,0.09849246231155778,0.0592964824120603,0.1135678391959799,0.08442211055276382,0.07135678391959799,0.01507537688442211,0.08040201005025126,0.0763819095477387,0.09949748743718594,0.027135678391959798,0.044221105527638194,0.04221105527638191,0.01507537688442211,0.008040201005025126
2.49	0.9496699529191809	0.07738693467336684,0.08341708542713568,0.10452261306532663,0.04321608040201005,0.1185929648241206,0.09547738693467336,0.04824120603015075,0.024120603015075376,0.08341708542713568,0.06532663316582915,0.10854271356783919,0.02914572864321608,0.03015075376884422,0.04221105527638191,0.024120603015075376,0.022110552763819097
2.49	0.9325429696124206	0.07839195979899498,0.09246231155778895,0.11758793969849246,0.04221105527638191,0.12261306532663317,0.09045226130653267,0.05728643216080402,0.016080402010050253,0.09246231155778895,0.06834170854271357,0.09547738693467336,0.031155778894472363,0.0371859296482412,0.036180904522613064,0.016080402010050253,0.006030150753768844
2.49	0.941438060832761	0.08241206030150754,0.0743718592964824,0.11457286432160804,0.04623115577889447,0.12160804020100502,0.09346733668341708,0.053266331658291456,0.020100502512562814,0.0743718592964824,0.0864321608040201,0.10050251256281408,0.02613065326633166,0.04020100502512563,0.033165829145728645,0.020100502512562814,0.01306532663316583
2.49	0.9239982115807509	0.06934673366834171,0.07135678391959799,0.11256281407035176,0.04321608040201005,0.12261306532663317,0.10854271356783919,0.061306532663316586,0.01306532663316583,0.07236180904522613,0.08442211055276382,0.1185929648241206,0.031155778894472363,0.034170854271356785,0.04120603015075377,0.01306532663316583,0.003015075376884422
2.49	0.9359667210738766	0.08743718592964825,0.08542713567839195,0.12562814070351758,0.04723618090452261,0.13366834170854272,0.06834170854271357,0.05527638190954774,0.018090452261306532,0.08542713567839195,0.08743718592964825,0.07738693467336684,0.02512562814070352,0.03919597989949749,0.034170854271356785,0.018090452261306532,0.012060301507537688
2.49	0.9361464732636496	0.07537688442211055,0.0814070351758794,0.11959798994974874,0.04623115577889447,0.11557788944723618,0.09547738693467336,0.06331658291457286,0.01306532663316583,0.0814070351758794,0.08442211055276382,0.0914572864321608,0.03015075376884422,0.05025125628140704,0.027135678391959798,0.01306532663316583,0.012060301507537688
2.49	0.9349266365641392	0.07537688442211055,0.0814070351758794,0.1135678391959799,0.04120603015075377,0.12160804020100502,0.10653266331658291,0.044221105527638194,0.022110552763819097,0.0814070351758794,0.07236180904522613,0.11457286432160804,0.02613065326633166,0.032160804020100506,0.034170854271356785,0.022110552763819097,0.011055276381909548
2.49	0.9493639982413525	0.07135678391959799,0.07839195979899498,0.10150753768844221,0.04723618090452261,0.11758793969849246,0.09949748743718594,0.05125628140703518,0.022110552763819097,0.07839195979899498,0.07035175879396985,0.11557788944723618,0.02613065326633166,0.031155778894472363,0.04120603015075377,0.022110552763819097,0.02613065326633166
2.49	0.933675726859703	0.06934673366834171,0.08341708542713568,0.11557788944723618,0.044221105527638194,0.12462311557788945,0.09949748743718594,0.05226130653266332,0.018090452261306532,0.08341708542713568,0.0763819095477387,0.10854271356783919,0.027135678391959798,0.034170854271356785,0.036180904522613064,0.018090452261306532,0.009045226130653266
2.49	0.9532572899900439	0.08341708542713568,0.07738693467336684,0.10150753768844221,0.05125628140703518,0.10954773869346733,0.08743718592964825,0.06834170854271357,0.018090452261306532,0.07738693467336684,0.0743718592964824,0.0964824120603015,0.035175879396984924,0.04221105527638191,0.044221105527638194,0.018090452261306532,0.01507537688442211
2.49	0.9415487477544898	0.0743718592964824,0.08844221105527639,0.11256281407035176,0.04120603015075377,0.11658291457286432,0.09748743718592964,0.05728643216080402,0.018090452261306532,0.08844221105527639,0.06432160804020101,0.10150753768844221,0.034170854271356785,0.0371859296482412,0.03819095477386935,0.018090452261306532,0.012060301507537688
2.49	0.9291832083149034	0.06934673366834171,0.0864321608040201,0.11758793969849246,0.04020100502512563,0.12562814070351758,0.10251256281407035,0.05125628140703518,0.017085427135678392,0.0864321608040201,0.07135678391959799,0.11055276381909548,0.02814070351758794,0.031155778894472363,0.0371859296482412,0.017085427135678392,0.008040201005025126
2.49	0.9499759033791432	0.07336683417085427,0.08442211055276382,0.11959798994974874,0.04824120603015075,0.11758793969849246,0.07537688442211055,0.06432160804020101,0.021105527638190954,0.08442211055276382,0.08341708542713568,0.07336683417085427,0.0371859296482412,0.05125628140703518,0.034170854271356785,0.021105527638190954,0.011055276381909548
2.49	0.9309788664845372	0.05728643216080402,0.0814070351758794,0.13869346733668342,0.04321608040201005,0.14271356783919598,0.0763819095477387,0.04924623115577889,0.019095477386934675,0.0814070351758794,0.10050251256281408,0.08040201005025126,0.02613065326633166,0.03819095477386935,0.03015075376884422,0.019095477386934675,0.016080402010050253
2.49	0.9531261498230357	0.08241206030150754,0.08040201005025126,0.11256281407035176,0.04623115577889447,0.11557788944723618,0.08241206030150754,0.062311557788944726,0.018090452261306532,0.08040201005025126,0.07839195979899498,0.08542713567839195,0.034170854271356785,0.04321608040201005,0.0371859296482412,0.018090452261306532,0.023115577889447236
