β	Permutation_Entropy	Pattern_Probabilities
2.49	0.9503035818023252	0.07236180904522613,0.08040201005025126,0.10452261306532663,0.05728643216080402,0.11557788944723618,0.08542713567839195,0.06331658291457286,0.019095477386934675,0.08040201005025126,0.0814070351758794,0.0964824120603015,0.02512562814070352,0.04623115577889447,0.036180904522613064,0.019095477386934675,0.017085427135678392
2.49	0.9476354298105263	0.06532663316582915,0.07939698492462312,0.1135678391959799,0.04924623115577889,0.1185929648241206,0.09246231155778895,0.05728643216080402,0.018090452261306532,0.07939698492462312,0.08341708542713568,0.09849246231155778,0.02613065326633166,0.04321608040201005,0.032160804020100506,0.018090452261306532,0.02512562814070352
2.49	0.9468412512550136	0.07236180904522613,0.08341708542713568,0.12562814070351758,0.04221105527638191,0.12562814070351758,0.08341708542713568,0.044221105527638194,0.027135678391959798,0.08341708542713568,0.08442211055276382,0.08341708542713568,0.02914572864321608,0.04221105527638191,0.02914572864321608,0.027135678391959798,0.017085427135678392
2.49	0.9533794750468133	0.07839195979899498,0.08944723618090453,0.09949748743718594,0.05628140703517588,0.11055276381909548,0.08241206030150754,0.06331658291457286,0.021105527638190954,0.08944723618090453,0.06633165829145729,0.09447236180904522,0.02814070351758794,0.04522613065326633,0.03919597989949749,0.021105527638190954,0.01507537688442211
2.49	0.9413417064247342	0.08743718592964825,0.08442211055276382,0.10653266331658291,0.05226130653266332,0.1135678391959799,0.08542713567839195,0.06934673366834171,0.01306532663316583,0.08542713567839195,0.0743718592964824,0.0914572864321608,0.03015075376884422,0.04623115577889447,0.036180904522613064,0.01306532663316583,0.011055276381909548
2.49	0.942675311127772	0.06834170854271357,0.08944723618090453,0.11457286432160804,0.04522613065326633,0.11658291457286432,0.09346733668341708,0.06030150753768844,0.018090452261306532,0.08944723618090453,0.07035175879396985,0.09447236180904522,0.033165829145728645,0.04321608040201005,0.034170854271356785,0.018090452261306532,0.011055276381909548
2.49	0.9579799893020939	0.07336683417085427,0.08241206030150754,0.1035175879396985,0.053266331658291456,0.11055276381909548,0.0814070351758794,0.06633165829145729,0.022110552763819097,0.08341708542713568,0.0743718592964824,0.08844221105527639,0.035175879396984924,0.04723618090452261,0.04120603015075377,0.022110552763819097,0.01507537688442211
2.49	0.9297520276519265	0.09748743718592964,0.08241206030150754,0.11457286432160804,0.04723618090452261,0.11557788944723618,0.09246231155778895,0.06331658291457286,0.010050251256281407,0.08241206030150754,0.07939698492462312,0.09346733668341708,0.02613065326633166,0.04623115577889447,0.02814070351758794,0.011055276381909548,0.010050251256281407
2.49	0.9362931489961889	0.06834170854271357,0.08442211055276382,0.11658291457286432,0.04723618090452261,0.12462311557788945,0.0914572864321608,0.05728643216080402,0.018090452261306532,0.08542713567839195,0.07939698492462312,0.09849246231155778,0.02814070351758794,0.04020100502512563,0.035175879396984924,0.018090452261306532,0.007035175879396985
2.49	0.9491296922237801	0.06733668341708543,0.07738693467336684,0.10854271356783919,0.053266331658291456,0.1185929648241206,0.08743718592964825,0.06432160804020101,0.017085427135678392,0.07738693467336684,0.08442211055276382,0.09748743718592964,0.02814070351758794,0.04321608040201005,0.03819095477386935,0.017085427135678392,0.020100502512562814
2.49	0.9510223338142515	0.06733668341708543,0.07135678391959799,0.10251256281407035,0.05829145728643216,0.1135678391959799,0.08743718592964825,0.06733668341708543,0.021105527638190954,0.07236180904522613,0.08944723618090453,0.09849246231155778,0.03015075376884422,0.04824120603015075,0.04120603015075377,0.022110552763819097,0.009045226130653266
2.49	0.9578587472727885	0.0864321608040201,0.08844221105527639,0.10251256281407035,0.05125628140703518,0.10452261306532663,0.08743718592964825,0.054271356783919596,0.02613065326633166,0.08844221105527639,0.06532663316582915,0.08944723618090453,0.02914572864321608,0.05025125628140704,0.03015075376884422,0.02613065326633166,0.020100502512562814
2.49	0.9529627967480284	0.06331658291457286,0.08040201005025126,0.11658291457286432,0.04924623115577889,0.1135678391959799,0.08944723618090453,0.05527638190954774,0.02613065326633166,0.08040201005025126,0.08542713567839195,0.0864321608040201,0.031155778894472363,0.053266331658291456,0.02814070351758794,0.02613065326633166,0.01507537688442211
2.49	0.945688984238358	0.07236180904522613,0.08341708542713568,0.10753768844221105,0.04623115577889447,0.11155778894472362,0.0964824120603015,0.061306532663316586,0.021105527638190954,0.08341708542713568,0.07035175879396985,0.10050251256281408,0.036180904522613064,0.04221105527638191,0.04020100502512563,0.021105527638190954,0.006030150753768844
2.49	0.9401793797144209	0.06030150753768844,0.08442211055276382,0.11256281407035176,0.044221105527638194,0.12663316582914572,0.09346733668341708,0.05728643216080402,0.018090452261306532,0.08341708542713568,0.07236180904522613,0.10753768844221105,0.032160804020100506,0.02914572864321608,0.04623115577889447,0.018090452261306532,0.01407035175879397
2.49	0.960828116319349	0.07035175879396985,0.06834170854271357,0.10452261306532663,0.04522613065326633,0.11055276381909548,0.09246231155778895,0.06331658291457286,0.023115577889447236,0.06834170854271357,0.0814070351758794,0.09849246231155778,0.04120603015075377,0.03819095477386935,0.04824120603015075,0.023115577889447236,0.023115577889447236
2.49	0.931054798247141	0.07839195979899498,0.0914572864321608,0.12261306532663317,0.04221105527638191,0.12562814070351758,0.0914572864321608,0.05025125628140704,0.018090452261306532,0.0914572864321608,0.07336683417085427,0.09447236180904522,0.02613065326633166,0.03919597989949749,0.02914572864321608,0.018090452261306532,0.008040201005025126
2.49	0.9509363340846061	0.0814070351758794,0.0763819095477387,0.10251256281407035,0.05628140703517588,0.12060301507537688,0.07939698492462312,0.06331658291457286,0.019095477386934675,0.0763819095477387,0.08241206030150754,0.0964824120603015,0.02613065326633166,0.03919597989949749,0.04321608040201005,0.019095477386934675,0.018090452261306532
2.49	0.9333793468666056	0.07537688442211055,0.08241206030150754,0.11457286432160804,0.04824120603015075,0.12763819095477386,0.0914572864321608,0.054271356783919596,0.018090452261306532,0.08241206030150754,0.08040201005025126,0.1035175879396985,0.024120603015075376,0.035175879396984924,0.0371859296482412,0.018090452261306532,0.007035175879396985
2.49	0.9457935061388605	0.07135678391959799,0.07537688442211055,0.10753768844221105,0.04623115577889447,0.11959798994974874,0.0964824120603015,0.0592964824120603,0.017085427135678392,0.07537688442211055,0.07839195979899498,0.10854271356783919,0.03015075376884422,0.035175879396984924,0.04221105527638191,0.017085427135678392,0.020100502512562814
2.49	0.9527286971728064	0.07035175879396985,0.07738693467336684,0.09346733668341708,0.06030150753768844,0.10552763819095477,0.09346733668341708,0.07035175879396985,0.019095477386934675,0.07839195979899498,0.07537688442211055,0.10552763819095477,0.02914572864321608,0.04824120603015075,0.04120603015075377,0.019095477386934675,0.01306532663316583
2.49	0.9468150619426152	0.06733668341708543,0.08341708542713568,0.09849246231155778,0.06432160804020101,0.1035175879396985,0.09045226130653267,0.07135678391959799,0.019095477386934675,0.08442211055276382,0.07939698492462312,0.09547738693467336,0.02613065326633166,0.0592964824120603,0.031155778894472363,0.019095477386934675,0.007035175879396985
2.49	0.9324512093243801	0.07738693467336684,0.08743718592964825,0.12361809045226131,0.04020100502512563,0.12462311557788945,0.09447236180904522,0.05125628140703518,0.018090452261306532,0.0864321608040201,0.0763819095477387,0.09547738693467336,0.02914572864321608,0.03919597989949749,0.03015075376884422,0.018090452261306532,0.008040201005025126
2.49	0.9377054624024135	0.0763819095477387,0.08241206030150754,0.1035175879396985,0.054271356783919596,0.11658291457286432,0.08944723618090453,0.07035175879396985,0.01306532663316583,0.08241206030150754,0.07537688442211055,0.1035175879396985,0.02914572864321608,0.04020100502512563,0.04321608040201005,0.01306532663316583,0.007035175879396985
2.49	0.9419829215133582	0.08542713567839195,0.08241206030150754,0.11256281407035176,0.04522613065326633,0.12160804020100502,0.08844221105527639,0.05628140703517588,0.017085427135678392,0.08241206030150754,0.07537688442211055,0.09849246231155778,0.02814070351758794,0.036180904522613064,0.0371859296482412,0.017085427135678392,0.016080402010050253
2.49	0.9567248988054102	0.05829145728643216,0.0743718592964824,0.10150753768844221,0.04522613065326633,0.10854271356783919,0.10150753768844221,0.06331658291457286,0.023115577889447236,0.07336683417085427,0.07336683417085427,0.10854271356783919,0.04120603015075377,0.03819095477386935,0.04824120603015075,0.023115577889447236,0.018090452261306532
2.49	0.9514236398942919	0.09849246231155778,0.08040201005025126,0.10552763819095477,0.05125628140703518,0.1135678391959799,0.07839195979899498,0.061306532663316586,0.021105527638190954,0.08040201005025126,0.07537688442211055,0.0864321608040201,0.031155778894472363,0.04221105527638191,0.04020100502512563,0.021105527638190954,0.01306532663316583
2.49	0.9603348479330007	0.07035175879396985,0.08442211055276382,0.10854271356783919,0.04824120603015075,0.11658291457286432,0.07738693467336684,0.0592964824120603,0.02613065326633166,0.08442211055276382,0.07336683417085427,0.08442211055276382,0.0371859296482412,0.04120603015075377,0.044221105527638194,0.02613065326633166,0.018090452261306532
2.49	0.9452030656136247	0.06030150753768844,0.07336683417085427,0.10954773869346733,0.053266331658291456,0.12060301507537688,0.0914572864321608,0.061306532663316586,0.022110552763819097,0.07336683417085427,0.08844221105527639,0.10251256281407035,0.031155778894472363,0.04120603015075377,0.04221105527638191,0.022110552763819097,0.007035175879396985
2.49	0.9566858030386814	0.06532663316582915,0.08040201005025126,0.10552763819095477,0.05025125628140704,0.11457286432160804,0.09045226130653267,0.05829145728643216,0.023115577889447236,0.07939698492462312,0.07537688442211055,0.09949748743718594,0.031155778894472363,0.04020100502512563,0.04120603015075377,0.023115577889447236,0.022110552763819097
2.49	0.9420253266970405	0.06934673366834171,0.0763819095477387,0.11457286432160804,0.04924623115577889,0.12462311557788945,0.08542713567839195,0.062311557788944726,0.019095477386934675,0.07738693467336684,0.08743718592964825,0.09447236180904522,0.032160804020100506,0.04020100502512563,0.04120603015075377,0.019095477386934675,0.007035175879396985
