μ	Permutation_Entropy	Pattern_Probabilities
1.8199990000000001	0.6228111096149361	0.0,0.02512562814070352,0.15577889447236182,0.0,0.15678391959798996,0.25326633165829143,0.0,0.0,0.02512562814070352,0.1306532663316583,0.25326633165829143,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6105747892109894	0.0,0.017085427135678392,0.15678391959798996,0.0,0.15678391959798996,0.2562814070351759,0.0,0.0,0.017085427135678392,0.13969849246231156,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6186969528395394	0.0,0.024120603015075376,0.15175879396984926,0.0,0.15175879396984926,0.26030150753768844,0.0,0.0,0.024120603015075376,0.12763819095477386,0.26030150753768844,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6198916446103845	0.0,0.022110552763819097,0.15879396984924624,0.0,0.15879396984924624,0.25025125628140704,0.0,0.0,0.022110552763819097,0.13668341708542714,0.25125628140703515,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6120521480582198	0.0,0.019095477386934675,0.15175879396984926,0.0,0.1527638190954774,0.2613065326633166,0.0,0.0,0.020100502512562814,0.13266331658291458,0.2623115577889447,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6115539988843456	0.0,0.019095477386934675,0.1527638190954774,0.0,0.1527638190954774,0.2613065326633166,0.0,0.0,0.019095477386934675,0.13366834170854272,0.2613065326633166,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6266070677965985	0.0,0.027135678391959798,0.1577889447236181,0.0,0.1577889447236181,0.25025125628140704,0.0,0.0,0.027135678391959798,0.1306532663316583,0.2492462311557789,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6160200506636835	0.0,0.021105527638190954,0.15477386934673368,0.0,0.15477386934673368,0.25728643216080405,0.0,0.0,0.021105527638190954,0.13366834170854272,0.25728643216080405,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6147807914038336	0.0,0.021105527638190954,0.1527638190954774,0.0,0.1527638190954774,0.26030150753768844,0.0,0.0,0.021105527638190954,0.13165829145728644,0.26030150753768844,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6075126203202276	0.0,0.019095477386934675,0.14673366834170853,0.0,0.14673366834170853,0.27035175879396983,0.0,0.0,0.019095477386934675,0.12763819095477386,0.27035175879396983,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.625586612759762	0.0,0.02512562814070352,0.16080402010050251,0.0,0.16180904522613065,0.24522613065326634,0.0,0.0,0.02512562814070352,0.135678391959799,0.24623115577889448,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6144948388972814	0.0,0.02512562814070352,0.14371859296482412,0.0,0.14371859296482412,0.2723618090452261,0.0,0.0,0.02512562814070352,0.1185929648241206,0.271356783919598,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6100728933493453	0.0,0.018090452261306532,0.1527638190954774,0.0,0.15376884422110554,0.2613065326633166,0.0,0.0,0.018090452261306532,0.13467336683417086,0.2613065326633166,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6181763844715786	0.0,0.022110552763819097,0.15577889447236182,0.0,0.15577889447236182,0.2552763819095477,0.0,0.0,0.022110552763819097,0.13366834170854272,0.2552763819095477,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6214146526832921	0.0,0.023115577889447236,0.15879396984924624,0.0,0.15879396984924624,0.25025125628140704,0.0,0.0,0.023115577889447236,0.135678391959799,0.25025125628140704,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6192980176148281	0.0,0.018090452261306532,0.17185929648241205,0.0,0.1708542713567839,0.23417085427135678,0.0,0.0,0.018090452261306532,0.15376884422110554,0.23316582914572864,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6247417161655159	0.0,0.02512562814070352,0.15979899497487438,0.0,0.15879396984924624,0.24824120603015076,0.0,0.0,0.02512562814070352,0.13467336683417086,0.24824120603015076,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.610262135081678	0.0,0.019095477386934675,0.1507537688442211,0.0,0.1507537688442211,0.264321608040201,0.0,0.0,0.019095477386934675,0.13165829145728644,0.264321608040201,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6255810401737832	0.0,0.02814070351758794,0.15376884422110554,0.0,0.15376884422110554,0.2552763819095477,0.0,0.0,0.02814070351758794,0.12562814070351758,0.2552763819095477,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6037107428574435	0.0,0.021105527638190954,0.13768844221105528,0.0,0.13768844221105528,0.28241206030150756,0.0,0.0,0.021105527638190954,0.11658291457286432,0.2834170854271357,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6239999667768177	0.0,0.023115577889447236,0.16381909547738693,0.0,0.16381909547738693,0.24321608040201004,0.0,0.0,0.023115577889447236,0.1407035175879397,0.2422110552763819,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.619097281744166	0.0,0.023115577889447236,0.15477386934673368,0.0,0.15477386934673368,0.2562814070351759,0.0,0.0,0.023115577889447236,0.13165829145728644,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6135486035443865	0.0,0.02613065326633166,0.1407035175879397,0.0,0.1407035175879397,0.27537688442211056,0.0,0.0,0.02613065326633166,0.11457286432160804,0.27638190954773867,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6224756368907914	0.0,0.022110552763819097,0.16381909547738693,0.0,0.16381909547738693,0.24321608040201004,0.0,0.0,0.022110552763819097,0.14170854271356784,0.24321608040201004,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6304889816056998	0.0,0.02814070351758794,0.16180904522613065,0.0,0.1628140703517588,0.2422110552763819,0.0,0.0,0.02814070351758794,0.13467336683417086,0.2422110552763819,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.628130541031081	0.0,0.02814070351758794,0.1577889447236181,0.0,0.15879396984924624,0.24824120603015076,0.0,0.0,0.02814070351758794,0.12964824120603016,0.2492462311557789,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.616355261815169	0.0,0.023115577889447236,0.1507537688442211,0.0,0.14974874371859295,0.2633165829145729,0.0,0.0,0.023115577889447236,0.12763819095477386,0.2623115577889447,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6260326824551167	0.0,0.027135678391959798,0.15678391959798996,0.0,0.15678391959798996,0.25125628140703515,0.0,0.0,0.027135678391959798,0.12964824120603016,0.25125628140703515,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6089150599197484	0.0,0.019095477386934675,0.1487437185929648,0.0,0.1487437185929648,0.26733668341708544,0.0,0.0,0.019095477386934675,0.12964824120603016,0.26733668341708544,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6242241305710927	0.0,0.027135678391959798,0.15376884422110554,0.0,0.15376884422110554,0.2552763819095477,0.0,0.0,0.027135678391959798,0.12663316582914572,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6199228390961969	0.0,0.021105527638190954,0.16180904522613065,0.0,0.16180904522613065,0.24623115577889448,0.0,0.0,0.021105527638190954,0.1407035175879397,0.24723618090452262,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6069134255756662	0.0,0.022110552763819097,0.13969849246231156,0.0,0.13969849246231156,0.2793969849246231,0.0,0.0,0.022110552763819097,0.11758793969849246,0.2793969849246231,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6188764570905625	0.0,0.021105527638190954,0.15979899497487438,0.0,0.15979899497487438,0.2492462311557789,0.0,0.0,0.021105527638190954,0.13869346733668342,0.25025125628140704,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6128450696927736	0.0,0.023115577889447236,0.14472361809045226,0.0,0.1457286432160804,0.27035175879396983,0.0,0.0,0.023115577889447236,0.12261306532663317,0.27035175879396983,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.625358128860403	0.0,0.02914572864321608,0.15175879396984926,0.0,0.15175879396984926,0.25829145728643216,0.0,0.0,0.02914572864321608,0.12160804020100502,0.25829145728643216,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6254357189587092	0.0,0.02914572864321608,0.15175879396984926,0.0,0.1507537688442211,0.25829145728643216,0.0,0.0,0.02914572864321608,0.12261306532663317,0.25829145728643216,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6388079163002783	0.0,0.0371859296482412,0.1577889447236181,0.0,0.15678391959798996,0.24522613065326634,0.0,0.0,0.0371859296482412,0.12060301507537688,0.24522613065326634,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6136883369174939	0.0,0.022110552763819097,0.1487437185929648,0.0,0.1487437185929648,0.26532663316582916,0.0,0.0,0.022110552763819097,0.12663316582914572,0.2663316582914573,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6256137881948105	0.0,0.02613065326633166,0.1577889447236181,0.0,0.15879396984924624,0.2492462311557789,0.0,0.0,0.02613065326633166,0.13266331658291458,0.2492462311557789,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6247407701483796	0.0,0.031155778894472363,0.14673366834170853,0.0,0.14673366834170853,0.264321608040201,0.0,0.0,0.031155778894472363,0.11557788944723618,0.264321608040201,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6229703875969558	0.0,0.02814070351758794,0.14974874371859295,0.0,0.14974874371859295,0.2613065326633166,0.0,0.0,0.02814070351758794,0.12160804020100502,0.2613065326633166,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6137955826644191	0.0,0.023115577889447236,0.14673366834170853,0.0,0.14673366834170853,0.26834170854271355,0.0,0.0,0.023115577889447236,0.12361809045226131,0.26834170854271355,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6120757568080898	0.0,0.017085427135678392,0.15879396984924624,0.0,0.15979899497487438,0.2522613065326633,0.0,0.0,0.017085427135678392,0.14271356783919598,0.2522613065326633,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6352615062278192	0.0,0.0371859296482412,0.15175879396984926,0.0,0.15175879396984926,0.25326633165829143,0.0,0.0,0.0371859296482412,0.11457286432160804,0.2542713567839196,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6239631509175709	0.0,0.02512562814070352,0.15879396984924624,0.0,0.1577889447236181,0.25025125628140704,0.0,0.0,0.02512562814070352,0.13266331658291458,0.25025125628140704,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6267014220617406	0.0,0.02613065326633166,0.15979899497487438,0.0,0.16080402010050251,0.24623115577889448,0.0,0.0,0.02613065326633166,0.13467336683417086,0.24623115577889448,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.619097281744166	0.0,0.023115577889447236,0.15477386934673368,0.0,0.15477386934673368,0.2562814070351759,0.0,0.0,0.023115577889447236,0.13165829145728644,0.2562814070351759,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6098076411672819	0.0,0.017085427135678392,0.15477386934673368,0.0,0.15577889447236182,0.25829145728643216,0.0,0.0,0.017085427135678392,0.13869346733668342,0.25829145728643216,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6255810401737832	0.0,0.02814070351758794,0.15376884422110554,0.0,0.15376884422110554,0.2552763819095477,0.0,0.0,0.02814070351758794,0.12562814070351758,0.2552763819095477,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6165104795289693	0.0,0.027135678391959798,0.14271356783919598,0.0,0.14271356783919598,0.2723618090452261,0.0,0.0,0.027135678391959798,0.11557788944723618,0.2723618090452261,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6188191258753605	0.0,0.022110552763819097,0.15577889447236182,0.0,0.15577889447236182,0.2552763819095477,0.0,0.0,0.023115577889447236,0.13266331658291458,0.2552763819095477,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.615250923884579	0.0,0.02512562814070352,0.14472361809045226,0.0,0.14472361809045226,0.27035175879396983,0.0,0.0,0.02512562814070352,0.11959798994974874,0.27035175879396983,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6125562927572092	0.0,0.023115577889447236,0.1457286432160804,0.0,0.14472361809045226,0.271356783919598,0.0,0.0,0.023115577889447236,0.12160804020100502,0.27035175879396983,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6093770038023606	0.0,0.016080402010050253,0.1577889447236181,0.0,0.1577889447236181,0.2552763819095477,0.0,0.0,0.016080402010050253,0.14170854271356784,0.2552763819095477,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6182637234881035	0.0,0.027135678391959798,0.1457286432160804,0.0,0.14472361809045226,0.2693467336683417,0.0,0.0,0.027135678391959798,0.11758793969849246,0.26834170854271355,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6313407635502485	0.0,0.032160804020100506,0.15477386934673368,0.0,0.15477386934673368,0.2522613065326633,0.0,0.0,0.032160804020100506,0.12261306532663317,0.25125628140703515,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6291899858651389	0.0,0.02512562814070352,0.16884422110552763,0.0,0.16884422110552763,0.23417085427135678,0.0,0.0,0.02512562814070352,0.14371859296482412,0.23417085427135678,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.605125357195661	0.0,0.01407035175879397,0.15678391959798996,0.0,0.15678391959798996,0.25728643216080405,0.0,0.0,0.01407035175879397,0.14271356783919598,0.25829145728643216,0.0,0.0,0.0,0.0,0.0
1.8199990000000001	0.6085168015840816	0.0,0.021105527638190954,0.14371859296482412,0.0,0.14371859296482412,0.2743718592964824,0.0,0.0,0.021105527638190954,0.12261306532663317,0.2733668341708543,0.0,0.0,0.0,0.0,0.0
