β	Permutation_Entropy	Pattern_Probabilities
2.49	0.9418889073718719	0.07236180904522613,0.07939698492462312,0.10854271356783919,0.053266331658291456,0.12160804020100502,0.08743718592964825,0.06532663316582915,0.01407035175879397,0.07939698492462312,0.08241206030150754,0.10050251256281408,0.02613065326633166,0.04020100502512563,0.03919597989949749,0.01407035175879397,0.016080402010050253
2.49	0.9450601879658184	0.06432160804020101,0.0743718592964824,0.11959798994974874,0.04020100502512563,0.11758793969849246,0.10150753768844221,0.053266331658291456,0.022110552763819097,0.0743718592964824,0.08542713567839195,0.10050251256281408,0.035175879396984924,0.04221105527638191,0.033165829145728645,0.022110552763819097,0.01407035175879397
2.49	0.9651242284009975	0.07135678391959799,0.08040201005025126,0.09949748743718594,0.04723618090452261,0.1035175879396985,0.09346733668341708,0.05829145728643216,0.02613065326633166,0.0814070351758794,0.06633165829145729,0.09748743718592964,0.0371859296482412,0.04321608040201005,0.04120603015075377,0.02613065326633166,0.027135678391959798
2.49	0.9364479823402149	0.11155778894472362,0.08944723618090453,0.10653266331658291,0.04723618090452261,0.10954773869346733,0.09045226130653267,0.05728643216080402,0.01507537688442211,0.08944723618090453,0.06331658291457286,0.09346733668341708,0.02512562814070352,0.044221105527638194,0.02814070351758794,0.01507537688442211,0.01407035175879397
2.49	0.9577733092642076	0.06030150753768844,0.0763819095477387,0.11256281407035176,0.04723618090452261,0.11758793969849246,0.08442211055276382,0.062311557788944726,0.023115577889447236,0.0763819095477387,0.08341708542713568,0.08944723618090453,0.03819095477386935,0.04120603015075377,0.044221105527638194,0.023115577889447236,0.020100502512562814
2.49	0.9489316880523648	0.08040201005025126,0.0814070351758794,0.09849246231155778,0.05728643216080402,0.11055276381909548,0.0864321608040201,0.06834170854271357,0.019095477386934675,0.0814070351758794,0.0743718592964824,0.09748743718592964,0.03015075376884422,0.04522613065326633,0.04221105527638191,0.019095477386934675,0.008040201005025126
2.49	0.9345879669255618	0.054271356783919596,0.06834170854271357,0.11959798994974874,0.03819095477386935,0.11758793969849246,0.1135678391959799,0.061306532663316586,0.01507537688442211,0.06834170854271357,0.08944723618090453,0.11155778894472362,0.03819095477386935,0.04020100502512563,0.036180904522613064,0.01507537688442211,0.01306532663316583
2.49	0.9627862436672544	0.05628140703517588,0.07738693467336684,0.10753768844221105,0.05527638190954774,0.10452261306532663,0.08944723618090453,0.062311557788944726,0.027135678391959798,0.07738693467336684,0.08542713567839195,0.08542713567839195,0.034170854271356785,0.05829145728643216,0.031155778894472363,0.027135678391959798,0.021105527638190954
2.49	0.9390265934515797	0.0814070351758794,0.08743718592964825,0.10954773869346733,0.05628140703517588,0.12261306532663317,0.07236180904522613,0.06834170854271357,0.016080402010050253,0.08844221105527639,0.07839195979899498,0.08542713567839195,0.02814070351758794,0.04321608040201005,0.04120603015075377,0.016080402010050253,0.005025125628140704
2.49	0.9339384643475755	0.062311557788944726,0.0814070351758794,0.12060301507537688,0.04623115577889447,0.12864321608040202,0.09246231155778895,0.05527638190954774,0.019095477386934675,0.0814070351758794,0.08442211055276382,0.10050251256281408,0.02814070351758794,0.03819095477386935,0.036180904522613064,0.019095477386934675,0.006030150753768844
2.49	0.9548244664954799	0.07336683417085427,0.08040201005025126,0.10653266331658291,0.05025125628140704,0.11457286432160804,0.08542713567839195,0.0592964824120603,0.02613065326633166,0.08040201005025126,0.0763819095477387,0.09246231155778895,0.035175879396984924,0.04221105527638191,0.04221105527638191,0.02512562814070352,0.010050251256281407
2.49	0.9534004744283682	0.07236180904522613,0.0814070351758794,0.10552763819095477,0.053266331658291456,0.1185929648241206,0.0814070351758794,0.061306532663316586,0.022110552763819097,0.0814070351758794,0.07738693467336684,0.09447236180904522,0.03015075376884422,0.04020100502512563,0.04321608040201005,0.022110552763819097,0.01507537688442211
2.49	0.9336834229881479	0.06834170854271357,0.08542713567839195,0.12261306532663317,0.05125628140703518,0.12864321608040202,0.07839195979899498,0.0592964824120603,0.019095477386934675,0.08542713567839195,0.08844221105527639,0.08542713567839195,0.027135678391959798,0.044221105527638194,0.034170854271356785,0.019095477386934675,0.003015075376884422
2.49	0.9563551947171615	0.07537688442211055,0.08844221105527639,0.10854271356783919,0.04924623115577889,0.11758793969849246,0.08040201005025126,0.04824120603015075,0.03015075376884422,0.08844221105527639,0.06934673366834171,0.08944723618090453,0.02914572864321608,0.04020100502512563,0.03919597989949749,0.03015075376884422,0.016080402010050253
2.49	0.9427531778024411	0.07537688442211055,0.09346733668341708,0.11557788944723618,0.05226130653266332,0.12663316582914572,0.07236180904522613,0.05628140703517588,0.021105527638190954,0.09346733668341708,0.07537688442211055,0.08341708542713568,0.02512562814070352,0.04221105527638191,0.035175879396984924,0.021105527638190954,0.011055276381909548
2.49	0.9586656815698517	0.0743718592964824,0.08040201005025126,0.10653266331658291,0.053266331658291456,0.10753768844221105,0.08844221105527639,0.05728643216080402,0.02512562814070352,0.08040201005025126,0.07939698492462312,0.08944723618090453,0.02914572864321608,0.05226130653266332,0.03015075376884422,0.02512562814070352,0.021105527638190954
2.49	0.9456800760536518	0.06030150753768844,0.07939698492462312,0.10552763819095477,0.054271356783919596,0.11758793969849246,0.09849246231155778,0.053266331658291456,0.022110552763819097,0.08040201005025126,0.08040201005025126,0.11055276381909548,0.021105527638190954,0.04321608040201005,0.033165829145728645,0.023115577889447236,0.017085427135678392
2.49	0.9540847366540979	0.06532663316582915,0.0814070351758794,0.11557788944723618,0.04924623115577889,0.12060301507537688,0.08040201005025126,0.05829145728643216,0.024120603015075376,0.0814070351758794,0.08241206030150754,0.08542713567839195,0.033165829145728645,0.044221105527638194,0.03819095477386935,0.024120603015075376,0.016080402010050253
2.49	0.9561783496346078	0.06934673366834171,0.07336683417085427,0.10753768844221105,0.04723618090452261,0.10954773869346733,0.09547738693467336,0.061306532663316586,0.023115577889447236,0.07336683417085427,0.08040201005025126,0.09849246231155778,0.0371859296482412,0.044221105527638194,0.04020100502512563,0.023115577889447236,0.016080402010050253
