ρ	Permutation_Entropy	Pattern_Probabilities
28.24	0.945932400907726	0.01407035175879397,0.05728643216080402,0.08341708542713568,0.09045226130653267,0.0814070351758794,0.02914572864321608,0.11055276381909548,0.04824120603015075,0.05728643216080402,0.11758793969849246,0.027135678391959798,0.06834170854271357,0.09346733668341708,0.06633165829145729,0.04924623115577889,0.006030150753768844
28.24	0.9598513702159396	0.016080402010050253,0.06633165829145729,0.06331658291457286,0.09346733668341708,0.06532663316582915,0.02814070351758794,0.10452261306532663,0.062311557788944726,0.06633165829145729,0.09045226130653267,0.03015075376884422,0.07336683417085427,0.0914572864321608,0.07537688442211055,0.062311557788944726,0.011055276381909548
28.24	0.958016792495224	0.010050251256281407,0.05829145728643216,0.05628140703517588,0.09748743718592964,0.07035175879396985,0.020100502512562814,0.11055276381909548,0.06030150753768844,0.05728643216080402,0.09547738693467336,0.034170854271356785,0.07336683417085427,0.08341708542713568,0.08743718592964825,0.06030150753768844,0.02512562814070352
28.24	0.9515849397111144	0.009045226130653266,0.05829145728643216,0.06834170854271357,0.09346733668341708,0.06834170854271357,0.02613065326633166,0.10854271356783919,0.06030150753768844,0.0592964824120603,0.1035175879396985,0.02613065326633166,0.07537688442211055,0.09447236180904522,0.07537688442211055,0.06030150753768844,0.01306532663316583
28.24	0.963399675884824	0.012060301507537688,0.062311557788944726,0.07537688442211055,0.08944723618090453,0.07035175879396985,0.034170854271356785,0.08944723618090453,0.06633165829145729,0.062311557788944726,0.10251256281407035,0.02914572864321608,0.06633165829145729,0.09447236180904522,0.061306532663316586,0.06633165829145729,0.018090452261306532
28.24	0.9464422609229121	0.007035175879396985,0.06532663316582915,0.06532663316582915,0.09346733668341708,0.06432160804020101,0.021105527638190954,0.10653266331658291,0.06633165829145729,0.06633165829145729,0.09346733668341708,0.020100502512562814,0.07939698492462312,0.09547738693467336,0.07839195979899498,0.06633165829145729,0.011055276381909548
28.24	0.9509820732966906	0.010050251256281407,0.062311557788944726,0.062311557788944726,0.09949748743718594,0.06834170854271357,0.024120603015075376,0.11256281407035176,0.05829145728643216,0.062311557788944726,0.09949748743718594,0.03015075376884422,0.07135678391959799,0.09246231155778895,0.07738693467336684,0.05829145728643216,0.011055276381909548
28.24	0.9481478760887108	0.009045226130653266,0.06934673366834171,0.0743718592964824,0.10050251256281408,0.07236180904522613,0.020100502512562814,0.08844221105527639,0.07035175879396985,0.06934673366834171,0.10452261306532663,0.018090452261306532,0.0592964824120603,0.10150753768844221,0.05728643216080402,0.07035175879396985,0.01507537688442211
28.24	0.9561459157642849	0.005025125628140704,0.053266331658291456,0.07939698492462312,0.09045226130653267,0.0743718592964824,0.03919597989949749,0.09045226130653267,0.06331658291457286,0.054271356783919596,0.11658291457286432,0.034170854271356785,0.06331658291457286,0.0964824120603015,0.05829145728643216,0.06331658291457286,0.018090452261306532
28.24	0.9526940135733256	0.009045226130653266,0.06633165829145729,0.06331658291457286,0.09949748743718594,0.06934673366834171,0.021105527638190954,0.10552763819095477,0.062311557788944726,0.06633165829145729,0.0964824120603015,0.027135678391959798,0.06834170854271357,0.09346733668341708,0.0743718592964824,0.062311557788944726,0.01507537688442211
28.24	0.9522432540511666	0.021105527638190954,0.06331658291457286,0.06834170854271357,0.09547738693467336,0.06633165829145729,0.027135678391959798,0.10854271356783919,0.05829145728643216,0.06331658291457286,0.10150753768844221,0.02512562814070352,0.07135678391959799,0.09849246231155778,0.06834170854271357,0.05829145728643216,0.005025125628140704
28.24	0.9459206139305718	0.011055276381909548,0.05728643216080402,0.07738693467336684,0.0964824120603015,0.0743718592964824,0.027135678391959798,0.10452261306532663,0.05829145728643216,0.05728643216080402,0.11658291457286432,0.024120603015075376,0.06633165829145729,0.10050251256281408,0.062311557788944726,0.05829145728643216,0.008040201005025126
28.24	0.9610607116196681	0.016080402010050253,0.06030150753768844,0.08844221105527639,0.0743718592964824,0.0814070351758794,0.032160804020100506,0.08944723618090453,0.06331658291457286,0.061306532663316586,0.10251256281407035,0.02512562814070352,0.07738693467336684,0.08241206030150754,0.07035175879396985,0.06331658291457286,0.012060301507537688
28.24	0.9541059174020748	0.010050251256281407,0.06432160804020101,0.07839195979899498,0.09246231155778895,0.07236180904522613,0.02814070351758794,0.08241206030150754,0.07336683417085427,0.06331658291457286,0.10653266331658291,0.022110552763819097,0.06432160804020101,0.09748743718592964,0.05829145728643216,0.07336683417085427,0.01306532663316583
28.24	0.9575993729106482	0.017085427135678392,0.06030150753768844,0.07035175879396985,0.0914572864321608,0.07738693467336684,0.02512562814070352,0.11155778894472362,0.05226130653266332,0.06030150753768844,0.10150753768844221,0.032160804020100506,0.07135678391959799,0.08542713567839195,0.07839195979899498,0.05226130653266332,0.01306532663316583
28.24	0.9620837680385402	0.010050251256281407,0.05829145728643216,0.06934673366834171,0.09045226130653267,0.06633165829145729,0.033165829145728645,0.0964824120603015,0.06633165829145729,0.05829145728643216,0.10050251256281408,0.03015075376884422,0.07236180904522613,0.09246231155778895,0.07035175879396985,0.06633165829145729,0.019095477386934675
