a	Permutation_Entropy	Pattern_Probabilities
0.2025	0.7401101090112472	0.0,0.13668341708542714,0.005025125628140704,0.1829145728643216,0.005025125628140704,0.0,0.06633165829145729,0.11658291457286432,0.13668341708542714,0.05125628140703518,0.0,0.0,0.1829145728643216,0.0,0.11658291457286432,0.0
0.2025	0.7339262757599428	0.0,0.13165829145728644,0.0020100502512562816,0.18592964824120603,0.0020100502512562816,0.0,0.06934673366834171,0.11758793969849246,0.13165829145728644,0.05628140703517588,0.0,0.0,0.18592964824120603,0.0,0.11758793969849246,0.0
0.2025	0.7407459319961288	0.0,0.13467336683417086,0.005025125628140704,0.18391959798994975,0.005025125628140704,0.0,0.06633165829145729,0.11758793969849246,0.13467336683417086,0.053266331658291456,0.0,0.0,0.1829145728643216,0.0,0.11658291457286432,0.0
0.2025	0.7327775794475794	0.0,0.135678391959799,0.0020100502512562816,0.18592964824120603,0.0020100502512562816,0.0,0.07135678391959799,0.11457286432160804,0.135678391959799,0.05226130653266332,0.0,0.0,0.18592964824120603,0.0,0.11457286432160804,0.0
0.2025	0.7300514001746791	0.0,0.13366834170854272,0.0010050251256281408,0.1879396984924623,0.0010050251256281408,0.0,0.07236180904522613,0.11457286432160804,0.13366834170854272,0.054271356783919596,0.0,0.0,0.18693467336683417,0.0,0.11457286432160804,0.0
0.2025	0.7412165734801203	0.0,0.13266331658291458,0.005025125628140704,0.1829145728643216,0.005025125628140704,0.0,0.06432160804020101,0.11959798994974874,0.13266331658291458,0.05527638190954774,0.0,0.0,0.1829145728643216,0.0,0.11959798994974874,0.0
0.2025	0.7355440706629617	0.0,0.135678391959799,0.003015075376884422,0.1849246231155779,0.003015075376884422,0.0,0.06934673366834171,0.11557788944723618,0.135678391959799,0.05226130653266332,0.0,0.0,0.1849246231155779,0.0,0.11557788944723618,0.0
0.2025	0.7366903736467194	0.0,0.13165829145728644,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.06834170854271357,0.11758793969849246,0.13165829145728644,0.05628140703517588,0.0,0.0,0.1849246231155779,0.0,0.11758793969849246,0.0
0.2025	0.7356605021089475	0.0,0.13668341708542714,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.07135678391959799,0.1135678391959799,0.135678391959799,0.05226130653266332,0.0,0.0,0.1849246231155779,0.0,0.1135678391959799,0.0
0.2025	0.7357247237035002	0.0,0.135678391959799,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.07135678391959799,0.11457286432160804,0.135678391959799,0.05226130653266332,0.0,0.0,0.1849246231155779,0.0,0.1135678391959799,0.0
0.2025	0.7393231971762055	0.0,0.1306532663316583,0.004020100502512563,0.1849246231155779,0.004020100502512563,0.0,0.06432160804020101,0.11959798994974874,0.1306532663316583,0.05829145728643216,0.0,0.0,0.18391959798994975,0.0,0.11959798994974874,0.0
0.2025	0.7354859452028594	0.0,0.13668341708542714,0.003015075376884422,0.1849246231155779,0.003015075376884422,0.0,0.07135678391959799,0.11457286432160804,0.13668341708542714,0.05125628140703518,0.0,0.0,0.1849246231155779,0.0,0.1135678391959799,0.0
0.2025	0.7305656480081564	0.0,0.1306532663316583,0.0010050251256281408,0.18693467336683417,0.0010050251256281408,0.0,0.06834170854271357,0.1185929648241206,0.1306532663316583,0.05728643216080402,0.0,0.0,0.18693467336683417,0.0,0.1185929648241206,0.0
0.2025	0.7347132448906252	0.0,0.13969849246231156,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.0763819095477387,0.10954773869346733,0.13969849246231156,0.04824120603015075,0.0,0.0,0.1849246231155779,0.0,0.10954773869346733,0.0
0.2025	0.7322254701472508	0.0,0.13768844221105528,0.0020100502512562816,0.18693467336683417,0.0020100502512562816,0.0,0.0743718592964824,0.11155778894472362,0.13768844221105528,0.05025125628140704,0.0,0.0,0.18592964824120603,0.0,0.11155778894472362,0.0
0.2025	0.7442547123668336	0.0,0.13668341708542714,0.007035175879396985,0.18190954773869347,0.007035175879396985,0.0,0.06331658291457286,0.11758793969849246,0.13668341708542714,0.05125628140703518,0.0,0.0,0.18090452261306533,0.0,0.11758793969849246,0.0
0.2025	0.7302556683498109	0.0,0.13266331658291458,0.0010050251256281408,0.1879396984924623,0.0010050251256281408,0.0,0.07135678391959799,0.11557788944723618,0.13266331658291458,0.05527638190954774,0.0,0.0,0.18693467336683417,0.0,0.11557788944723618,0.0
0.2025	0.7299778740639024	0.0,0.13467336683417086,0.0010050251256281408,0.1879396984924623,0.0010050251256281408,0.0,0.0743718592964824,0.1135678391959799,0.13467336683417086,0.053266331658291456,0.0,0.0,0.18693467336683417,0.0,0.11256281407035176,0.0
0.2025	0.7316443352885563	0.0,0.13969849246231156,0.0020100502512562816,0.18592964824120603,0.0020100502512562816,0.0,0.07537688442211055,0.11055276381909548,0.13969849246231156,0.04824120603015075,0.0,0.0,0.18592964824120603,0.0,0.11055276381909548,0.0
0.2025	0.7428960099183696	0.0,0.13266331658291458,0.006030150753768844,0.1829145728643216,0.006030150753768844,0.0,0.061306532663316586,0.12060301507537688,0.13266331658291458,0.05527638190954774,0.0,0.0,0.18190954773869347,0.0,0.12060301507537688,0.0
0.2025	0.7350586145251163	0.0,0.13768844221105528,0.003015075376884422,0.1849246231155779,0.003015075376884422,0.0,0.07135678391959799,0.1135678391959799,0.13768844221105528,0.05025125628140704,0.0,0.0,0.1849246231155779,0.0,0.1135678391959799,0.0
0.2025	0.7327670152350514	0.0,0.135678391959799,0.0020100502512562816,0.18693467336683417,0.0020100502512562816,0.0,0.07236180904522613,0.1135678391959799,0.135678391959799,0.05226130653266332,0.0,0.0,0.18592964824120603,0.0,0.1135678391959799,0.0
0.2025	0.7319636702623455	0.0,0.13869346733668342,0.0020100502512562816,0.18592964824120603,0.0020100502512562816,0.0,0.0743718592964824,0.11155778894472362,0.13869346733668342,0.04924623115577889,0.0,0.0,0.18592964824120603,0.0,0.11155778894472362,0.0
0.2025	0.7380598542874611	0.0,0.135678391959799,0.004020100502512563,0.1849246231155779,0.004020100502512563,0.0,0.06834170854271357,0.11557788944723618,0.135678391959799,0.05226130653266332,0.0,0.0,0.18391959798994975,0.0,0.11557788944723618,0.0
0.2025	0.7355521094916461	0.0,0.135678391959799,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.07035175879396985,0.11457286432160804,0.135678391959799,0.05226130653266332,0.0,0.0,0.1849246231155779,0.0,0.11457286432160804,0.0
0.2025	0.7388781215319578	0.0,0.13165829145728644,0.004020100502512563,0.18391959798994975,0.004020100502512563,0.0,0.06432160804020101,0.12060301507537688,0.13165829145728644,0.05628140703517588,0.0,0.0,0.18391959798994975,0.0,0.11959798994974874,0.0
0.2025	0.7302556683498109	0.0,0.13266331658291458,0.0010050251256281408,0.1879396984924623,0.0010050251256281408,0.0,0.07135678391959799,0.11557788944723618,0.13266331658291458,0.05527638190954774,0.0,0.0,0.18693467336683417,0.0,0.11557788944723618,0.0
0.2025	0.7373651827289659	0.0,0.1457286432160804,0.005025125628140704,0.1829145728643216,0.005025125628140704,0.0,0.0763819095477387,0.10653266331658291,0.1457286432160804,0.04221105527638191,0.0,0.0,0.1829145728643216,0.0,0.10753768844221105,0.0
0.2025	0.7320535576506821	0.0,0.13869346733668342,0.0020100502512562816,0.18693467336683417,0.0020100502512562816,0.0,0.0763819095477387,0.11055276381909548,0.13869346733668342,0.04924623115577889,0.0,0.0,0.18592964824120603,0.0,0.10954773869346733,0.0
0.2025	0.741910487297941	0.0,0.13969849246231156,0.006030150753768844,0.18190954773869347,0.006030150753768844,0.0,0.06934673366834171,0.1135678391959799,0.13969849246231156,0.04824120603015075,0.0,0.0,0.18190954773869347,0.0,0.1135678391959799,0.0
0.2025	0.7388045441922825	0.0,0.13266331658291458,0.004020100502512563,0.1849246231155779,0.004020100502512563,0.0,0.06633165829145729,0.1185929648241206,0.13266331658291458,0.05527638190954774,0.0,0.0,0.18391959798994975,0.0,0.11758793969849246,0.0
0.2025	0.7362286782583846	0.0,0.13165829145728644,0.003015075376884422,0.1849246231155779,0.003015075376884422,0.0,0.06532663316582915,0.11959798994974874,0.13165829145728644,0.05628140703517588,0.0,0.0,0.1849246231155779,0.0,0.11959798994974874,0.0
0.2025	0.733773031503245	0.0,0.14271356783919598,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.07839195979899498,0.10653266331658291,0.14271356783919598,0.04623115577889447,0.0,0.0,0.1849246231155779,0.0,0.10653266331658291,0.0
0.2025	0.736282949125669	0.0,0.13467336683417086,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.07035175879396985,0.11557788944723618,0.13366834170854272,0.054271356783919596,0.0,0.0,0.1849246231155779,0.0,0.11457286432160804,0.0
0.2025	0.7309515970749285	0.0,0.1306532663316583,0.0010050251256281408,0.18693467336683417,0.0010050251256281408,0.0,0.07035175879396985,0.11758793969849246,0.1306532663316583,0.05728643216080402,0.0,0.0,0.18693467336683417,0.0,0.11758793969849246,0.0
0.2025	0.7393738301517683	0.0,0.13969849246231156,0.005025125628140704,0.18391959798994975,0.005025125628140704,0.0,0.07035175879396985,0.11256281407035176,0.13969849246231156,0.04824120603015075,0.0,0.0,0.1829145728643216,0.0,0.11256281407035176,0.0
0.2025	0.7364894414384062	0.0,0.13165829145728644,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.06733668341708543,0.1185929648241206,0.13165829145728644,0.05628140703517588,0.0,0.0,0.1849246231155779,0.0,0.11758793969849246,0.0
0.2025	0.738828829450266	0.0,0.1306532663316583,0.004020100502512563,0.1849246231155779,0.004020100502512563,0.0,0.06331658291457286,0.12060301507537688,0.1306532663316583,0.05728643216080402,0.0,0.0,0.18391959798994975,0.0,0.12060301507537688,0.0
0.2025	0.7391965203535175	0.0,0.12964824120603016,0.004020100502512563,0.1849246231155779,0.004020100502512563,0.0,0.062311557788944726,0.12160804020100502,0.12864321608040202,0.0592964824120603,0.0,0.0,0.18391959798994975,0.0,0.12160804020100502,0.0
0.2025	0.7271422534600674	0.0,0.14271356783919598,0.0010050251256281408,0.1879396984924623,0.0010050251256281408,0.0,0.0814070351758794,0.10552763819095477,0.14271356783919598,0.04522613065326633,0.0,0.0,0.18693467336683417,0.0,0.10552763819095477,0.0
0.2025	0.7350586145251163	0.0,0.13768844221105528,0.003015075376884422,0.1849246231155779,0.003015075376884422,0.0,0.07135678391959799,0.1135678391959799,0.13768844221105528,0.05025125628140704,0.0,0.0,0.1849246231155779,0.0,0.1135678391959799,0.0
0.2025	0.7367917607868162	0.0,0.12964824120603016,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.06432160804020101,0.12060301507537688,0.12864321608040202,0.0592964824120603,0.0,0.0,0.1849246231155779,0.0,0.12060301507537688,0.0
0.2025	0.7310478958136651	0.0,0.12462311557788945,0.0010050251256281408,0.1879396984924623,0.0010050251256281408,0.0,0.06331658291457286,0.12361809045226131,0.12462311557788945,0.06331658291457286,0.0,0.0,0.18693467336683417,0.0,0.12361809045226131,0.0
0.2025	0.7333335260095537	0.0,0.13467336683417086,0.0020100502512562816,0.18693467336683417,0.0020100502512562816,0.0,0.07135678391959799,0.11457286432160804,0.13366834170854272,0.054271356783919596,0.0,0.0,0.18592964824120603,0.0,0.11457286432160804,0.0
0.2025	0.7388068939544135	0.0,0.13366834170854272,0.004020100502512563,0.18391959798994975,0.004020100502512563,0.0,0.06733668341708543,0.11758793969849246,0.13366834170854272,0.054271356783919596,0.0,0.0,0.18391959798994975,0.0,0.11758793969849246,0.0
0.2025	0.7356640013189936	0.0,0.13668341708542714,0.003015075376884422,0.1849246231155779,0.003015075376884422,0.0,0.07035175879396985,0.11457286432160804,0.135678391959799,0.05226130653266332,0.0,0.0,0.1849246231155779,0.0,0.11457286432160804,0.0
0.2025	0.7296010450428476	0.0,0.135678391959799,0.0010050251256281408,0.18693467336683417,0.0010050251256281408,0.0,0.07336683417085427,0.1135678391959799,0.135678391959799,0.05226130653266332,0.0,0.0,0.18693467336683417,0.0,0.1135678391959799,0.0
0.2025	0.7361359434275995	0.0,0.13266331658291458,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.06733668341708543,0.11758793969849246,0.13266331658291458,0.05527638190954774,0.0,0.0,0.1849246231155779,0.0,0.11758793969849246,0.0
0.2025	0.7289979700431448	0.0,0.13768844221105528,0.0010050251256281408,0.1879396984924623,0.0010050251256281408,0.0,0.0763819095477387,0.11055276381909548,0.13768844221105528,0.05025125628140704,0.0,0.0,0.18693467336683417,0.0,0.11055276381909548,0.0
0.2025	0.7430444869829169	0.0,0.13266331658291458,0.006030150753768844,0.18190954773869347,0.006030150753768844,0.0,0.061306532663316586,0.12160804020100502,0.13266331658291458,0.05527638190954774,0.0,0.0,0.18190954773869347,0.0,0.12060301507537688,0.0
0.2025	0.7337576597011197	0.0,0.13165829145728644,0.0020100502512562816,0.18693467336683417,0.0020100502512562816,0.0,0.06934673366834171,0.11758793969849246,0.13165829145728644,0.05628140703517588,0.0,0.0,0.18592964824120603,0.0,0.11658291457286432,0.0
