ρ	Permutation_Entropy	Pattern_Probabilities
28.24	0.9502310963080149	0.009045226130653266,0.05226130653266332,0.06432160804020101,0.09447236180904522,0.07035175879396985,0.031155778894472363,0.12160804020100502,0.05025125628140704,0.05226130653266332,0.10653266331658291,0.0371859296482412,0.07738693467336684,0.08743718592964825,0.08341708542713568,0.05025125628140704,0.012060301507537688
28.24	0.9460109249561173	0.011055276381909548,0.05226130653266332,0.06633165829145729,0.0914572864321608,0.07135678391959799,0.023115577889447236,0.1185929648241206,0.05628140703517588,0.05226130653266332,0.10552763819095477,0.02814070351758794,0.08341708542713568,0.0864321608040201,0.08844221105527639,0.05628140703517588,0.009045226130653266
28.24	0.9527604940144763	0.012060301507537688,0.06331658291457286,0.061306532663316586,0.10251256281407035,0.06532663316582915,0.019095477386934675,0.10251256281407035,0.06633165829145729,0.06432160804020101,0.10050251256281408,0.023115577889447236,0.06633165829145729,0.09949748743718594,0.06934673366834171,0.06633165829145729,0.018090452261306532
28.24	0.9616972852151633	0.012060301507537688,0.06733668341708543,0.06733668341708543,0.08944723618090453,0.06834170854271357,0.02613065326633166,0.0964824120603015,0.06733668341708543,0.06733668341708543,0.08844221105527639,0.027135678391959798,0.0743718592964824,0.08844221105527639,0.07537688442211055,0.06733668341708543,0.017085427135678392
28.24	0.9541770936852758	0.007035175879396985,0.053266331658291456,0.06834170854271357,0.09346733668341708,0.0743718592964824,0.02914572864321608,0.10854271356783919,0.05728643216080402,0.053266331658291456,0.10753768844221105,0.035175879396984924,0.07336683417085427,0.0864321608040201,0.07939698492462312,0.05728643216080402,0.016080402010050253
28.24	0.9489729838144242	0.01306532663316583,0.05829145728643216,0.07035175879396985,0.09949748743718594,0.07236180904522613,0.027135678391959798,0.11256281407035176,0.053266331658291456,0.05829145728643216,0.11155778894472362,0.02914572864321608,0.06633165829145729,0.09748743718592964,0.06834170854271357,0.053266331658291456,0.009045226130653266
28.24	0.9600296050024749	0.006030150753768844,0.062311557788944726,0.06030150753768844,0.09346733668341708,0.06633165829145729,0.031155778894472363,0.09949748743718594,0.06633165829145729,0.06331658291457286,0.0914572864321608,0.0371859296482412,0.07236180904522613,0.08844221105527639,0.07839195979899498,0.06633165829145729,0.017085427135678392
28.24	0.9558049437367105	0.017085427135678392,0.0743718592964824,0.06633165829145729,0.09346733668341708,0.06834170854271357,0.018090452261306532,0.0964824120603015,0.06834170854271357,0.0743718592964824,0.08542713567839195,0.020100502512562814,0.07135678391959799,0.0914572864321608,0.07336683417085427,0.06834170854271357,0.01306532663316583
28.24	0.9500205391352555	0.008040201005025126,0.054271356783919596,0.07839195979899498,0.08844221105527639,0.0743718592964824,0.031155778894472363,0.11155778894472362,0.05226130653266332,0.054271356783919596,0.11256281407035176,0.027135678391959798,0.0763819095477387,0.09246231155778895,0.07236180904522613,0.05226130653266332,0.01407035175879397
28.24	0.9542070522891238	0.010050251256281407,0.05728643216080402,0.06733668341708543,0.09246231155778895,0.062311557788944726,0.035175879396984924,0.10753768844221105,0.061306532663316586,0.05728643216080402,0.10251256281407035,0.03015075376884422,0.0763819095477387,0.09748743718592964,0.07135678391959799,0.061306532663316586,0.010050251256281407
