ρ	Permutation_Entropy	Pattern_Probabilities
28.24	0.9544535328107986	0.010050251256281407,0.061306532663316586,0.061306532663316586,0.09447236180904522,0.06532663316582915,0.02512562814070352,0.11256281407035176,0.0592964824120603,0.061306532663316586,0.09447236180904522,0.02914572864321608,0.07738693467336684,0.0914572864321608,0.0814070351758794,0.06030150753768844,0.01507537688442211
28.24	0.9558636413185451	0.009045226130653266,0.06432160804020101,0.061306532663316586,0.09045226130653267,0.06834170854271357,0.02512562814070352,0.11055276381909548,0.06030150753768844,0.06432160804020101,0.08743718592964825,0.032160804020100506,0.0814070351758794,0.08341708542713568,0.08743718592964825,0.06030150753768844,0.01407035175879397
28.24	0.9511080910958777	0.008040201005025126,0.06432160804020101,0.06633165829145729,0.0964824120603015,0.06331658291457286,0.024120603015075376,0.10150753768844221,0.06834170854271357,0.06331658291457286,0.09849246231155778,0.021105527638190954,0.07336683417085427,0.09849246231155778,0.07035175879396985,0.06733668341708543,0.01507537688442211
28.24	0.9589006054308595	0.012060301507537688,0.06934673366834171,0.06934673366834171,0.09547738693467336,0.07537688442211055,0.020100502512562814,0.08944723618090453,0.06934673366834171,0.06934673366834171,0.09447236180904522,0.02613065326633166,0.06331658291457286,0.08944723618090453,0.06934673366834171,0.06934673366834171,0.018090452261306532
28.24	0.9613522005834357	0.018090452261306532,0.06432160804020101,0.07839195979899498,0.08743718592964825,0.07537688442211055,0.032160804020100506,0.09849246231155778,0.05728643216080402,0.06432160804020101,0.10251256281407035,0.02814070351758794,0.06834170854271357,0.0914572864321608,0.06432160804020101,0.05728643216080402,0.012060301507537688
28.24	0.9507420106146771	0.007035175879396985,0.06432160804020101,0.07939698492462312,0.09547738693467336,0.08040201005025126,0.022110552763819097,0.08743718592964825,0.06733668341708543,0.06432160804020101,0.11055276381909548,0.023115577889447236,0.0592964824120603,0.09547738693467336,0.0592964824120603,0.06733668341708543,0.017085427135678392
28.24	0.9546981508561658	0.012060301507537688,0.05527638190954774,0.06834170854271357,0.08944723618090453,0.06331658291457286,0.031155778894472363,0.1135678391959799,0.05728643216080402,0.05527638190954774,0.1035175879396985,0.02613065326633166,0.0814070351758794,0.09447236180904522,0.0763819095477387,0.05728643216080402,0.01507537688442211
28.24	0.952588128700149	0.009045226130653266,0.04623115577889447,0.07537688442211055,0.08542713567839195,0.07939698492462312,0.0371859296482412,0.11256281407035176,0.05025125628140704,0.04623115577889447,0.11457286432160804,0.04120603015075377,0.07738693467336684,0.08040201005025126,0.08241206030150754,0.05025125628140704,0.012060301507537688
28.24	0.9543555680644107	0.01306532663316583,0.05728643216080402,0.06532663316582915,0.0914572864321608,0.06432160804020101,0.02914572864321608,0.10251256281407035,0.06733668341708543,0.05728643216080402,0.09949748743718594,0.02814070351758794,0.07939698492462312,0.0914572864321608,0.07839195979899498,0.06733668341708543,0.008040201005025126
28.24	0.9551738449885189	0.019095477386934675,0.05829145728643216,0.07839195979899498,0.0864321608040201,0.07336683417085427,0.027135678391959798,0.1035175879396985,0.0592964824120603,0.05829145728643216,0.10552763819095477,0.023115577889447236,0.0763819095477387,0.09045226130653267,0.07236180904522613,0.0592964824120603,0.009045226130653266
