ρ	Permutation_Entropy	Pattern_Probabilities
28.99	0.9547654943133638	0.019095477386934675,0.0592964824120603,0.07537688442211055,0.0864321608040201,0.06834170854271357,0.03919597989949749,0.11758793969849246,0.04723618090452261,0.0592964824120603,0.10150753768844221,0.032160804020100506,0.07839195979899498,0.09246231155778895,0.07135678391959799,0.04623115577889447,0.006030150753768844
28.99	0.950050894538311	0.009045226130653266,0.06633165829145729,0.06733668341708543,0.09346733668341708,0.07135678391959799,0.02914572864321608,0.10251256281407035,0.06331658291457286,0.06633165829145729,0.09447236180904522,0.033165829145728645,0.07236180904522613,0.08944723618090453,0.0763819095477387,0.062311557788944726,0.003015075376884422
28.99	0.9599325738924666	0.010050251256281407,0.061306532663316586,0.061306532663316586,0.08542713567839195,0.06633165829145729,0.0371859296482412,0.11457286432160804,0.054271356783919596,0.061306532663316586,0.08542713567839195,0.04221105527638191,0.08341708542713568,0.08040201005025126,0.08944723618090453,0.05527638190954774,0.012060301507537688
28.99	0.9510064627021534	0.011055276381909548,0.061306532663316586,0.07135678391959799,0.09748743718592964,0.06532663316582915,0.02914572864321608,0.10753768844221105,0.05829145728643216,0.061306532663316586,0.10753768844221105,0.023115577889447236,0.06934673366834171,0.10251256281407035,0.06331658291457286,0.05829145728643216,0.01306532663316583
28.99	0.9545015701960381	0.008040201005025126,0.061306532663316586,0.07537688442211055,0.09045226130653267,0.06633165829145729,0.036180904522613064,0.08844221105527639,0.07135678391959799,0.06030150753768844,0.10452261306532663,0.02814070351758794,0.06934673366834171,0.09849246231155778,0.061306532663316586,0.07135678391959799,0.009045226130653266
28.99	0.9593680083278517	0.017085427135678392,0.062311557788944726,0.07035175879396985,0.08743718592964825,0.07738693467336684,0.027135678391959798,0.10552763819095477,0.05728643216080402,0.062311557788944726,0.09547738693467336,0.034170854271356785,0.0743718592964824,0.08040201005025126,0.08241206030150754,0.05728643216080402,0.009045226130653266
28.99	0.9671738587852489	0.012060301507537688,0.06331658291457286,0.06633165829145729,0.0864321608040201,0.06633165829145729,0.04321608040201005,0.09246231155778895,0.06532663316582915,0.06331658291457286,0.08944723618090453,0.04321608040201005,0.07236180904522613,0.0864321608040201,0.07236180904522613,0.06633165829145729,0.011055276381909548
28.99	0.9599885051280381	0.01407035175879397,0.061306532663316586,0.0763819095477387,0.09547738693467336,0.08241206030150754,0.031155778894472363,0.09346733668341708,0.05829145728643216,0.061306532663316586,0.11055276381909548,0.0371859296482412,0.05628140703517588,0.08844221105527639,0.062311557788944726,0.05829145728643216,0.01306532663316583
28.99	0.9633453447708273	0.01407035175879397,0.05728643216080402,0.07035175879396985,0.08442211055276382,0.07236180904522613,0.04120603015075377,0.10753768844221105,0.053266331658291456,0.05728643216080402,0.09748743718592964,0.04321608040201005,0.0763819095477387,0.08241206030150754,0.07839195979899498,0.053266331658291456,0.011055276381909548
28.99	0.9556097393217239	0.005025125628140704,0.06432160804020101,0.06934673366834171,0.08944723618090453,0.07035175879396985,0.03015075376884422,0.09849246231155778,0.06532663316582915,0.06432160804020101,0.09447236180904522,0.031155778894472363,0.0743718592964824,0.08844221105527639,0.0763819095477387,0.06532663316582915,0.01306532663316583
28.99	0.9533730807512345	0.016080402010050253,0.06834170854271357,0.0743718592964824,0.10251256281407035,0.07537688442211055,0.02613065326633166,0.09346733668341708,0.061306532663316586,0.06834170854271357,0.10854271356783919,0.027135678391959798,0.05226130653266332,0.10150753768844221,0.05226130653266332,0.061306532663316586,0.011055276381909548
28.99	0.9616018581339855	0.007035175879396985,0.05829145728643216,0.06733668341708543,0.09045226130653267,0.061306532663316586,0.04020100502512563,0.09045226130653267,0.07135678391959799,0.05829145728643216,0.09949748743718594,0.035175879396984924,0.07135678391959799,0.09547738693467336,0.06633165829145729,0.07135678391959799,0.016080402010050253
