ρ	Permutation_Entropy	Pattern_Probabilities
28.99	0.9454787820787215	0.010050251256281407,0.08241206030150754,0.06633165829145729,0.08542713567839195,0.06331658291457286,0.021105527638190954,0.0914572864321608,0.0763819095477387,0.08241206030150754,0.07035175879396985,0.018090452261306532,0.08241206030150754,0.08944723618090453,0.07939698492462312,0.07738693467336684,0.004020100502512563
28.99	0.9556366628228478	0.011055276381909548,0.05628140703517588,0.07135678391959799,0.09346733668341708,0.07236180904522613,0.033165829145728645,0.11055276381909548,0.053266331658291456,0.05628140703517588,0.10753768844221105,0.034170854271356785,0.07035175879396985,0.09246231155778895,0.07135678391959799,0.053266331658291456,0.01306532663316583
28.99	0.9514671923845502	0.011055276381909548,0.06432160804020101,0.07135678391959799,0.09748743718592964,0.06432160804020101,0.02512562814070352,0.09346733668341708,0.06934673366834171,0.06432160804020101,0.10552763819095477,0.018090452261306532,0.06532663316582915,0.10552763819095477,0.05829145728643216,0.07035175879396985,0.016080402010050253
28.99	0.9455206620295658	0.01306532663316583,0.06834170854271357,0.06432160804020101,0.09849246231155778,0.061306532663316586,0.024120603015075376,0.10954773869346733,0.062311557788944726,0.06834170854271357,0.09547738693467336,0.021105527638190954,0.07336683417085427,0.10251256281407035,0.07035175879396985,0.062311557788944726,0.005025125628140704
28.99	0.9512009189868665	0.012060301507537688,0.06532663316582915,0.06633165829145729,0.09849246231155778,0.05829145728643216,0.02814070351758794,0.09748743718592964,0.07035175879396985,0.06532663316582915,0.09949748743718594,0.020100502512562814,0.06934673366834171,0.10653266331658291,0.061306532663316586,0.07035175879396985,0.011055276381909548
28.99	0.959608201338499	0.01306532663316583,0.05527638190954774,0.07537688442211055,0.09346733668341708,0.07035175879396985,0.04020100502512563,0.09748743718592964,0.0592964824120603,0.05527638190954774,0.11256281407035176,0.035175879396984924,0.06331658291457286,0.09748743718592964,0.0592964824120603,0.0592964824120603,0.01306532663316583
28.99	0.952929406563174	0.010050251256281407,0.06331658291457286,0.07336683417085427,0.09447236180904522,0.06733668341708543,0.031155778894472363,0.0914572864321608,0.06934673366834171,0.06331658291457286,0.10452261306532663,0.02512562814070352,0.06633165829145729,0.10050251256281408,0.061306532663316586,0.06934673366834171,0.009045226130653266
28.99	0.955069021639631	0.008040201005025126,0.054271356783919596,0.07336683417085427,0.0964824120603015,0.0814070351758794,0.027135678391959798,0.0964824120603015,0.061306532663316586,0.054271356783919596,0.11457286432160804,0.036180904522613064,0.061306532663316586,0.08743718592964825,0.07035175879396985,0.061306532663316586,0.016080402010050253
28.99	0.9505392942076211	0.004020100502512563,0.04221105527638191,0.07939698492462312,0.08241206030150754,0.07537688442211055,0.04321608040201005,0.11055276381909548,0.05125628140703518,0.04221105527638191,0.12060301507537688,0.03919597989949749,0.07839195979899498,0.08743718592964825,0.0743718592964824,0.05125628140703518,0.018090452261306532
28.99	0.9637179963413304	0.011055276381909548,0.06733668341708543,0.0763819095477387,0.08944723618090453,0.08040201005025126,0.031155778894472363,0.08442211055276382,0.06532663316582915,0.06733668341708543,0.09849246231155778,0.035175879396984924,0.061306532663316586,0.08542713567839195,0.06532663316582915,0.06633165829145729,0.01507537688442211
28.99	0.9546705082463032	0.011055276381909548,0.06030150753768844,0.09447236180904522,0.08341708542713568,0.09246231155778895,0.04120603015075377,0.08341708542713568,0.05728643216080402,0.06030150753768844,0.11758793969849246,0.03919597989949749,0.05628140703517588,0.08542713567839195,0.054271356783919596,0.05628140703517588,0.007035175879396985
28.99	0.9470334063588284	0.012060301507537688,0.0763819095477387,0.05527638190954774,0.10854271356783919,0.06030150753768844,0.020100502512562814,0.10251256281407035,0.06733668341708543,0.0763819095477387,0.08743718592964825,0.02512562814070352,0.061306532663316586,0.1035175879396985,0.06733668341708543,0.06834170854271357,0.008040201005025126
28.99	0.9492827476022004	0.008040201005025126,0.0592964824120603,0.07236180904522613,0.09246231155778895,0.07035175879396985,0.02914572864321608,0.10150753768844221,0.06432160804020101,0.0592964824120603,0.10552763819095477,0.027135678391959798,0.07336683417085427,0.09447236180904522,0.07135678391959799,0.06432160804020101,0.007035175879396985
28.99	0.9605726301114296	0.01407035175879397,0.053266331658291456,0.07035175879396985,0.0814070351758794,0.06934673366834171,0.04623115577889447,0.11457286432160804,0.04924623115577889,0.053266331658291456,0.09849246231155778,0.044221105527638194,0.08241206030150754,0.08341708542713568,0.08040201005025126,0.04924623115577889,0.010050251256281407
28.99	0.9545546981056472	0.01306532663316583,0.07035175879396985,0.08341708542713568,0.0914572864321608,0.07738693467336684,0.031155778894472363,0.08241206030150754,0.06733668341708543,0.07035175879396985,0.10452261306532663,0.024120603015075376,0.05829145728643216,0.09748743718592964,0.05226130653266332,0.06733668341708543,0.009045226130653266
28.99	0.9565364202206634	0.01407035175879397,0.06331658291457286,0.06532663316582915,0.09346733668341708,0.06633165829145729,0.031155778894472363,0.10050251256281408,0.06532663316582915,0.06331658291457286,0.09547738693467336,0.032160804020100506,0.07236180904522613,0.09246231155778895,0.07336683417085427,0.06532663316582915,0.006030150753768844
28.99	0.9554860682059577	0.006030150753768844,0.0592964824120603,0.061306532663316586,0.0964824120603015,0.06030150753768844,0.035175879396984924,0.10251256281407035,0.06633165829145729,0.0592964824120603,0.09849246231155778,0.034170854271356785,0.07236180904522613,0.0964824120603015,0.07236180904522613,0.06633165829145729,0.01306532663316583
28.99	0.9623051210794373	0.012060301507537688,0.062311557788944726,0.0763819095477387,0.08944723618090453,0.07537688442211055,0.034170854271356785,0.09547738693467336,0.06030150753768844,0.062311557788944726,0.1035175879396985,0.033165829145728645,0.06633165829145729,0.08944723618090453,0.06532663316582915,0.0592964824120603,0.01507537688442211
28.99	0.9478391156773192	0.009045226130653266,0.05125628140703518,0.07236180904522613,0.0914572864321608,0.06834170854271357,0.033165829145728645,0.11457286432160804,0.05527638190954774,0.05125628140703518,0.11155778894472362,0.02914572864321608,0.07839195979899498,0.09547738693467336,0.0743718592964824,0.05527638190954774,0.009045226130653266
28.99	0.9553798743870503	0.008040201005025126,0.06532663316582915,0.0763819095477387,0.08542713567839195,0.07236180904522613,0.033165829145728645,0.09547738693467336,0.06432160804020101,0.06532663316582915,0.0964824120603015,0.02914572864321608,0.0743718592964824,0.08944723618090453,0.07135678391959799,0.06532663316582915,0.008040201005025126
28.99	0.9474558482902914	0.007035175879396985,0.04924623115577889,0.07336683417085427,0.08944723618090453,0.0814070351758794,0.034170854271356785,0.1135678391959799,0.05025125628140704,0.05025125628140704,0.1135678391959799,0.04221105527638191,0.0743718592964824,0.0814070351758794,0.08241206030150754,0.05025125628140704,0.007035175879396985
28.99	0.9499260408980488	0.012060301507537688,0.06030150753768844,0.0864321608040201,0.08743718592964825,0.08241206030150754,0.03015075376884422,0.09547738693467336,0.0592964824120603,0.06030150753768844,0.1135678391959799,0.02613065326633166,0.06733668341708543,0.0914572864321608,0.062311557788944726,0.0592964824120603,0.006030150753768844
28.99	0.9548264479758862	0.012060301507537688,0.05628140703517588,0.07135678391959799,0.0964824120603015,0.07738693467336684,0.02914572864321608,0.10753768844221105,0.054271356783919596,0.05628140703517588,0.11155778894472362,0.034170854271356785,0.06532663316582915,0.09045226130653267,0.07035175879396985,0.054271356783919596,0.01306532663316583
28.99	0.9618787065358236	0.01407035175879397,0.05728643216080402,0.08743718592964825,0.07135678391959799,0.0763819095477387,0.04623115577889447,0.09346733668341708,0.0592964824120603,0.05728643216080402,0.10050251256281408,0.036180904522613064,0.0814070351758794,0.0814070351758794,0.07135678391959799,0.0592964824120603,0.007035175879396985
28.99	0.9548070461123065	0.017085427135678392,0.06432160804020101,0.07939698492462312,0.08442211055276382,0.07135678391959799,0.034170854271356785,0.10452261306532663,0.05628140703517588,0.06532663316582915,0.09949748743718594,0.02613065326633166,0.07537688442211055,0.09346733668341708,0.06733668341708543,0.05628140703517588,0.005025125628140704
28.99	0.9624148314801182	0.011055276381909548,0.05628140703517588,0.07236180904522613,0.08241206030150754,0.07035175879396985,0.04824120603015075,0.09748743718592964,0.06030150753768844,0.05628140703517588,0.09849246231155778,0.04623115577889447,0.07537688442211055,0.08542713567839195,0.07236180904522613,0.06030150753768844,0.007035175879396985
28.99	0.9458610473784855	0.009045226130653266,0.06432160804020101,0.06733668341708543,0.0964824120603015,0.06432160804020101,0.023115577889447236,0.10753768844221105,0.06432160804020101,0.06432160804020101,0.09849246231155778,0.021105527638190954,0.07537688442211055,0.09849246231155778,0.07336683417085427,0.06432160804020101,0.008040201005025126
28.99	0.9625278534759587	0.018090452261306532,0.05829145728643216,0.0763819095477387,0.08542713567839195,0.07035175879396985,0.04221105527638191,0.10251256281407035,0.05527638190954774,0.05829145728643216,0.1035175879396985,0.036180904522613064,0.07135678391959799,0.09246231155778895,0.06532663316582915,0.05527638190954774,0.009045226130653266
28.99	0.9585665211634042	0.007035175879396985,0.061306532663316586,0.07035175879396985,0.0914572864321608,0.07537688442211055,0.03015075376884422,0.09447236180904522,0.06532663316582915,0.062311557788944726,0.10050251256281408,0.035175879396984924,0.06733668341708543,0.08743718592964825,0.07236180904522613,0.06532663316582915,0.01407035175879397
28.99	0.9576776615170831	0.01507537688442211,0.0592964824120603,0.05829145728643216,0.0914572864321608,0.06030150753768844,0.036180904522613064,0.1135678391959799,0.0592964824120603,0.0592964824120603,0.09045226130653267,0.03819095477386935,0.0814070351758794,0.08844221105527639,0.08341708542713568,0.05829145728643216,0.007035175879396985
28.99	0.9543061912538655	0.010050251256281407,0.05728643216080402,0.07236180904522613,0.09045226130653267,0.07236180904522613,0.03015075376884422,0.10653266331658291,0.05829145728643216,0.05728643216080402,0.10552763819095477,0.02914572864321608,0.07537688442211055,0.09045226130653267,0.0743718592964824,0.05829145728643216,0.012060301507537688
28.99	0.959427477820597	0.009045226130653266,0.0592964824120603,0.06834170854271357,0.09045226130653267,0.0763819095477387,0.034170854271356785,0.10251256281407035,0.05829145728643216,0.0592964824120603,0.09949748743718594,0.04221105527638191,0.07035175879396985,0.0814070351758794,0.07939698492462312,0.05829145728643216,0.011055276381909548
28.99	0.9570425172802395	0.007035175879396985,0.0592964824120603,0.06934673366834171,0.09447236180904522,0.07738693467336684,0.031155778894472363,0.09949748743718594,0.06030150753768844,0.0592964824120603,0.10452261306532663,0.03919597989949749,0.06532663316582915,0.0864321608040201,0.07336683417085427,0.06030150753768844,0.01306532663316583
28.99	0.9504797777237267	0.011055276381909548,0.062311557788944726,0.06733668341708543,0.10251256281407035,0.06532663316582915,0.02814070351758794,0.09949748743718594,0.06532663316582915,0.062311557788944726,0.10753768844221105,0.02613065326633166,0.062311557788944726,0.10452261306532663,0.06030150753768844,0.06532663316582915,0.010050251256281407
28.99	0.9403606352393058	0.010050251256281407,0.05226130653266332,0.06834170854271357,0.0914572864321608,0.06432160804020101,0.027135678391959798,0.12763819095477386,0.05125628140703518,0.05226130653266332,0.10753768844221105,0.023115577889447236,0.08743718592964825,0.09547738693467336,0.08241206030150754,0.05125628140703518,0.008040201005025126
28.99	0.9638876950779435	0.01407035175879397,0.06331658291457286,0.07135678391959799,0.0864321608040201,0.06934673366834171,0.03819095477386935,0.1035175879396985,0.05728643216080402,0.06331658291457286,0.09447236180904522,0.036180904522613064,0.07336683417085427,0.08844221105527639,0.07135678391959799,0.05728643216080402,0.012060301507537688
28.99	0.9578267670889608	0.006030150753768844,0.06532663316582915,0.06834170854271357,0.09045226130653267,0.07035175879396985,0.033165829145728645,0.10050251256281408,0.062311557788944726,0.06432160804020101,0.09346733668341708,0.036180904522613064,0.07236180904522613,0.08743718592964825,0.07537688442211055,0.062311557788944726,0.012060301507537688
28.99	0.9586494325772238	0.008040201005025126,0.0592964824120603,0.062311557788944726,0.09547738693467336,0.06934673366834171,0.02914572864321608,0.10753768844221105,0.0592964824120603,0.06030150753768844,0.09748743718592964,0.036180904522613064,0.07135678391959799,0.08844221105527639,0.07839195979899498,0.0592964824120603,0.018090452261306532
28.99	0.9546155282184929	0.010050251256281407,0.0592964824120603,0.08542713567839195,0.08040201005025126,0.07839195979899498,0.04020100502512563,0.09949748743718594,0.05628140703517588,0.0592964824120603,0.10653266331658291,0.033165829145728645,0.0743718592964824,0.08743718592964825,0.06733668341708543,0.05628140703517588,0.006030150753768844
28.99	0.9542342022171582	0.012060301507537688,0.05829145728643216,0.06633165829145729,0.08743718592964825,0.06532663316582915,0.034170854271356785,0.11557788944723618,0.05527638190954774,0.05829145728643216,0.09547738693467336,0.033165829145728645,0.08341708542713568,0.08844221105527639,0.08341708542713568,0.05527638190954774,0.008040201005025126
28.99	0.9554869401582715	0.011055276381909548,0.06532663316582915,0.06733668341708543,0.0964824120603015,0.07236180904522613,0.02914572864321608,0.09849246231155778,0.06331658291457286,0.06532663316582915,0.09949748743718594,0.033165829145728645,0.06532663316582915,0.09246231155778895,0.06934673366834171,0.06331658291457286,0.008040201005025126
28.99	0.9579446520326015	0.008040201005025126,0.05728643216080402,0.0763819095477387,0.07939698492462312,0.07135678391959799,0.036180904522613064,0.09748743718592964,0.06532663316582915,0.05728643216080402,0.09849246231155778,0.031155778894472363,0.08341708542713568,0.08442211055276382,0.07738693467336684,0.06532663316582915,0.011055276381909548
28.99	0.9472594013975	0.012060301507537688,0.06532663316582915,0.06532663316582915,0.10050251256281408,0.07035175879396985,0.023115577889447236,0.10251256281407035,0.06432160804020101,0.06532663316582915,0.10150753768844221,0.02814070351758794,0.06633165829145729,0.0964824120603015,0.07035175879396985,0.06432160804020101,0.004020100502512563
28.99	0.9566533004033925	0.012060301507537688,0.06432160804020101,0.06934673366834171,0.0864321608040201,0.06834170854271357,0.034170854271356785,0.10452261306532663,0.061306532663316586,0.06432160804020101,0.0914572864321608,0.032160804020100506,0.07939698492462312,0.08743718592964825,0.07738693467336684,0.061306532663316586,0.006030150753768844
28.99	0.9594310561601993	0.011055276381909548,0.05527638190954774,0.07336683417085427,0.08743718592964825,0.06934673366834171,0.0371859296482412,0.10150753768844221,0.06030150753768844,0.05527638190954774,0.10552763819095477,0.033165829145728645,0.0743718592964824,0.09246231155778895,0.07035175879396985,0.06030150753768844,0.01306532663316583
28.99	0.958053577832708	0.009045226130653266,0.0592964824120603,0.07738693467336684,0.08442211055276382,0.07336683417085427,0.035175879396984924,0.09949748743718594,0.06030150753768844,0.0592964824120603,0.10251256281407035,0.031155778894472363,0.07537688442211055,0.08844221105527639,0.07236180904522613,0.06030150753768844,0.012060301507537688
