a	Permutation_Entropy	Pattern_Probabilities
0.21000000000000002	0.7434120800512461	0.0,0.135678391959799,0.006030150753768844,0.18391959798994975,0.006030150753768844,0.0,0.06934673366834171,0.1135678391959799,0.135678391959799,0.053266331658291456,0.0,0.0,0.1829145728643216,0.0,0.1135678391959799,0.0
0.21000000000000002	0.7508399732771693	0.0,0.13768844221105528,0.010050251256281407,0.17889447236180905,0.010050251256281407,0.0,0.06432160804020101,0.11557788944723618,0.13768844221105528,0.05125628140703518,0.0,0.0,0.17889447236180905,0.0,0.11557788944723618,0.0
0.21000000000000002	0.7454077527851207	0.0,0.13668341708542714,0.007035175879396985,0.18190954773869347,0.007035175879396985,0.0,0.06834170854271357,0.1135678391959799,0.13668341708542714,0.05226130653266332,0.0,0.0,0.18190954773869347,0.0,0.11457286432160804,0.0
0.21000000000000002	0.7429150391800938	0.0,0.13768844221105528,0.006030150753768844,0.1829145728643216,0.006030150753768844,0.0,0.07135678391959799,0.11155778894472362,0.13768844221105528,0.05125628140703518,0.0,0.0,0.18391959798994975,0.0,0.11155778894472362,0.0
0.21000000000000002	0.7403793814133721	0.0,0.13969849246231156,0.005025125628140704,0.18391959798994975,0.005025125628140704,0.0,0.0763819095477387,0.10854271356783919,0.13969849246231156,0.04924623115577889,0.0,0.0,0.18391959798994975,0.0,0.10854271356783919,0.0
0.21000000000000002	0.7334500630223509	0.0,0.135678391959799,0.0020100502512562816,0.18693467336683417,0.0020100502512562816,0.0,0.0763819095477387,0.11055276381909548,0.135678391959799,0.053266331658291456,0.0,0.0,0.18693467336683417,0.0,0.11055276381909548,0.0
0.21000000000000002	0.740518918995847	0.0,0.13869346733668342,0.005025125628140704,0.18391959798994975,0.005025125628140704,0.0,0.07537688442211055,0.10854271356783919,0.13869346733668342,0.05025125628140704,0.0,0.0,0.1849246231155779,0.0,0.10954773869346733,0.0
0.21000000000000002	0.744551699757042	0.0,0.13869346733668342,0.007035175879396985,0.18190954773869347,0.007035175879396985,0.0,0.06834170854271357,0.11256281407035176,0.13869346733668342,0.05025125628140704,0.0,0.0,0.18190954773869347,0.0,0.1135678391959799,0.0
0.21000000000000002	0.7422999961550877	0.0,0.14974874371859295,0.008040201005025126,0.18190954773869347,0.008040201005025126,0.0,0.07939698492462312,0.10150753768844221,0.14974874371859295,0.03919597989949749,0.0,0.0,0.18090452261306533,0.0,0.10150753768844221,0.0
0.21000000000000002	0.7506185673105903	0.0,0.13869346733668342,0.010050251256281407,0.17889447236180905,0.010050251256281407,0.0,0.06532663316582915,0.11457286432160804,0.13869346733668342,0.05025125628140704,0.0,0.0,0.17889447236180905,0.0,0.11457286432160804,0.0
0.21000000000000002	0.7408676192136877	0.0,0.13768844221105528,0.005025125628140704,0.18391959798994975,0.005025125628140704,0.0,0.07336683417085427,0.11055276381909548,0.13768844221105528,0.05125628140703518,0.0,0.0,0.18391959798994975,0.0,0.11155778894472362,0.0
0.21000000000000002	0.7476072488648984	0.0,0.13768844221105528,0.008040201005025126,0.18090452261306533,0.009045226130653266,0.0,0.06432160804020101,0.11557788944723618,0.13768844221105528,0.05125628140703518,0.0,0.0,0.1798994974874372,0.0,0.11557788944723618,0.0
0.21000000000000002	0.7400574617465405	0.0,0.13969849246231156,0.005025125628140704,0.1849246231155779,0.005025125628140704,0.0,0.07537688442211055,0.10854271356783919,0.13969849246231156,0.04924623115577889,0.0,0.0,0.18391959798994975,0.0,0.10854271356783919,0.0
0.21000000000000002	0.7464099147865494	0.0,0.13969849246231156,0.008040201005025126,0.18090452261306533,0.008040201005025126,0.0,0.06834170854271357,0.11256281407035176,0.13969849246231156,0.04924623115577889,0.0,0.0,0.18090452261306533,0.0,0.11256281407035176,0.0
0.21000000000000002	0.7393016759324907	0.0,0.13366834170854272,0.004020100502512563,0.18391959798994975,0.004020100502512563,0.0,0.06934673366834171,0.11557788944723618,0.13366834170854272,0.05527638190954774,0.0,0.0,0.1849246231155779,0.0,0.11557788944723618,0.0
0.21000000000000002	0.7414437476716136	0.0,0.13467336683417086,0.005025125628140704,0.1849246231155779,0.005025125628140704,0.0,0.07035175879396985,0.1135678391959799,0.13467336683417086,0.054271356783919596,0.0,0.0,0.18391959798994975,0.0,0.1135678391959799,0.0
0.21000000000000002	0.7441741346239886	0.0,0.13366834170854272,0.006030150753768844,0.1829145728643216,0.006030150753768844,0.0,0.06834170854271357,0.11557788944723618,0.13366834170854272,0.05527638190954774,0.0,0.0,0.1829145728643216,0.0,0.11557788944723618,0.0
0.21000000000000002	0.7406837657384713	0.0,0.13768844221105528,0.005025125628140704,0.1849246231155779,0.005025125628140704,0.0,0.07336683417085427,0.11055276381909548,0.13768844221105528,0.05125628140703518,0.0,0.0,0.18391959798994975,0.0,0.11055276381909548,0.0
0.21000000000000002	0.7393345083362557	0.0,0.14170854271356784,0.005025125628140704,0.1849246231155779,0.005025125628140704,0.0,0.07738693467336684,0.10653266331658291,0.14170854271356784,0.04723618090452261,0.0,0.0,0.18391959798994975,0.0,0.10653266331658291,0.0
0.21000000000000002	0.7449939898584168	0.0,0.13768844221105528,0.007035175879396985,0.1829145728643216,0.007035175879396985,0.0,0.06934673366834171,0.11256281407035176,0.13768844221105528,0.05125628140703518,0.0,0.0,0.18190954773869347,0.0,0.11256281407035176,0.0
0.21000000000000002	0.7434011962519393	0.0,0.135678391959799,0.006030150753768844,0.1829145728643216,0.006030150753768844,0.0,0.06834170854271357,0.11457286432160804,0.135678391959799,0.053266331658291456,0.0,0.0,0.1829145728643216,0.0,0.11457286432160804,0.0
0.21000000000000002	0.7400364502289747	0.0,0.13165829145728644,0.004020100502512563,0.1849246231155779,0.004020100502512563,0.0,0.07035175879396985,0.11557788944723618,0.13165829145728644,0.05728643216080402,0.0,0.0,0.1849246231155779,0.0,0.11557788944723618,0.0
0.21000000000000002	0.7433766304003839	0.0,0.135678391959799,0.006030150753768844,0.18190954773869347,0.006030150753768844,0.0,0.06733668341708543,0.11557788944723618,0.135678391959799,0.053266331658291456,0.0,0.0,0.1829145728643216,0.0,0.11557788944723618,0.0
0.21000000000000002	0.7434120800512461	0.0,0.135678391959799,0.006030150753768844,0.1829145728643216,0.006030150753768844,0.0,0.06934673366834171,0.1135678391959799,0.135678391959799,0.053266331658291456,0.0,0.0,0.18391959798994975,0.0,0.1135678391959799,0.0
0.21000000000000002	0.7412221804285097	0.0,0.135678391959799,0.005025125628140704,0.18391959798994975,0.005025125628140704,0.0,0.07035175879396985,0.1135678391959799,0.135678391959799,0.053266331658291456,0.0,0.0,0.18391959798994975,0.0,0.1135678391959799,0.0
0.21000000000000002	0.7384652279340592	0.0,0.13768844221105528,0.004020100502512563,0.1849246231155779,0.004020100502512563,0.0,0.07537688442211055,0.10954773869346733,0.13768844221105528,0.05125628140703518,0.0,0.0,0.1849246231155779,0.0,0.11055276381909548,0.0
0.21000000000000002	0.7373354795282204	0.0,0.1407035175879397,0.004020100502512563,0.1849246231155779,0.004020100502512563,0.0,0.07738693467336684,0.10753768844221105,0.1407035175879397,0.04824120603015075,0.0,0.0,0.1849246231155779,0.0,0.10753768844221105,0.0
0.21000000000000002	0.7456109158153198	0.0,0.13467336683417086,0.007035175879396985,0.18190954773869347,0.007035175879396985,0.0,0.06532663316582915,0.11658291457286432,0.13467336683417086,0.054271356783919596,0.0,0.0,0.18190954773869347,0.0,0.11658291457286432,0.0
0.21000000000000002	0.7476804775445316	0.0,0.14170854271356784,0.009045226130653266,0.1798994974874372,0.009045226130653266,0.0,0.06834170854271357,0.11155778894472362,0.14170854271356784,0.04723618090452261,0.0,0.0,0.1798994974874372,0.0,0.11155778894472362,0.0
0.21000000000000002	0.745237581907674	0.0,0.13668341708542714,0.007035175879396985,0.1829145728643216,0.007035175879396985,0.0,0.06834170854271357,0.1135678391959799,0.13668341708542714,0.05226130653266332,0.0,0.0,0.18190954773869347,0.0,0.1135678391959799,0.0
0.21000000000000002	0.7475280861154141	0.0,0.135678391959799,0.008040201005025126,0.18090452261306533,0.008040201005025126,0.0,0.06532663316582915,0.11658291457286432,0.135678391959799,0.053266331658291456,0.0,0.0,0.18090452261306533,0.0,0.11557788944723618,0.0
0.21000000000000002	0.7469119142955335	0.0,0.13768844221105528,0.008040201005025126,0.18090452261306533,0.008040201005025126,0.0,0.06633165829145729,0.11457286432160804,0.13768844221105528,0.05125628140703518,0.0,0.0,0.18090452261306533,0.0,0.11457286432160804,0.0
0.21000000000000002	0.7426515126573326	0.0,0.13969849246231156,0.006030150753768844,0.1829145728643216,0.006030150753768844,0.0,0.0743718592964824,0.10954773869346733,0.13969849246231156,0.04924623115577889,0.0,0.0,0.1829145728643216,0.0,0.10954773869346733,0.0
0.21000000000000002	0.7481573927506906	0.0,0.1407035175879397,0.009045226130653266,0.1798994974874372,0.009045226130653266,0.0,0.06834170854271357,0.11155778894472362,0.1407035175879397,0.04824120603015075,0.0,0.0,0.1798994974874372,0.0,0.11256281407035176,0.0
0.21000000000000002	0.7451873965541093	0.0,0.13668341708542714,0.007035175879396985,0.18090452261306533,0.007035175879396985,0.0,0.06633165829145729,0.11557788944723618,0.13668341708542714,0.05226130653266332,0.0,0.0,0.18190954773869347,0.0,0.11557788944723618,0.0
0.21000000000000002	0.7437620353832469	0.0,0.135678391959799,0.006030150753768844,0.1829145728643216,0.006030150753768844,0.0,0.07035175879396985,0.1135678391959799,0.135678391959799,0.053266331658291456,0.0,0.0,0.1829145728643216,0.0,0.1135678391959799,0.0
0.21000000000000002	0.7470499624032668	0.0,0.13869346733668342,0.008040201005025126,0.18190954773869347,0.008040201005025126,0.0,0.06834170854271357,0.11256281407035176,0.13768844221105528,0.05125628140703518,0.0,0.0,0.18090452261306533,0.0,0.11256281407035176,0.0
0.21000000000000002	0.7393851646793551	0.0,0.1306532663316583,0.004020100502512563,0.1849246231155779,0.004020100502512563,0.0,0.06532663316582915,0.1185929648241206,0.1306532663316583,0.05829145728643216,0.0,0.0,0.1849246231155779,0.0,0.1185929648241206,0.0
0.21000000000000002	0.7473168972386941	0.0,0.135678391959799,0.008040201005025126,0.18090452261306533,0.008040201005025126,0.0,0.06432160804020101,0.11658291457286432,0.135678391959799,0.053266331658291456,0.0,0.0,0.18090452261306533,0.0,0.11658291457286432,0.0
0.21000000000000002	0.7364391732972748	0.0,0.135678391959799,0.003015075376884422,0.18592964824120603,0.003015075376884422,0.0,0.07537688442211055,0.11155778894472362,0.135678391959799,0.053266331658291456,0.0,0.0,0.18592964824120603,0.0,0.11055276381909548,0.0
0.21000000000000002	0.7454077527851207	0.0,0.13668341708542714,0.007035175879396985,0.18190954773869347,0.007035175879396985,0.0,0.06834170854271357,0.11457286432160804,0.13668341708542714,0.05226130653266332,0.0,0.0,0.18190954773869347,0.0,0.1135678391959799,0.0
0.21000000000000002	0.7474831732293092	0.0,0.13467336683417086,0.008040201005025126,0.18090452261306533,0.008040201005025126,0.0,0.06331658291457286,0.11758793969849246,0.13467336683417086,0.054271356783919596,0.0,0.0,0.18090452261306533,0.0,0.11758793969849246,0.0
0.21000000000000002	0.7408676192136877	0.0,0.13768844221105528,0.005025125628140704,0.18391959798994975,0.005025125628140704,0.0,0.07336683417085427,0.11055276381909548,0.13768844221105528,0.05125628140703518,0.0,0.0,0.18391959798994975,0.0,0.11155778894472362,0.0
0.21000000000000002	0.7444513160116276	0.0,0.13969849246231156,0.007035175879396985,0.18190954773869347,0.007035175879396985,0.0,0.07035175879396985,0.11155778894472362,0.13969849246231156,0.04924623115577889,0.0,0.0,0.18190954773869347,0.0,0.11155778894472362,0.0
